10029,0.00,0.00,0.00
10030,0.00,0.00,0.00
10031,0.00,0.00,0.00
10032,0.00,0.00,0.00
10033,0.00,0.00,0.00
10034,0.00,0.00,0.00
10035,0.00,0.00,0.00
10036,0.00,0.00,0.00
10037,0.00,0.00,0.00
10038,0.00,0.00,0.00
10039,0.00,0.00,0.00
10040,0.00,0.00,0.00
10041,0.00,0.00,0.00
10042,0.00,0.00,0.00
10043,0.00,0.00,0.00
10044,0.00,0.00,0.00
10045,0.00,0.00,0.00
10046,0.00,0.00,0.00
10047,0.00,0.00,0.00
10048,0.00,0.00,0.00
10049,0.00,0.00,0.00
10050,0.00,0.00,0.00
10051,0.00,0.00,0.00
10052,0.00,0.00,0.00
10053,0.00,0.00,0.00
10054,0.00,0.00,0.00
10055,0.00,0.00,0.00
10056,0.00,0.00,0.00
10057,0.00,0.00,0.00
10058,0.00,0.00,0.00
10059,0.00,0.00,0.00
10060,0.00,0.00,0.00
10061,0.00,0.00,0.00
10062,0.00,0.00,0.00
10063,0.00,0.00,0.00
10064,0.00,0.00,0.00
10065,0.00,0.00,0.00
10066,0.00,0.00,0.00
10067,0.00,0.00,0.00
10068,0.00,0.00,0.00
10069,0.00,0.00,0.00
10070,0.00,0.00,0.00
10071,0.00,0.00,0.00
10072,0.00,0.00,0.00
10073,0.00,0.00,0.00
10074,0.00,0.00,0.00
10075,0.00,0.00,0.00
10076,0.00,0.00,0.00
10077,0.00,0.00,0.00
10078,0.00,0.00,0.00
10079,0.00,0.00,0.00
10080,0.00,0.00,0.00
10081,0.00,0.00,0.00
10082,0.00,0.00,0.00
10083,0.00,0.00,0.00
10084,0.00,0.00,0.00
10085,0.00,0.00,0.00
10086,0.00,0.00,0.00
10087,0.00,0.00,0.00
10088,0.00,0.00,0.00
10089,0.00,0.00,0.00
10090,0.00,0.00,0.00
10091,0.00,0.00,0.00
10092,0.00,0.00,0.00
10093,0.00,0.00,0.00
10094,0.00,0.00,0.00
10095,0.00,0.00,0.00
10096,0.00,0.00,0.00
10097,0.00,0.00,0.00
10098,0.00,0.00,0.00
10099,0.00,0.00,0.00
10100,0.00,0.00,0.00
10101,0.00,0.00,0.00
10102,11000.00,0.00,0.00
10103,0.00,0.00,0.00
10104,0.00,0.00,0.00
10105,0.00,0.00,0.00
10106,0.00,0.00,0.00
10107,0.00,0.00,0.00
10108,0.00,0.00,0.00
10109,0.00,0.00,0.00
10110,0.00,0.00,0.00
10111,0.00,0.00,0.00
10112,0.00,0.00,0.00
10113,0.00,0.00,0.00
10114,0.00,0.00,0.00
10115,0.00,0.00,0.00
10116,0.00,0.00,0.00
10117,0.00,0.00,0.00
10118,0.00,0.00,0.00
10119,0.00,0.00,0.00
10120,0.00,0.00,0.00
10121,0.00,0.00,0.00
10122,0.00,0.00,0.00
10123,0.00,0.00,0.00
10124,0.00,0.00,0.00
10125,0.00,0.00,0.00
10126,0.00,0.00,0.00
10127,0.00,0.00,0.00
10128,0.00,0.00,0.00
10129,0.00,0.00,0.00
10130,0.00,0.00,0.00
10131,0.00,0.00,0.00
10132,0.00,0.00,0.00
10133,0.00,0.00,0.00
10134,0.00,0.00,0.00
10135,0.00,0.00,0.00
10136,0.00,0.00,0.00
10137,0.00,0.00,0.00
10138,0.00,0.00,0.00
10139,0.00,0.00,0.00
10140,0.00,0.00,0.00
10141,0.00,0.00,0.00
10142,0.00,0.00,0.00
10143,0.00,0.00,0.00
10144,0.00,0.00,0.00
10145,0.00,0.00,0.00
10146,0.00,0.00,0.00
10147,0.00,0.00,0.00
10148,0.00,0.00,0.00
10149,0.00,0.00,0.00
10150,0.00,0.00,0.00
10151,0.00,0.00,0.00
10152,0.00,0.00,0.00
10153,0.00,0.00,0.00
10154,0.00,0.00,0.00
10155,11000.00,0.00,0.00
10156,0.00,0.00,0.00
10157,0.00,0.00,0.00
10158,0.00,0.00,0.00
10159,0.00,0.00,0.00
10160,0.00,0.00,0.00
10161,0.00,0.00,0.00
10162,0.00,0.00,0.00
10163,0.00,0.00,0.00
10164,0.00,0.00,0.00
10165,0.00,0.00,0.00
10166,0.00,0.00,0.00
10167,0.00,0.00,0.00
10168,11000.00,0.00,0.00
10169,0.00,0.00,0.00
10170,0.00,0.00,0.00
10171,0.00,0.00,0.00
10172,0.00,0.00,0.00
10173,0.00,0.00,0.00
10174,0.00,0.00,0.00
10175,0.00,0.00,0.00
10176,0.00,0.00,0.00
10177,0.00,0.00,0.00
10178,0.00,0.00,0.00
10179,0.00,0.00,0.00
10180,0.00,0.00,0.00
10181,0.00,0.00,0.00
10182,0.00,0.00,0.00
10183,0.00,0.00,0.00
10184,0.00,0.00,0.00
10185,0.00,0.00,0.00
10186,0.00,0.00,0.00
10187,0.00,0.00,0.00
10188,0.00,0.00,0.00
10189,0.00,0.00,0.00
10190,0.00,0.00,0.00
10191,0.00,0.00,0.00
10192,0.00,0.00,0.00
10193,0.00,0.00,0.00
10194,0.00,0.00,0.00
10195,0.00,0.00,0.00
10196,0.00,0.00,0.00
10197,0.00,0.00,0.00
10198,0.00,0.00,0.00
10199,0.00,0.00,0.00
10200,0.00,0.00,0.00
10201,0.00,0.00,0.00
10202,0.00,0.00,0.00
10203,0.00,0.00,0.00
10204,0.00,0.00,0.00
10205,0.00,0.00,0.00
10206,0.00,0.00,0.00
10207,0.00,0.00,0.00
10208,0.00,0.00,0.00
10210,0.00,0.00,0.00
10211,11000.00,0.00,0.00
10212,0.00,0.00,0.00
10213,0.00,0.00,0.00
10214,0.00,0.00,0.00
10215,0.00,0.00,0.00
10216,0.00,0.00,0.00
10217,0.00,0.00,0.00
10218,0.00,0.00,0.00
10219,0.00,0.00,0.00
10220,0.00,0.00,0.00
10221,0.00,0.00,0.00
10222,0.00,0.00,0.00
10223,0.00,0.00,0.00
10224,0.00,0.00,0.00
10225,0.00,0.00,0.00
10226,0.00,0.00,0.00
10227,0.00,0.00,0.00
10228,0.00,0.00,0.00
10229,0.00,0.00,0.00
10230,0.00,0.00,0.00
10231,0.00,0.00,0.00
10232,11000.00,0.00,0.00
10233,0.00,0.00,0.00
10234,0.00,0.00,0.00
10235,0.00,0.00,0.00
10236,0.00,0.00,0.00
10237,0.00,0.00,0.00
10238,0.00,0.00,0.00
10239,0.00,0.00,0.00
10240,0.00,0.00,0.00
10241,0.00,0.00,0.00
10242,0.00,0.00,0.00
10243,0.00,0.00,0.00
10244,0.00,0.00,0.00
