323,mz,565,1,17,71,10505.99
324,my,226,91,13,43,363358.21
325,eg,910,69,25,48,448563.04
326,ge,346,40,36,41,413211.03
327,hn,695,10,52,72,467471.05
328,ci,555,87,3,54,362612.21
329,sy,508,91,7,51,583094.41
330,ir,671,87,25,85,81568.95
331,tn,962,21,16,50,926078.38
332,pn,39,36,10,38,287435.45
333,pf,320,73,26,36,701717.47
334,kp,258,53,47,28,731367.92
335,mo,391,12,12,78,343939.2
336,ye,207,27,14,64,694883.66
337,sv,404,4,27,67,987373.2
338,uy,530,52,51,100,535135.1
339,ni,741,11,21,45,194919.62
340,pg,114,35,46,19,835646.84
341,ke,958,91,25,55,6293.03
342,gm,26,5,40,48,77402.41
343,na,594,42,56,48,226065
344,cv,590,37,10,7,885001.38
345,za,760,67,13,74,343266.64
346,mk,446,61,12,29,751581.47
347,fr,431,89,10,43,292730
348,ru,897,1,2,32,660053.27
349,lt,341,88,25,45,606068.74
350,tr,981,85,14,27,607451.05
351,kg,308,31,4,16,15358.94
352,sd,55,79,24,3,986960.69
353,mh,519,6,36,37,425688.72
354,bb,539,86,4,67,363476.96
355,ba,108,55,27,27,666945.64
356,mu,667,93,25,84,265869.4
357,lt,530,37,20,18,170131.77
358,fm,225,62,22,73,149260.92
359,sa,533,29,15,57,585922.92
360,lu,111,39,29,37,650672.86
361,tt,1000,17,30,78,882666.67
362,ne,636,34,14,86,878750.83
363,hr,955,63,18,20,79582.82
364,ro,976,24,33,70,874463.69
365,gd,770,46,4,29,716075.3
366,tr,596,82,16,59,379518.43
367,sn,719,100,55,99,701099.4
368,ng,203,65,44,30,986676.02
369,nz,879,29,55,35,889547.72
370,gt,962,93,18,18,399793.87
371,bd,822,60,56,51,30979.16
372,mt,525,65,35,91,232484.39
373,tw,443,18,1,52,207135.69
374,sd,797,98,40,48,421490.88
375,hr,227,93,21,47,481297.11
376,ai,477,35,38,61,316899.75
377,ax,673,35,25,91,920856.45
378,vi,412,5,50,99,3906.88
379,jp,298,3,56,97,440647.49
380,tl,857,87,37,79,146213.1
381,vu,888,89,37,28,189127.82
382,ls,775,8,23,76,87702.5
383,td,414,59,4,73,860723.11
384,kr,804,36,46,27,349094.31
385,gm,665,57,25,26,490563.81
386,es,648,88,5,9,593039.53
387,kh,482,90,43,64,332411.84
388,id,438,53,23,88,578933.16
389,sj,548,95,20,59,714031.67
390,au,519,38,41,43,100205.04
391,hn,774,22,46,3,115093.03
392,do,686,28,52,97,881188.71
393,jo,104,8,32,58,775555.13
394,gl,321,92,19,19,840792.83
395,md,347,46,21,49,148555.74
396,sv,379,24,8,62,17003.08
397,it,727,83,51,40,266547.68
398,tf,375,64,8,69,89062.42
399,ma,262,4,37,92,617859.95
400,bh,487,91,52,45,89112.46
401,ru,280,45,4,62,185238.5
402,ga,164,29,41,90,285906.1
403,nl,921,74,1,29,84222.05
404,ru,825,74,42,58,642238.83
405,ba,317,85,43,30,64007.17
406,pe,417,48,15,80,851313.38
407,vg,232,16,38,35,8821.42
408,bt,610,1,54,73,305706.08
409,sc,23,25,55,63,718255.58
410,do,690,18,48,94,850455.3
411,fr,691,46,43,23,973024.6
412,bh,802,74,24,60,767275.85
413,pk,540,100,54,79,752771.51
414,tz,513,10,20,42,929899.38
415,ph,138,64,9,94,443985.49
416,cg,459,51,6,58,750187.64
417,cf,974,89,9,21,789113.34
418,vi,226,62,35,51,482035.38
419,eh,703,2,21,73,363273.77
420,mq,678,18,32,41,774632.96
421,zw,287,65,21,68,729254.14
422,um,967,21,10,29,917677.61
423,rs,379,69,55,64,875055
424,nl,911,13,3,47,553594.39
425,td,404,20,20,82,622702.76
426,si,114,43,45,98,78646.85
427,kz,927,99,50,12,546015.82
428,mx,439,32,30,33,566525.12
429,fm,881,19,17,5,270226.84
430,nl,588,62,2,79,30390.99
431,tv,336,76,18,50,194317.2
432,ki,28,68,22,72,892896.75
433,cc,724,22,47,23,616786.51
434,tv,253,27,48,6,209498.69
435,bv,61,65,3,31,12453.11
436,kz,18,8,31,42,443347.58
437,ad,169,69,11,7,823605.64
438,sy,151,16,36,53,638069.16
439,ms,65,87,47,50,441399.71
440,nl,573,99,15,32,354840.22
441,gf,876,83,2,21,352545.72
442,so,921,73,30,16,881828.59
443,im,53,97,5,17,913995.71
444,ru,757,56,25,62,264887.89
445,tl,725,36,23,92,398253.33
446,cn,145,74,20,96,722014.77
447,fk,836,2,43,22,718974.05
448,gm,434,76,23,10,349280.52
449,bn,330,52,15,89,204792.5
450,cm,509,71,43,84,140132.6
451,sh,846,5,23,52,711399.97
452,bf,799,37,35,20,368473.09
453,pe,545,85,18,5,436085.86
454,fk,760,60,47,54,453086.74
455,nr,958,70,9,82,164802.27
456,sc,345,13,24,17,763596.19
457,ad,782,21,47,77,372113.79
458,na,519,12,49,61,960244.6
459,vn,487,91,14,70,409901.97
460,kz,234,64,43,54,683242.91
461,pf,708,32,52,93,313056.06
462,bv,929,19,42,58,280346.15
463,bv,51,70,14,75,912902.87
464,ai,484,29,28,68,193443.01
465,ax,155,54,54,87,884317.28
466,ly,61,37,14,87,14615.06
467,mc,985,39,15,59,665555.59
468,mz,617,5,20,83,636895.08
469,ru,726,94,4,19,811484.13
470,au,901,82,54,48,84053.37
471,kr,758,86,42,1,612648.72
472,iq,857,13,45,18,418099.24
473,ne,859,68,11,80,195641.35
474,mu,315,59,28,24,524529.77
475,cv,107,100,33,32,895017.07
476,es,526,33,9,53,480170.55
477,gd,520,70,7,59,190323.53
478,tm,904,18,24,48,972094.02
479,co,82,56,8,70,949238.09
480,ee,245,14,56,71,935303.6
481,gn,629,51,23,58,160532.95
482,kz,123,76,30,87,686223.5
483,fr,22,41,49,80,323571.73
484,bj,353,70,29,86,254336.79
485,cd,680,40,39,83,506270.64
486,gg,66,57,24,39,594373.2
487,sb,583,53,4,72,5504.58
488,na,366,71,10,43,491694.42
489,mu,428,98,10,2,374420.06
490,mv,968,81,20,54,758345.1
491,va,751,91,11,99,314143.45
492,gs,998,27,39,83,789878.64
493,cv,814,71,46,95,78330.91
494,ly,16,96,27,22,974004.1
495,ml,792,45,4,80,304897.62
496,sl,562,47,43,38,967358.84
497,ph,598,69,5,60,205842.74
498,gu,824,46,24,51,701382.94
499,sz,698,42,3,53,543091.91
500,fk,123,6,46,37,943890.47
501,qa,136,87,8,18,68032.31
502,ro,434,18,19,13,100321.01
503,mw,238,38,5,60,670509.04
504,je,126,82,25,19,440466.79
505,no,129,52,11,84,624957.04
506,mr,748,14,5,80,56057.9
507,um,63,88,45,77,365974.32
508,ms,144,71,9,62,929967.28
509,mm,878,74,9,15,533552.23
510,na,233,4,45,73,311376.21
511,cv,539,9,21,31,177892.88
512,gh,258,43,18,78,733401.67
513,re,422,49,48,13,529190.39
514,fk,338,92,6,25,59554.62
515,ai,526,78,25,43,176577.3
516,ro,678,44,25,81,55632.31
517,kr,202,37,31,55,919755.78
518,ly,357,47,9,15,285615.42
519,ng,762,85,50,54,426268.42
520,ao,781,33,30,70,222304.36
521,uz,324,18,20,29,693748.72
522,mk,226,91,52,32,393947.12
523,lk,542,64,52,12,941930.44
524,cv,398,71,4,50,625855.07
525,ar,800,68,25,35,484053.43
526,ru,579,81,35,59,539972
527,im,704,25,5,41,513028.31
528,bw,868,19,8,19,546040.36
529,qa,808,90,39,59,339247.02
530,nc,610,4,49,100,868686.03
531,gl,457,89,15,83,553127.49
532,dm,488,25,18,1,845534.42
533,kw,595,70,10,91,49177.2
534,af,778,51,31,81,362563.77
535,hu,816,34,44,52,923143.34
536,fm,896,99,12,17,811709.41
537,gy,878,49,26,72,148307.4
538,ge,306,53,22,55,397233.72
539,gg,982,31,34,17,850390.36
540,pr,206,42,47,86,948712.87
541,sk,478,25,27,83,663477.48
542,dz,756,3,17,2,152934.6
543,ki,406,99,5,47,961295.39
544,jp,857,89,2,44,13577.4
545,is,440,86,20,12,424469.12
546,lk,975,87,42,33,117016.25
547,wf,938,95,48,38,676754.62
548,jm,212,80,14,71,830310.92
549,ni,547,65,41,7,639258.76
550,il,979,47,23,75,783620.31
551,fi,83,95,56,14,650280.06
552,mx,207,21,21,60,563971.61
553,aw,465,16,56,89,29351.19
554,tg,738,48,29,96,820377.45
555,ax,630,37,10,28,45209.1
556,bm,581,7,7,20,464081.91
557,ng,483,13,44,89,169003.87
558,mw,507,72,38,6,954898.91
559,nc,713,69,21,81,730482.54
560,sr,218,81,12,94,758494.42
561,si,976,25,27,68,284793.49
562,sj,664,51,26,66,624630.81
563,kz,656,15,18,10,555463.7
564,cn,935,37,2,29,624059.85
565,bn,964,32,45,21,13309.25
566,no,698,55,35,1,219427.18
567,ee,649,84,40,26,85147.08
568,sl,792,53,29,32,94661.16
569,nf,75,25,32,13,772470.69
570,re,529,22,39,36,996476.71
571,tt,135,79,18,53,408464.07
572,af,88,66,18,50,42515.24
573,ao,947,59,5,11,571282.32
574,th,272,46,45,69,339346.5
575,uz,648,61,14,97,433398.65
576,my,330,71,9,86,914157.62
577,zm,380,11,54,56,690844.66
578,ai,89,3,15,12,380857.95
579,je,841,24,51,46,409810.98
580,pw,128,50,53,22,911315.02
581,py,226,87,54,52,89997.68
582,bt,111,8,2,50,47890.64
583,uz,283,36,13,27,49639.93
584,lu,36,98,19,20,746308.15
585,ax,616,19,2,93,655975.24
586,lc,853,26,15,13,254741.88
587,ps,571,47,29,42,661693.11
588,au,583,1,7,44,972856.94
589,bj,793,58,38,26,764122.61
590,gm,611,16,36,43,970825.13
591,mw,702,95,24,78,470966.28
592,sb,156,9,41,29,870313.56
593,at,375,87,55,68,535486.09
594,tt,943,1,34,83,800210.96
595,aq,435,86,4,85,666944.9
596,pf,144,90,47,69,222920.75
597,kz,62,53,16,63,799335.6
598,gb,600,12,3,29,618960.9
599,bd,794,72,26,87,955142.83
600,ne,502,79,16,20,241802.77
601,br,371,35,35,75,978587.99
602,pk,141,48,36,78,919347.31
603,pr,572,29,9,55,167426.23
604,so,674,15,37,5,644280.87
605,pf,539,89,6,14,881570.9
606,la,932,60,21,92,5000.58
607,so,858,23,27,92,439057.87
608,gu,325,5,36,59,25775.98
609,al,490,21,24,81,354848.51
610,tz,890,51,6,94,69040.68
611,mn,8,86,48,43,538801.72
612,pf,898,53,16,69,348301.34
613,lr,475,69,24,47,364219.58
614,um,417,7,8,20,148070.95
615,ls,467,42,3,2,175969.37
616,km,452,46,7,38,930795.64
617,jp,406,77,10,89,281616
618,tg,997,15,47,41,774256.96
619,ee,663,92,52,32,448088.63
620,ps,130,29,25,33,712420.46
621,ng,930,21,35,62,755567.64
622,bb,555,20,14,38,558814.54
623,cu,536,54,18,72,193038.91
624,fj,598,91,34,92,356254.82
625,zm,110,88,20,4,666370.18
626,tr,29,89,22,18,174255.67
627,ni,819,25,33,40,652159.87
628,bf,387,13,46,46,994991.22
629,la,29,95,48,19,540477.52
630,az,220,1,13,53,659793.09
631,mu,296,45,13,13,89370.43
632,tr,144,82,56,92,860231.73
633,gm,27,29,2,6,594623.71
634,af,818,18,28,53,269957.12
635,vg,469,49,56,63,401424.52
636,mv,322,86,17,7,462764.59
637,de,949,7,9,23,70730.78
638,si,422,24,19,1,30628.14
639,wf,162,1,49,53,156704.8
640,sj,120,5,52,3,675824.31
641,bw,337,42,18,68,220568.76
642,ph,636,6,18,7,743059.62
643,th,910,28,46,72,196448.23
644,ng,740,32,37,44,686296.25
645,vn,582,6,5,63,696288.97
646,ec,256,17,35,91,320506.53
647,bi,467,100,51,42,544420.62
648,ml,144,24,46,79,857482.38
649,at,348,94,43,44,392189.37
650,mc,199,45,55,13,401832.46
651,mr,302,68,45,89,330729.87
652,hr,797,29,12,46,70378.54
653,io,820,52,46,99,286053.45
654,it,220,41,41,57,516826.86
655,in,518,47,48,84,474455.48
656,yt,631,42,11,59,90580.05
657,md,843,26,2,32,361230.14
658,np,514,27,38,89,473411.57
659,bh,658,9,46,17,340074.23
660,im,736,27,49,91,353933.13
661,ck,336,42,12,46,147387.91
662,ky,496,31,10,57,559609.65
663,ws,917,26,43,20,930133.6
664,gy,185,90,17,65,755799.64
665,sm,826,13,24,98,111758.04
666,lr,158,49,33,44,956109.96
667,gt,786,34,21,69,918172.05
668,za,87,57,25,34,628126.31
669,bj,81,38,10,15,165708.49
670,kg,548,69,51,43,647113.92
671,bn,663,2,15,3,699865.76
672,cy,180,84,13,67,914225.97
673,gb,921,7,4,42,36620.62
674,vu,288,93,47,89,822693.88
675,nl,936,84,18,87,708158.41
676,az,676,63,5,67,291631.31
677,gp,773,55,19,31,934713.86
678,aq,150,34,56,43,809701.97
679,uz,489,30,32,28,907755.29
680,sa,771,82,54,96,954289.59
681,ht,959,32,36,64,629560.24
682,tv,609,78,25,29,270914.72
683,sk,726,75,16,47,486734.89
684,ca,942,95,4,8,236737.32
685,hu,916,63,46,95,772787.02
686,uz,196,33,13,43,647495.74
687,si,89,33,10,69,307565.62
688,mo,722,61,28,11,265565.06
689,ck,313,82,9,8,338951.67
690,sl,666,19,12,40,411744.57
691,ga,814,13,6,31,447965.76
692,ch,345,93,41,77,498859.9
693,fi,290,41,10,11,783489.51
694,gr,497,59,8,63,180739.1
695,nu,430,24,24,22,984546.08
696,cf,577,35,37,51,972851.3
697,cu,185,65,26,55,65811.01
698,cz,165,19,1,91,192933.45
699,ai,850,18,46,41,834314.7
700,gl,730,68,33,86,512431.91
701,tc,399,93,55,83,495565.78
702,cx,102,69,20,6,232914.44
703,eh,118,66,37,67,789279.89
704,kg,124,73,51,36,71326.76
705,nl,953,43,44,31,210974.04
706,gp,606,48,46,8,512132.69
707,kw,958,87,35,22,345693.09
708,ir,375,11,33,71,964275.91
709,vg,620,56,7,81,401369.8
710,ec,186,1,31,10,683000.61
711,pr,757,61,49,4,598759.19
712,md,257,23,54,59,557335.84
713,bj,623,11,44,44,804067.52
714,vi,586,54,34,49,538131.93
715,ca,804,86,35,67,942715.32
716,sl,357,68,17,83,943175.37
717,fr,598,9,41,9,167374.18
718,ro,82,21,14,28,894109.66
719,gi,654,3,55,98,192182.1
720,ca,939,20,21,90,436885.85
721,ai,555,26,6,89,308647.55
722,gb,457,91,26,16,358825.72
723,rs,193,97,38,31,881800.74
724,ve,202,18,54,97,913239.9
725,gd,833,34,40,89,541361.7
726,bt,35,30,26,85,789088.34
727,ro,109,53,9,59,485817.96
728,bj,708,84,15,71,194226.41
729,er,231,35,10,77,539238.88
730,ch,274,77,12,90,951709.57
731,ls,464,77,31,27,712558.65
732,hn,141,20,46,81,821833.59
733,tg,372,11,32,32,189389.98
734,tg,836,23,23,38,358677.19
735,ml,639,9,45,45,743114.67
736,bb,984,20,27,79,538182.17
737,cv,204,34,8,16,997535.68
738,ml,168,74,41,85,735804.93
739,dm,54,18,48,14,238460.4
740,tj,952,61,7,13,786696.24
741,bs,20,59,53,23,499034.4
742,mz,898,15,19,88,899920.94
743,la,725,28,17,58,360269.76
744,kg,569,35,29,80,656209.79
745,as,426,44,43,74,959096.09
746,so,7,72,44,83,726275.4
747,so,309,62,9,2,280218.49
748,ar,648,75,52,26,852761.06
749,nr,167,52,56,83,736306.95
750,tn,820,89,22,67,712222.03
751,us,844,94,45,59,156126.17
752,kp,180,55,10,72,140877.46
753,pt,177,64,6,73,542260.04
754,dz,256,36,37,66,550899.7
755,cg,791,79,44,21,241463.73
756,tw,7,96,35,39,414377.72
757,st,168,65,54,60,183443.04
758,ru,440,23,4,57,534308.19
759,ai,780,6,24,44,136343.71
760,af,468,88,26,5,722299.37
761,mq,911,64,33,26,674756.63
762,dm,748,91,11,66,81858.11
763,bb,84,64,16,72,286720.63
764,pa,556,72,41,15,914083.51
765,vi,906,16,14,57,954509.32
766,uz,352,62,54,52,462689.69
767,cd,938,76,5,37,11902.33
768,cz,823,63,20,14,990037.01
769,ng,301,97,51,81,918728.95
770,ar,641,93,32,49,890861.85
771,ax,457,71,50,40,102701.76
772,ch,111,7,3,60,30294.5
773,mz,189,66,30,92,47066.84
774,lb,61,48,44,57,654011.19
775,ai,320,59,24,53,284283.12
776,mn,715,74,56,84,767805.91
777,gg,603,98,32,49,56079.12
778,sm,260,88,40,35,307903.7
779,hn,851,15,39,86,372570.28
780,bb,147,46,26,52,475530.8
781,sb,910,36,47,87,920497.16
782,bg,244,77,33,43,90256.7
783,gg,260,7,25,91,441937.03
784,lu,78,43,36,79,708621.01
785,cm,585,51,41,99,210550.81
786,by,23,88,1,47,268053.06
