JobId,JobTypeID,JobCodeID,CompanyID,ExpiryDate,Salary
131,1,176,90,1/28/2014,802259
132,1,290,288,8/6/2013,882580
133,1,250,247,5/31/2013,456266
134,3,345,152,4/12/2013,327493
135,3,255,384,11/17/2013,139223
136,3,55,433,4/16/2013,51432
137,3,2,353,10/5/2013,837398
138,2,200,304,9/25/2013,716722
139,3,260,296,3/9/2014,330514
140,3,362,133,8/28/2013,366202
141,2,39,234,2/4/2014,831681
142,1,243,276,1/7/2014,539645
143,1,342,124,6/6/2013,641091
144,3,93,405,9/5/2013,467639
145,1,171,147,10/14/2013,509591
146,3,219,302,3/30/2013,424645
147,1,165,241,4/1/2013,996754
148,3,6,173,8/5/2013,937133
149,2,51,311,4/21/2013,762726
150,2,135,67,12/13/2013,302215
151,3,351,129,9/9/2013,431899
152,1,442,439,3/13/2014,239756
153,3,16,470,12/14/2013,96596
154,3,206,151,5/23/2013,781300
155,1,102,307,1/27/2014,242674
156,1,41,331,9/14/2013,781839
157,1,86,370,11/27/2013,556619
158,3,148,2,3/2/2014,686055
159,2,215,184,7/2/2013,384008
160,3,485,109,6/1/2013,684051
161,2,372,177,5/24/2013,653332
162,3,20,398,3/7/2014,427611
163,1,77,107,4/3/2013,725205
164,1,387,248,11/20/2013,757219
165,1,294,85,7/13/2013,535529
166,2,120,190,7/10/2013,215300
167,1,258,309,9/18/2013,196270
168,3,454,100,9/25/2013,816427
169,2,37,121,7/21/2013,547258
170,2,349,1,3/14/2014,776875
171,2,48,137,5/16/2013,765351
172,3,260,209,1/26/2014,132138
173,2,300,232,2/16/2014,452538
174,3,181,129,9/22/2013,454635
175,2,202,243,12/30/2013,937929
176,3,141,410,4/27/2013,545906
177,2,217,472,12/18/2013,435467
178,2,44,26,6/15/2013,543841
179,1,337,165,5/24/2013,207248
180,3,308,160,9/23/2013,568873
181,3,126,324,6/23/2013,893877
182,1,136,371,7/14/2013,516744
183,2,47,59,3/1/2014,148425
184,2,177,82,12/28/2013,608626
185,1,486,167,1/14/2014,61941
186,3,39,353,2/25/2014,126533
187,2,468,77,8/10/2013,381160
188,3,268,458,11/6/2013,843551
189,2,269,176,6/30/2013,591924
190,2,21,420,6/3/2013,140814
191,2,340,217,4/21/2013,120740
192,2,478,67,3/2/2014,922127
193,1,6,299,8/1/2013,430191
194,3,424,134,12/18/2013,213630
195,3,165,1,11/15/2013,539165
196,3,311,230,8/3/2013,900447
197,2,105,28,3/17/2014,971810
198,1,9,225,4/26/2013,49655
199,1,150,93,7/14/2013,723000
200,2,408,108,6/10/2013,771270
201,1,72,37,12/18/2013,525355
202,3,410,189,7/6/2013,781902
203,3,351,231,5/1/2013,791691
204,2,388,409,1/29/2014,426500
205,1,271,350,2/23/2014,862576
206,1,95,468,4/12/2013,288910
207,2,62,339,5/7/2013,477265
208,2,87,86,12/8/2013,523981
209,3,244,10,2/11/2014,427927
210,1,318,135,2/17/2014,156718
211,1,376,167,11/25/2013,999300
212,3,375,171,11/7/2013,100913
213,1,107,485,4/3/2013,332786
214,2,40,5,1/12/2014,134999
215,2,337,110,9/28/2013,626051
216,3,404,451,1/27/2014,652665
217,2,379,335,1/5/2014,411895
218,1,105,207,5/15/2013,343438
219,3,140,10,10/15/2013,714408
220,1,153,117,5/22/2013,60230
221,3,170,233,10/20/2013,44990
222,3,1,367,1/21/2014,65596
223,2,292,162,10/25/2013,937604
224,2,407,110,3/16/2014,367346
225,1,263,254,6/3/2013,350910
226,2,427,1,10/23/2013,527431
227,1,434,122,8/6/2013,685553
228,3,358,7,12/25/2013,760859
229,1,375,380,3/12/2014,671217
230,1,119,213,12/27/2013,253429
231,1,204,496,12/19/2013,706769
232,2,337,172,11/30/2013,360882
233,1,148,168,11/27/2013,41500
234,3,459,51,11/29/2013,658008
235,2,61,3,10/11/2013,189956
236,1,321,264,6/14/2013,720860
237,1,393,158,3/26/2013,892607
238,1,218,145,10/22/2013,904934
239,2,6,201,12/29/2013,985345
240,2,132,25,6/13/2013,318085
241,2,225,486,7/26/2013,117715
242,3,265,13,9/16/2013,444126
243,2,203,419,1/29/2014,735348
244,3,149,295,2/11/2014,888684
245,3,36,172,9/3/2013,790300
246,3,245,426,5/4/2013,380356
247,2,101,264,6/18/2013,448009
248,2,148,411,5/17/2013,521846
249,1,216,403,12/16/2013,779914
250,2,301,92,7/14/2013,435259
251,3,82,412,8/11/2013,566833
252,2,229,470,5/27/2013,132475
253,1,254,42,12/23/2013,478078
254,1,398,93,10/11/2013,542681
255,1,80,305,2/11/2014,246053
256,2,294,441,3/23/2013,284818
257,1,448,12,7/28/2013,173319
258,2,406,315,12/13/2013,760594
259,3,186,313,8/16/2013,760306
260,3,321,416,10/24/2013,671175
261,3,418,332,2/1/2014,794264
262,3,330,98,2/28/2014,449302
263,1,218,203,7/24/2013,307251
264,1,153,310,6/6/2013,476737
265,1,435,310,4/1/2013,935439
266,2,83,401,1/24/2014,308174
267,2,328,381,8/29/2013,238976
268,1,343,69,4/25/2013,394063
269,1,357,473,2/17/2014,280256
270,3,230,137,4/1/2013,416604
271,1,340,497,9/18/2013,264346
272,3,248,431,12/2/2013,955901
273,1,67,226,11/15/2013,405243
274,3,208,477,6/11/2013,837577
275,3,59,220,3/18/2014,997288
276,3,109,357,7/26/2013,240086
277,3,124,15,9/24/2013,322365
278,1,327,125,10/25/2013,449442
279,1,456,121,8/22/2013,69262
280,1,147,120,3/29/2013,277098
281,1,440,136,7/31/2013,282354
282,1,10,167,4/20/2013,325620
283,2,466,442,10/30/2013,293748
284,3,476,157,6/26/2013,352364
285,3,274,358,11/18/2013,627527
286,3,52,421,12/3/2013,719117
287,3,38,78,8/28/2013,874075
288,3,285,34,9/18/2013,593892
289,3,1,425,7/7/2013,176226
290,2,405,41,3/30/2013,899663
291,3,296,137,10/13/2013,698694
292,1,70,479,2/13/2014,930113
293,2,31,489,8/22/2013,247250
294,1,174,138,1/21/2014,120096
295,1,235,393,11/10/2013,918354
296,3,69,311,10/10/2013,999181
297,1,494,279,8/15/2013,480750
298,3,426,321,7/6/2013,424500
299,3,195,334,3/22/2013,540938
300,3,351,97,5/12/2013,378867
301,2,490,102,11/17/2013,313814
302,2,310,280,4/13/2013,590156
303,1,286,253,4/22/2013,284822
304,3,261,254,7/13/2013,706048
305,2,129,170,6/25/2013,178061
306,1,488,57,12/16/2013,854458
307,2,375,480,11/7/2013,870350
308,1,386,393,10/6/2013,816123
309,3,392,168,12/29/2013,290121
310,1,142,286,11/6/2013,341691
311,1,416,121,2/24/2014,672086
312,2,181,293,1/8/2014,236463
313,1,201,284,8/15/2013,290328
314,1,354,253,5/12/2013,591265
315,1,378,326,8/27/2013,254265
316,1,248,372,12/1/2013,358781
317,2,318,404,8/28/2013,455257
318,3,388,283,11/12/2013,479063
319,1,12,83,7/2/2013,453913
320,2,196,84,3/17/2014,723813
321,2,37,54,12/21/2013,514920
322,2,420,63,12/21/2013,279371
323,2,167,277,8/7/2013,70581
324,1,316,129,12/10/2013,840311
325,3,240,132,9/7/2013,165229
326,2,11,441,1/29/2014,609800
327,3,244,415,10/5/2013,341242
328,1,254,5,10/15/2013,487977
329,3,421,450,10/11/2013,808435
330,1,430,281,3/31/2013,581876
331,1,7,283,2/3/2014,298716
332,2,299,276,6/29/2013,284563
333,1,471,379,11/28/2013,918780
334,1,237,371,3/28/2013,611656
335,2,140,351,2/22/2014,899549
336,3,302,416,7/30/2013,628951
337,2,251,121,10/27/2013,990215
338,1,116,132,6/10/2013,171650
339,1,422,379,8/19/2013,781354
340,3,246,213,6/3/2013,945123
341,1,243,382,2/24/2014,184282
342,1,165,242,10/29/2013,745653
343,3,184,221,8/18/2013,179720
344,2,406,234,5/2/2013,236552
345,1,395,289,9/18/2013,569809
346,2,481,462,11/28/2013,565032
347,2,29,331,11/7/2013,889205
348,2,265,310,4/6/2013,915215
349,3,440,155,6/25/2013,824316
350,3,122,315,8/1/2013,598096
351,3,313,5,3/16/2014,675466
352,1,44,164,8/25/2013,726480
353,2,82,169,8/27/2013,581041
354,1,234,17,6/19/2013,275691
355,3,222,385,10/14/2013,676236
356,3,72,458,4/4/2013,926393
357,2,486,305,7/30/2013,722107
358,1,288,162,3/2/2014,636591
359,1,180,415,9/30/2013,641145
360,2,185,220,6/3/2013,862425
361,3,287,347,2/4/2014,882487
362,2,157,173,7/13/2013,936745
363,3,199,126,6/15/2013,334425
364,2,71,146,6/6/2013,817770
365,2,169,147,6/27/2013,470864
366,1,159,337,8/25/2013,818761
367,2,84,207,8/24/2013,450333
368,3,335,416,7/31/2013,848978
369,3,491,447,4/12/2013,468593
370,3,181,107,3/12/2014,98056
371,3,52,463,9/7/2013,296022
372,2,113,474,5/23/2013,149678
373,1,234,22,12/30/2013,134452
374,1,462,183,10/16/2013,634354
375,3,402,396,6/2/2013,248692
376,2,218,465,4/2/2013,53033
377,1,343,204,4/22/2013,988729
378,3,225,438,7/4/2013,522080
379,1,68,477,9/5/2013,469982
380,1,205,108,12/4/2013,420641
381,1,312,416,4/11/2013,698462
382,1,413,113,9/28/2013,278712
383,2,424,487,2/7/2014,984745
384,1,279,107,11/10/2013,525489
385,2,120,485,6/22/2013,60627
386,2,102,231,5/6/2013,957983
387,1,371,434,6/5/2013,676048
388,3,123,473,12/8/2013,785916
389,3,169,201,9/5/2013,403310
390,2,236,46,7/22/2013,972342
391,2,218,389,7/13/2013,108504
392,3,233,429,5/17/2013,87047
393,2,99,36,1/11/2014,715571
394,1,106,480,2/4/2014,874016
395,3,427,473,10/18/2013,55854
396,1,259,430,11/19/2013,549672
397,2,7,386,2/6/2014,504597
398,2,234,51,7/20/2013,211483
399,2,28,222,12/6/2013,414625
400,1,89,307,4/27/2013,327885
401,3,111,242,12/11/2013,55882
402,3,452,376,6/17/2013,256657
403,2,264,344,10/16/2013,332949
404,2,248,163,10/22/2013,137486
405,3,390,186,3/28/2013,341363
406,1,433,182,6/24/2013,915256
407,1,405,186,1/16/2014,206200
408,3,499,251,12/25/2013,86964
409,1,439,147,3/14/2014,423216
410,1,1,264,12/2/2013,267683
411,3,489,368,8/13/2013,878399
412,1,431,147,7/31/2013,838267
413,3,9,66,9/14/2013,783682
414,2,86,64,6/9/2013,974106
415,1,407,362,10/9/2013,120642
416,3,360,237,11/19/2013,832692
417,1,250,263,7/27/2013,650081
418,1,335,420,9/27/2013,849353
419,1,292,237,8/2/2013,704891
420,1,126,41,8/16/2013,601780
421,2,288,309,2/27/2014,275446
422,3,462,252,12/9/2013,76789
423,1,27,4,7/2/2013,626209
424,2,114,388,12/20/2013,646969
425,1,42,187,9/20/2013,671941
426,1,460,269,5/8/2013,316532
427,1,385,63,3/29/2013,689457
428,2,394,106,3/22/2014,532152
429,1,198,66,5/30/2013,833033
430,2,113,234,11/10/2013,101008
431,3,395,266,2/1/2014,501655
432,2,354,29,4/8/2013,463372
433,1,33,224,8/21/2013,493470
434,2,292,419,9/6/2013,241913
435,2,184,320,11/10/2013,173335
436,1,215,173,12/20/2013,322423
437,2,197,484,2/2/2014,605338
438,1,147,60,4/1/2013,216232
439,3,173,378,10/30/2013,436496
440,1,238,32,8/8/2013,625700
441,2,123,178,1/29/2014,724285
442,1,190,488,1/7/2014,136294
443,1,209,79,3/17/2014,248837
444,2,296,54,1/27/2014,606152
445,2,465,216,3/18/2014,784502
446,1,417,139,4/11/2013,348837
447,1,418,100,10/8/2013,164592
448,2,493,225,10/25/2013,845236
449,3,446,228,6/24/2013,447651
450,3,496,153,4/18/2013,62878
451,1,21,124,9/13/2013,487261
452,1,25,43,6/11/2013,832708
453,2,166,109,11/23/2013,953981
454,2,290,133,11/10/2013,75235
455,2,314,135,9/18/2013,990971
456,1,339,484,5/21/2013,245241
457,1,117,60,10/13/2013,315510
458,3,194,291,4/20/2013,890784
459,3,130,328,7/10/2013,562237
460,1,301,384,8/4/2013,138795
461,3,388,23,3/26/2013,202402
462,2,289,432,12/27/2013,527852
463,2,465,393,3/4/2014,163948
464,2,47,236,2/5/2014,620564
465,3,223,119,6/26/2013,588218
466,1,407,122,12/16/2013,241077
467,3,259,491,9/24/2013,642971
468,1,152,215,9/8/2013,985670
469,3,478,274,12/13/2013,177765
470,3,30,367,8/25/2013,85629
471,1,468,141,9/3/2013,373954
472,2,396,375,5/10/2013,828771
473,1,231,149,11/27/2013,177273
474,1,159,230,12/31/2013,534981
475,2,466,408,2/7/2014,527240
476,1,486,81,11/12/2013,410451
477,1,370,487,5/11/2013,530880
478,3,172,253,10/2/2013,513086
479,2,208,473,7/3/2013,217800
480,2,8,73,5/7/2013,788603
481,1,63,107,11/5/2013,678320
482,3,76,397,12/11/2013,630188
483,1,233,383,5/26/2013,698668
484,1,263,263,4/24/2013,76483
485,1,196,8,11/7/2013,964952
486,1,433,470,8/14/2013,223097
487,2,307,353,3/18/2014,325569
488,3,462,289,9/26/2013,171942
489,3,306,263,9/24/2013,172134
490,2,405,218,9/26/2013,225053
491,3,424,102,9/20/2013,48823
492,3,23,151,11/22/2013,320255
493,2,296,213,3/13/2014,911606
494,3,113,179,9/11/2013,354080
495,2,41,126,11/7/2013,585341
496,2,193,373,1/24/2014,295338
497,2,31,141,11/4/2013,944459
498,3,25,297,11/27/2013,705603
499,1,15,3,8/20/2013,948665
500,2,261,155,9/1/2013,919565
501,3,84,104,8/16/2013,260364
502,1,375,127,4/23/2013,883308
503,2,139,103,12/27/2013,894012
504,3,326,470,2/22/2014,919187
505,3,456,110,6/19/2013,700647
506,2,309,406,3/29/2013,904642
507,3,496,415,11/5/2013,913772
508,1,185,88,10/8/2013,790704
509,1,61,360,5/4/2013,403471
510,1,407,236,1/2/2014,471162
511,3,38,373,4/11/2013,564815
512,1,7,498,8/17/2013,500120
513,1,195,403,1/31/2014,449272
514,2,274,262,10/6/2013,832113
515,3,445,378,4/17/2013,320581
516,1,339,101,7/18/2013,231411
517,1,447,373,10/29/2013,324009
518,1,423,7,1/28/2014,452823
519,3,494,52,7/17/2013,804621
520,3,462,187,12/29/2013,794764
521,1,220,422,10/9/2013,826417
522,1,97,375,1/4/2014,273972
523,3,444,86,8/29/2013,243591
524,3,353,410,11/11/2013,808978
525,2,171,275,6/1/2013,59277
526,2,43,415,6/27/2013,753988
527,3,296,58,1/6/2014,150836
528,1,315,445,2/4/2014,928895
529,3,377,155,2/6/2014,870373
530,3,426,112,6/13/2013,783159
531,1,303,482,2/13/2014,897999
532,1,491,344,1/24/2014,874205
533,1,232,311,1/23/2014,273331
534,3,117,178,7/1/2013,667269
535,2,160,453,4/14/2013,548940
536,2,174,164,11/12/2013,866081
537,2,460,463,6/1/2013,301838
538,3,493,77,5/30/2013,197773
539,1,468,417,1/18/2014,784029
540,2,115,324,3/12/2014,846979
541,1,227,473,12/24/2013,530727
542,1,161,33,7/11/2013,998673
543,3,368,287,9/15/2013,721626
544,3,73,201,8/17/2013,695955
545,1,496,332,6/5/2013,547954
546,3,146,271,6/7/2013,596176
547,2,483,80,3/13/2014,684694
548,2,240,106,10/8/2013,248325
549,2,264,494,5/4/2013,396278
550,1,292,392,9/25/2013,570845
551,1,211,432,8/21/2013,902067
552,1,172,62,10/30/2013,417566
553,2,415,35,10/15/2013,902813
554,1,67,244,1/31/2014,521662
555,2,8,446,2/20/2014,410159
556,3,89,389,1/2/2014,807132
557,1,189,238,8/31/2013,894475
558,2,118,25,7/5/2013,339319
559,1,268,375,5/25/2013,366006
560,1,131,300,3/8/2014,673552
561,3,321,486,6/14/2013,106829
562,3,58,397,1/8/2014,514078
563,3,277,403,2/14/2014,132006
564,2,465,26,7/11/2013,950816
565,1,424,152,1/1/2014,853277
566,3,379,477,5/14/2013,366151
567,1,97,96,10/14/2013,584118
568,3,262,460,7/10/2013,222366
569,3,251,94,1/19/2014,204171
570,2,370,323,5/5/2013,898575
571,1,140,405,5/28/2013,41450
572,2,10,295,3/26/2013,628731
573,1,319,398,3/14/2014,112511
574,3,468,390,9/24/2013,446347
575,1,253,30,12/25/2013,234898
576,2,30,475,11/8/2013,160937
577,2,221,483,4/16/2013,151786
578,1,391,49,3/31/2013,744207
579,1,248,77,1/9/2014,863263
580,1,209,280,2/22/2014,310092
581,1,87,30,7/28/2013,875572
582,2,435,1,9/27/2013,415998
583,3,249,99,5/27/2013,948091
584,2,348,86,8/20/2013,880551
585,3,340,292,9/18/2013,830830
586,2,31,19,7/29/2013,447837
587,2,272,103,12/11/2013,296569
588,3,367,232,7/6/2013,804050
589,2,194,214,2/22/2014,219202
590,3,417,8,11/20/2013,211065
591,2,44,362,5/1/2013,942550
592,2,8,75,3/27/2013,723138
593,1,164,375,2/15/2014,90152
594,1,350,144,11/12/2013,276684
595,3,444,418,3/19/2014,408541
596,1,46,490,9/11/2013,75472
597,3,304,341,11/26/2013,730850
598,2,9,37,8/15/2013,306025
599,2,404,473,3/2/2014,138686
600,2,155,278,3/5/2014,945876
601,2,353,128,6/1/2013,381384
602,2,380,260,9/4/2013,634422
603,2,358,94,1/26/2014,674406
604,3,20,442,9/22/2013,485314
605,2,173,98,5/10/2013,778494
606,3,54,428,8/19/2013,265396
607,2,500,19,12/30/2013,522836
608,3,85,288,1/21/2014,640583
609,3,411,88,8/7/2013,829441
610,1,80,449,4/16/2013,409275
611,2,235,389,11/2/2013,203599
612,2,341,486,9/21/2013,233024
613,2,303,245,3/31/2013,803150
614,2,144,154,12/14/2013,902441
615,2,285,343,10/31/2013,798680
616,2,123,321,4/22/2013,954590
617,2,299,144,4/15/2013,824404
618,3,418,343,9/22/2013,935498
619,3,452,55,5/1/2013,492692
620,1,351,383,1/20/2014,371910
621,3,245,59,11/5/2013,204399
622,2,174,364,6/14/2013,942560
623,3,459,17,4/21/2013,780834
624,1,405,272,12/31/2013,490753
625,1,165,370,10/31/2013,155020
626,3,386,451,12/27/2013,783682
627,1,66,434,3/26/2013,558688
628,3,74,212,4/19/2013,312923
629,1,4,488,5/24/2013,216835
630,2,141,408,9/27/2013,633036
631,2,472,433,5/1/2013,578036
632,2,217,347,10/26/2013,856051
633,3,8,225,6/19/2013,903200
634,3,185,39,4/1/2013,252108
635,2,208,83,7/29/2013,696743
636,2,412,436,7/23/2013,120513
637,3,262,196,5/11/2013,248430
638,3,384,481,3/21/2014,507385
639,3,303,310,6/16/2013,872822
640,2,236,322,6/16/2013,298508
641,1,300,87,4/8/2013,505182
642,2,329,298,11/27/2013,748350
643,1,441,194,9/19/2013,676296
644,1,167,322,8/27/2013,251691
645,2,302,261,6/5/2013,104758
646,1,442,446,8/27/2013,376745
647,3,62,483,9/28/2013,470550
648,1,42,492,2/24/2014,522761
649,3,248,115,5/2/2013,613694
650,2,238,147,9/17/2013,513813
651,3,390,484,6/17/2013,478200
652,1,383,194,3/11/2014,660954
653,2,304,199,8/12/2013,367482
654,2,485,168,11/12/2013,698487
655,3,184,329,11/15/2013,649895
656,3,35,116,9/5/2013,331079
657,1,34,305,1/28/2014,776530
658,3,417,451,11/11/2013,215905
659,3,346,130,1/24/2014,778748
660,2,497,6,3/27/2013,160815
661,3,230,420,8/17/2013,243072
662,1,328,161,2/7/2014,927827
663,3,282,392,2/7/2014,689578
664,2,197,89,7/16/2013,680847
665,2,439,290,2/22/2014,896882
666,1,204,186,7/26/2013,543156
667,3,299,485,12/5/2013,467818
668,3,68,124,2/24/2014,924823
669,1,247,259,9/30/2013,941125
670,2,33,25,12/29/2013,106247
671,2,314,202,8/28/2013,666846
672,1,418,378,8/4/2013,130168
673,1,300,140,5/29/2013,493543
674,1,167,279,5/10/2013,297069
675,2,231,211,5/7/2013,416663
676,3,439,243,5/20/2013,917891
677,1,422,49,4/18/2013,395663
678,2,416,207,11/21/2013,679558
679,1,414,448,3/20/2014,680060
680,2,270,363,11/2/2013,152490
681,3,165,303,12/12/2013,91865
682,1,158,91,11/5/2013,107503
683,3,243,86,2/18/2014,213423
684,3,312,192,2/3/2014,984654
685,1,152,104,10/6/2013,72202
686,2,349,53,7/12/2013,739036
687,1,219,241,6/20/2013,630035
688,3,272,200,9/29/2013,718632
689,3,360,269,3/4/2014,618256
690,3,130,125,2/20/2014,341741
691,2,153,381,7/7/2013,341216
692,3,241,331,10/13/2013,462750
693,3,133,326,3/22/2014,758154
694,3,450,267,2/23/2014,214335
695,3,155,262,2/27/2014,309554
696,2,452,178,2/14/2014,661209
697,2,158,193,12/28/2013,987368
698,2,264,99,2/18/2014,483832
699,2,97,347,10/24/2013,251652
700,1,444,427,5/24/2013,269033
701,2,92,118,8/21/2013,896511
702,3,328,99,10/6/2013,222480
703,2,349,483,5/1/2013,284435
704,1,163,362,8/29/2013,169290
705,1,461,447,11/5/2013,696854
706,3,74,281,12/15/2013,177526
707,2,156,458,1/7/2014,40583
708,3,19,431,9/12/2013,712071
709,3,500,297,9/4/2013,168117
710,2,6,302,1/13/2014,920677
711,1,466,436,12/17/2013,587075
712,1,5,93,11/27/2013,318914
713,2,93,357,6/19/2013,839036
714,2,303,323,11/10/2013,294309
715,3,31,16,7/23/2013,760402
716,3,80,301,1/17/2014,488204
717,1,345,191,9/19/2013,88762
718,3,470,406,7/25/2013,699117
719,1,290,181,12/10/2013,344849
720,1,249,214,5/6/2013,740735
721,3,270,21,10/14/2013,472265
722,1,476,69,2/27/2014,359126
723,3,394,189,5/25/2013,98835
724,3,273,190,8/12/2013,127876
725,1,134,436,5/4/2013,51630
726,3,195,267,10/14/2013,587562
727,2,353,100,4/18/2013,396141
728,3,200,327,4/4/2013,581033
729,3,455,368,12/21/2013,701779
730,1,389,189,8/10/2013,157530
731,1,153,192,6/9/2013,491377
732,3,232,74,8/13/2013,911109
733,2,152,40,4/20/2013,956427
734,2,435,440,11/4/2013,42515
735,1,184,153,3/25/2013,147989
736,1,10,352,5/4/2013,753781
737,2,1,223,2/19/2014,352912
738,3,410,452,6/2/2013,272133
739,1,263,231,2/19/2014,575039
740,2,388,225,11/15/2013,145674
741,1,95,32,3/31/2013,629000
742,1,341,259,8/6/2013,616836
743,2,268,173,1/28/2014,702204
744,3,141,490,4/8/2013,744222
745,3,76,367,5/4/2013,328922
746,2,314,440,6/24/2013,502180
747,1,313,185,9/16/2013,832167
748,3,55,427,11/22/2013,346660
749,3,409,189,9/15/2013,912554
750,3,201,196,1/16/2014,100593
751,3,49,82,7/10/2013,411523
752,2,152,67,9/7/2013,518139
753,3,270,303,9/11/2013,979797
754,3,23,385,1/3/2014,919083
755,1,288,218,12/27/2013,629191
756,2,284,108,1/20/2014,150046
757,2,372,123,3/25/2013,551408
758,1,440,387,6/2/2013,489828
759,3,406,373,6/11/2013,508149
760,2,131,444,2/13/2014,431307
761,2,218,415,7/27/2013,557321
762,3,9,463,10/27/2013,199311
763,3,432,292,12/26/2013,635936
764,3,346,482,2/22/2014,443172
765,1,247,435,4/23/2013,129285
766,1,134,125,8/12/2013,352185
767,2,319,185,1/22/2014,909209
768,3,191,61,7/23/2013,956462
769,1,373,268,4/28/2013,397624
770,2,294,270,6/11/2013,652820
771,3,383,86,10/30/2013,457807
772,3,337,135,12/30/2013,156588
773,2,317,457,8/3/2013,892386
