209,4,4,10,2013-10-28 00:00:00
210,10,4,6,2013-10-29 00:00:00
211,3,2,6,2013-10-30 00:00:00
212,9,5,1,2013-10-31 00:00:00
213,3,7,2,2013-11-01 00:00:00
214,7,8,4,2013-10-02 00:00:00
215,4,9,7,2013-10-03 00:00:00
216,3,3,9,2013-10-04 00:00:00
217,5,1,4,2013-10-05 00:00:00
218,10,10,5,2013-10-06 00:00:00
219,9,8,7,2013-10-07 00:00:00
220,3,9,3,2013-10-08 00:00:00
221,5,2,7,2013-10-09 00:00:00
222,9,7,6,2013-10-10 00:00:00
223,10,5,10,2013-10-11 00:00:00
224,2,5,9,2013-10-12 00:00:00
225,7,10,10,2013-10-13 00:00:00
226,9,6,9,2013-10-14 00:00:00
227,7,6,3,2013-10-15 00:00:00
228,2,4,8,2013-10-16 00:00:00
229,3,2,6,2013-10-17 00:00:00
230,5,7,4,2013-10-18 00:00:00
231,9,2,6,2013-10-19 00:00:00
232,5,1,8,2013-10-20 00:00:00
233,8,6,7,2013-10-21 00:00:00
234,6,8,1,2013-10-22 00:00:00
235,10,1,4,2013-10-23 00:00:00
236,6,8,7,2013-10-24 00:00:00
237,9,7,4,2013-10-25 00:00:00
238,9,7,2,2013-10-26 00:00:00
239,9,5,10,2013-10-27 00:00:00
240,5,6,5,2013-10-28 00:00:00
241,5,5,7,2013-10-29 00:00:00
242,8,1,6,2013-10-30 00:00:00
243,1,6,3,2013-10-31 00:00:00
244,1,4,1,2013-11-01 00:00:00
245,10,9,2,2013-10-02 00:00:00
246,3,5,6,2013-10-03 00:00:00
247,4,1,3,2013-10-04 00:00:00
248,9,3,6,2013-10-05 00:00:00
249,2,2,3,2013-10-06 00:00:00
250,8,7,2,2013-10-07 00:00:00
251,4,5,5,2013-10-08 00:00:00
252,1,3,6,2013-10-09 00:00:00
253,3,6,9,2013-10-10 00:00:00
254,8,1,2,2013-10-11 00:00:00
255,9,10,8,2013-10-12 00:00:00
256,3,8,5,2013-10-13 00:00:00
257,3,10,10,2013-10-14 00:00:00
258,3,3,1,2013-10-15 00:00:00
259,9,7,9,2013-10-16 00:00:00
260,6,8,3,2013-10-17 00:00:00
261,2,1,5,2013-10-18 00:00:00
262,10,1,7,2013-10-19 00:00:00
263,10,1,5,2013-10-20 00:00:00
264,5,3,1,2013-10-21 00:00:00
265,1,10,4,2013-10-22 00:00:00
266,7,6,1,2013-10-23 00:00:00
267,6,9,8,2013-10-24 00:00:00
268,7,2,9,2013-10-25 00:00:00
269,7,7,9,2013-10-26 00:00:00
270,6,4,9,2013-10-27 00:00:00
271,6,6,8,2013-10-28 00:00:00
272,7,10,1,2013-10-29 00:00:00
273,9,5,3,2013-10-30 00:00:00
274,2,3,3,2013-10-31 00:00:00
275,10,9,2,2013-10-02 00:00:00
276,9,7,3,2013-10-03 00:00:00
277,10,2,3,2013-10-04 00:00:00
278,4,3,7,2013-10-05 00:00:00
279,3,2,1,2013-10-06 00:00:00
280,10,5,8,2013-10-07 00:00:00
281,3,4,6,2013-10-08 00:00:00
282,2,1,9,2013-10-09 00:00:00
283,7,5,5,2013-10-10 00:00:00
284,4,1,3,2013-10-11 00:00:00
285,1,6,2,2013-10-12 00:00:00
286,9,8,9,2013-10-13 00:00:00
287,8,4,10,2013-10-14 00:00:00
288,3,7,5,2013-10-15 00:00:00
289,9,6,4,2013-10-16 00:00:00
290,3,10,6,2013-10-17 00:00:00
291,9,9,9,2013-10-18 00:00:00
292,1,1,8,2013-10-19 00:00:00
293,9,2,2,2013-10-20 00:00:00
294,5,5,10,2013-10-21 00:00:00
295,6,9,8,2013-10-22 00:00:00
296,4,5,1,2013-10-23 00:00:00
297,8,1,4,2013-10-24 00:00:00
298,2,4,10,2013-10-25 00:00:00
299,8,4,9,2013-10-26 00:00:00
300,2,2,9,2013-10-27 00:00:00
301,9,4,6,2013-10-28 00:00:00
302,4,10,3,2013-10-29 00:00:00
303,1,2,8,2013-10-30 00:00:00
304,2,9,4,2013-10-31 00:00:00
305,9,7,6,2013-11-01 00:00:00
306,9,1,5,2013-10-02 00:00:00
307,3,9,1,2013-10-03 00:00:00
308,2,2,5,2013-10-04 00:00:00
309,3,10,9,2013-10-05 00:00:00
310,2,9,8,2013-10-06 00:00:00
311,4,7,6,2013-10-07 00:00:00
312,7,9,9,2013-10-08 00:00:00
313,3,7,7,2013-10-09 00:00:00
314,6,3,3,2013-10-10 00:00:00
315,1,3,2,2013-10-11 00:00:00
316,6,6,5,2013-10-12 00:00:00
317,5,8,10,2013-10-13 00:00:00
318,5,8,1,2013-10-14 00:00:00
319,4,6,7,2013-10-15 00:00:00
320,6,9,6,2013-10-16 00:00:00
321,1,7,5,2013-10-17 00:00:00
322,5,9,9,2013-10-18 00:00:00
323,2,2,1,2013-10-19 00:00:00
324,5,2,9,2013-10-20 00:00:00
325,4,3,10,2013-10-21 00:00:00
326,1,10,2,2013-10-22 00:00:00
327,5,6,1,2013-10-23 00:00:00
328,3,1,1,2013-10-24 00:00:00
329,6,10,6,2013-10-25 00:00:00
330,5,4,2,2013-10-26 00:00:00
331,5,9,5,2013-10-27 00:00:00
332,3,7,5,2013-10-28 00:00:00
333,8,7,9,2013-10-29 00:00:00
334,9,7,7,2013-10-30 00:00:00
335,5,6,4,2013-10-31 00:00:00
336,1,5,3,2013-10-02 00:00:00
337,9,8,3,2013-10-03 00:00:00
338,10,10,5,2013-10-04 00:00:00
339,7,4,5,2013-10-05 00:00:00
340,5,10,9,2013-10-06 00:00:00
341,2,2,4,2013-10-07 00:00:00
342,1,7,2,2013-10-08 00:00:00
343,5,1,8,2013-10-09 00:00:00
344,1,9,1,2013-10-10 00:00:00
345,7,5,5,2013-10-11 00:00:00
346,4,10,1,2013-10-12 00:00:00
347,9,7,6,2013-10-13 00:00:00
348,8,9,2,2013-10-14 00:00:00
349,2,5,9,2013-10-15 00:00:00
350,4,6,5,2013-10-16 00:00:00
351,10,6,5,2013-10-17 00:00:00
352,4,6,4,2013-10-18 00:00:00
353,6,5,6,2013-10-19 00:00:00
354,4,3,1,2013-10-20 00:00:00
355,2,4,7,2013-10-21 00:00:00
356,6,5,2,2013-10-22 00:00:00
357,2,8,9,2013-10-23 00:00:00
358,2,4,6,2013-10-24 00:00:00
359,8,4,4,2013-10-25 00:00:00
360,5,8,4,2013-10-26 00:00:00
361,3,2,5,2013-10-27 00:00:00
362,10,4,6,2013-10-28 00:00:00
363,6,8,4,2013-10-29 00:00:00
364,9,9,6,2013-10-30 00:00:00
365,3,4,7,2013-10-31 00:00:00
