ItemID,UserID,Qty,CreatedAt,UpdatedAt
47,2693,26,1/6/2014,12/22/2013
48,768,44,10/4/2013,3/8/2014
49,2273,46,3/30/2013,9/7/2013
50,4655,7,6/11/2013,11/14/2013
51,9258,3,6/5/2013,11/16/2013
52,8302,15,10/3/2013,7/7/2013
53,4644,33,12/13/2013,2/10/2014
54,7392,4,10/10/2013,1/25/2014
55,5732,34,2/5/2014,11/26/2013
56,5612,35,9/8/2013,8/27/2013
57,3465,3,1/6/2014,4/25/2013
58,7236,34,2/5/2014,11/18/2013
59,6670,25,2/27/2014,6/1/2013
60,527,2,8/6/2013,2/11/2014
61,2158,41,6/6/2013,9/8/2013
62,1793,4,9/5/2013,8/28/2013
63,6787,15,9/16/2013,4/17/2013
64,389,30,11/15/2013,4/13/2013
65,2280,7,4/15/2013,11/25/2013
66,482,47,10/6/2013,3/4/2014
67,756,44,5/27/2013,11/11/2013
68,8318,24,9/9/2013,10/8/2013
69,5473,7,2/18/2014,8/28/2013
70,8994,26,10/29/2013,2/11/2014
71,1436,8,1/23/2014,8/9/2013
72,3501,46,12/25/2013,11/23/2013
73,2367,49,4/15/2013,4/25/2013
74,6049,25,11/27/2013,2/9/2014
75,3868,21,1/30/2014,1/18/2014
76,7656,23,5/17/2013,10/7/2013
77,2273,25,4/14/2013,11/23/2013
78,8348,38,12/27/2013,10/25/2013
79,8071,18,6/3/2013,10/30/2013
80,8316,21,1/24/2014,5/5/2013
81,217,13,12/1/2013,4/15/2013
82,5310,46,9/17/2013,4/16/2013
83,2109,17,11/1/2013,9/24/2013
84,4770,40,3/24/2013,3/1/2014
85,979,16,2/3/2014,5/22/2013
86,5902,24,7/17/2013,11/20/2013
87,238,6,2/13/2014,1/13/2014
88,8008,49,3/13/2014,10/22/2013
89,6203,12,7/14/2013,5/11/2013
90,3768,47,12/12/2013,4/18/2013
91,5437,7,12/5/2013,6/20/2013
92,7867,3,12/17/2013,3/3/2014
93,2284,23,3/9/2014,2/4/2014
94,6102,13,4/18/2013,6/12/2013
95,67,21,4/8/2013,3/7/2014
96,5192,31,5/11/2013,1/28/2014
97,1252,34,2/8/2014,8/28/2013
98,2161,43,10/10/2013,10/4/2013
99,6307,6,6/29/2013,6/16/2013
100,4788,35,10/30/2013,8/27/2013
101,3593,21,7/31/2013,9/25/2013
102,6441,28,3/6/2014,9/18/2013
103,7897,47,2/20/2014,3/8/2014
104,8894,15,6/28/2013,5/15/2013
105,3804,31,11/1/2013,5/15/2013
106,3734,19,11/30/2013,1/2/2014
107,970,34,2/20/2014,10/5/2013
108,1552,22,12/5/2013,2/15/2014
109,1828,28,2/12/2014,10/1/2013
110,3482,25,8/8/2013,8/17/2013
111,1044,17,9/21/2013,11/15/2013
112,7602,30,8/20/2013,8/1/2013
113,6321,26,5/20/2013,11/19/2013
114,5765,1,6/8/2013,9/17/2013
115,3471,4,1/6/2014,8/1/2013
116,5086,49,9/24/2013,7/23/2013
117,849,35,6/14/2013,3/5/2014
118,8645,16,10/30/2013,5/15/2013
119,2105,35,2/12/2014,11/6/2013
120,909,36,7/3/2013,1/8/2014
121,7926,43,10/28/2013,12/7/2013
122,4476,24,1/8/2014,5/27/2013
123,86,26,10/3/2013,11/27/2013
124,2066,32,1/16/2014,1/17/2014
125,4130,21,12/10/2013,12/14/2013
126,2250,33,7/19/2013,6/1/2013
127,7442,4,6/7/2013,12/14/2013
128,207,17,7/4/2013,6/20/2013
129,1739,22,7/27/2013,7/21/2013
130,5383,25,7/22/2013,5/25/2013
131,4998,46,10/14/2013,12/23/2013
132,9308,34,2/2/2014,8/27/2013
133,4235,41,5/6/2013,6/29/2013
134,6904,8,8/13/2013,6/14/2013
135,354,18,2/4/2014,12/11/2013
136,817,45,8/12/2013,6/4/2013
137,8505,23,10/30/2013,10/24/2013
138,4477,4,10/12/2013,5/13/2013
139,9586,41,6/23/2013,6/28/2013
140,3938,47,6/29/2013,1/14/2014
141,8977,7,1/22/2014,8/11/2013
142,7167,1,12/1/2013,3/22/2014
143,6447,10,3/10/2014,6/9/2013
144,3716,26,4/6/2013,3/6/2014
145,4824,13,11/24/2013,3/27/2013
146,1431,41,3/16/2014,10/15/2013
147,5534,20,2/21/2014,10/16/2013
148,948,27,11/6/2013,10/22/2013
149,1907,43,11/9/2013,7/3/2013
150,8193,37,8/25/2013,1/10/2014
151,3392,1,7/16/2013,8/20/2013
152,7130,37,6/5/2013,4/2/2013
153,7077,41,7/22/2013,4/18/2013
154,1150,9,12/15/2013,6/23/2013
155,5261,48,8/4/2013,12/15/2013
156,4207,25,4/3/2013,10/17/2013
157,990,2,7/17/2013,11/25/2013
158,6420,20,7/20/2013,12/30/2013
159,180,5,11/7/2013,1/13/2014
160,1666,32,12/30/2013,1/14/2014
161,2374,45,2/15/2014,2/11/2014
162,1574,31,2/6/2014,5/17/2013
163,8355,8,3/26/2013,8/17/2013
164,5949,13,4/28/2013,4/4/2013
165,19,5,6/6/2013,3/6/2014
166,6387,12,7/2/2013,12/27/2013
167,3623,43,5/5/2013,10/23/2013
168,5847,25,12/8/2013,1/2/2014
169,3464,30,4/15/2013,4/21/2013
170,7624,28,2/8/2014,12/27/2013
171,3294,17,7/14/2013,9/2/2013
172,3593,39,4/24/2013,1/25/2014
173,1440,11,12/24/2013,4/8/2013
174,6583,37,5/27/2013,10/17/2013
175,4698,15,12/24/2013,4/4/2013
176,913,36,6/6/2013,5/12/2013
177,230,19,3/25/2013,6/13/2013
178,1525,21,7/30/2013,5/6/2013
179,4638,11,9/19/2013,10/6/2013
180,2634,9,4/25/2013,8/5/2013
181,7303,20,3/12/2014,12/4/2013
182,3698,49,2/24/2014,11/11/2013
183,5662,50,7/3/2013,1/29/2014
184,7394,15,12/7/2013,6/30/2013
185,3255,14,5/26/2013,12/16/2013
186,1156,12,8/6/2013,1/19/2014
187,7813,15,10/8/2013,1/2/2014
188,9346,50,6/24/2013,11/24/2013
189,9481,32,9/10/2013,7/10/2013
190,9219,16,12/18/2013,2/17/2014
191,5695,44,4/24/2013,10/4/2013
192,4661,4,4/13/2013,5/13/2013
193,3542,7,7/23/2013,11/7/2013
194,7299,37,5/31/2013,4/10/2013
195,8025,44,3/31/2013,10/31/2013
196,8065,20,12/4/2013,3/12/2014
197,2440,11,4/12/2013,1/11/2014
198,7996,44,7/7/2013,8/2/2013
199,7258,1,3/5/2014,6/17/2013
200,9138,32,6/23/2013,10/24/2013
201,5887,15,11/13/2013,3/27/2013
202,9853,31,7/2/2013,5/14/2013
203,6460,26,2/26/2014,10/18/2013
204,1875,12,1/23/2014,1/13/2014
205,6278,4,7/6/2013,3/3/2014
206,7179,28,3/17/2014,2/14/2014
207,6245,27,7/20/2013,3/15/2014
208,5305,43,5/22/2013,1/15/2014
209,9655,48,9/10/2013,9/10/2013
210,5217,32,12/12/2013,5/29/2013
211,9569,23,5/2/2013,9/12/2013
212,2818,5,10/1/2013,10/8/2013
213,7286,34,3/24/2013,3/20/2014
214,5910,24,6/9/2013,6/16/2013
215,8588,23,6/3/2013,5/14/2013
216,1764,20,11/20/2013,8/17/2013
217,1769,48,8/27/2013,11/10/2013
218,981,14,3/3/2014,5/22/2013
219,8491,4,6/8/2013,11/14/2013
220,8483,36,7/7/2013,9/14/2013
221,6245,45,11/22/2013,11/9/2013
222,3694,39,12/30/2013,10/14/2013
223,3217,23,3/9/2014,6/9/2013
224,7641,45,9/12/2013,12/9/2013
225,1477,48,5/3/2013,4/19/2013
226,8438,30,4/1/2013,1/6/2014
227,3164,11,5/14/2013,12/24/2013
228,4597,34,9/26/2013,8/31/2013
229,7397,22,12/10/2013,8/29/2013
230,3842,25,8/19/2013,3/15/2014
231,5790,27,8/16/2013,6/23/2013
232,8099,38,5/24/2013,10/8/2013
233,1688,37,2/21/2014,5/21/2013
234,8868,16,6/26/2013,8/3/2013
235,75,31,5/21/2013,9/16/2013
236,4368,2,6/12/2013,4/3/2013
237,6848,18,2/23/2014,1/20/2014
238,6518,24,12/11/2013,8/2/2013
239,2196,19,9/8/2013,7/16/2013
240,4134,27,7/25/2013,5/15/2013
241,5970,17,3/14/2014,2/12/2014
242,8706,21,4/23/2013,7/6/2013
243,308,11,5/25/2013,9/11/2013
244,7720,50,3/25/2013,7/1/2013
245,8902,31,5/2/2013,4/21/2013
246,5122,20,9/5/2013,4/21/2013
247,2843,5,11/26/2013,4/16/2013
248,812,20,1/31/2014,8/29/2013
249,2124,29,3/1/2014,1/6/2014
250,2688,4,10/28/2013,8/19/2013
251,602,18,10/4/2013,4/18/2013
252,8738,1,1/7/2014,7/16/2013
253,390,36,1/2/2014,9/3/2013
254,6913,44,9/26/2013,1/16/2014
255,3731,47,12/12/2013,5/31/2013
256,9884,44,3/18/2014,7/3/2013
257,7213,39,6/7/2013,8/14/2013
258,5897,40,5/24/2013,1/28/2014
259,8786,28,2/11/2014,10/21/2013
260,1438,9,3/11/2014,8/30/2013
261,7932,20,12/24/2013,8/30/2013
262,3472,18,7/18/2013,9/17/2013
263,8281,8,9/30/2013,3/20/2014
264,8347,3,6/19/2013,10/15/2013
265,3675,45,10/13/2013,9/24/2013
266,3469,28,7/28/2013,6/30/2013
267,9880,1,12/17/2013,10/25/2013
268,8190,24,9/18/2013,4/18/2013
269,6437,39,5/12/2013,7/4/2013
270,4646,2,2/24/2014,5/30/2013
271,5025,40,8/7/2013,6/5/2013
272,7485,4,6/23/2013,1/4/2014
273,1513,31,5/10/2013,2/14/2014
274,1150,5,4/1/2013,6/11/2013
275,6661,50,4/14/2013,3/30/2013
276,2910,23,8/27/2013,12/29/2013
277,8249,2,7/8/2013,9/29/2013
278,2850,29,10/11/2013,7/26/2013
279,4140,41,11/25/2013,9/23/2013
280,8075,42,11/19/2013,4/22/2013
281,9523,16,4/27/2013,12/11/2013
282,436,9,12/12/2013,9/19/2013
283,4916,22,7/23/2013,9/11/2013
284,9445,48,9/16/2013,10/20/2013
285,1407,35,1/14/2014,2/4/2014
286,2366,18,8/18/2013,3/25/2013
287,6376,2,6/10/2013,12/3/2013
288,1575,26,9/18/2013,5/27/2013
289,571,7,5/12/2013,7/9/2013
290,2875,34,5/21/2013,2/3/2014
291,2653,10,8/15/2013,10/12/2013
292,5635,30,11/28/2013,7/29/2013
293,3249,29,6/23/2013,3/11/2014
294,5805,10,9/5/2013,11/25/2013
295,7151,3,3/25/2013,12/20/2013
296,673,31,12/8/2013,12/31/2013
297,2168,48,4/20/2013,1/17/2014
298,3694,31,3/6/2014,6/16/2013
299,771,38,6/4/2013,9/17/2013
300,4379,17,2/25/2014,7/31/2013
301,6853,8,7/12/2013,9/27/2013
302,8194,20,2/8/2014,8/19/2013
303,5382,10,7/22/2013,5/25/2013
304,5333,30,7/15/2013,10/17/2013
305,9016,34,8/25/2013,8/24/2013
306,4896,5,1/9/2014,5/13/2013
307,5351,7,11/29/2013,6/10/2013
308,9767,3,6/10/2013,2/3/2014
309,8447,20,5/2/2013,4/23/2013
310,8894,5,10/5/2013,2/5/2014
311,993,35,9/19/2013,11/5/2013
312,5284,15,9/10/2013,3/12/2014
313,7512,37,1/26/2014,5/20/2013
314,9502,17,10/11/2013,10/8/2013
315,582,20,1/1/2014,12/1/2013
316,2543,11,6/1/2013,9/1/2013
317,1673,43,9/14/2013,7/27/2013
318,1618,22,3/18/2014,7/24/2013
319,4718,16,10/16/2013,4/4/2013
320,1572,2,9/21/2013,1/11/2014
321,8487,36,1/25/2014,4/15/2013
322,1136,31,8/2/2013,12/9/2013
323,139,24,10/19/2013,11/6/2013
324,4331,4,9/16/2013,7/13/2013
325,915,3,9/21/2013,11/25/2013
326,3124,5,5/28/2013,3/28/2013
327,6459,35,7/19/2013,7/22/2013
328,2591,37,2/15/2014,3/31/2013
329,1638,7,8/8/2013,11/16/2013
330,8576,47,9/3/2013,1/14/2014
331,5250,25,11/22/2013,9/25/2013
332,5565,47,10/16/2013,2/15/2014
333,790,17,6/9/2013,4/13/2013
334,6984,33,7/21/2013,8/29/2013
335,1223,34,5/17/2013,3/18/2014
336,2110,8,11/21/2013,10/9/2013
337,1673,48,6/11/2013,5/21/2013
338,9208,25,8/14/2013,3/8/2014
339,2145,42,4/12/2013,4/15/2013
340,1225,35,11/18/2013,12/31/2013
341,4551,38,11/14/2013,2/19/2014
342,7783,39,1/4/2014,10/4/2013
343,2250,29,8/4/2013,12/24/2013
344,9608,44,1/2/2014,11/25/2013
345,3066,22,5/30/2013,6/9/2013
346,4616,17,11/5/2013,12/16/2013
347,60,50,3/27/2013,10/13/2013
348,6936,16,11/26/2013,7/15/2013
349,5387,6,8/28/2013,3/31/2013
350,5428,33,2/13/2014,1/2/2014
351,1723,7,2/15/2014,6/27/2013
352,5340,21,11/29/2013,3/8/2014
353,7922,32,1/3/2014,4/11/2013
354,4526,46,8/1/2013,6/5/2013
355,8770,50,3/2/2014,1/29/2014
356,4851,45,11/4/2013,11/7/2013
357,1599,16,12/4/2013,7/10/2013
358,8812,1,12/26/2013,6/2/2013
359,7274,11,2/27/2014,7/22/2013
360,4963,24,3/3/2014,3/28/2013
361,7470,7,12/10/2013,6/4/2013
362,3695,22,11/15/2013,4/7/2013
363,9288,18,2/12/2014,5/29/2013
364,68,23,11/19/2013,7/7/2013
365,5959,49,6/7/2013,4/10/2013
366,1069,3,10/11/2013,3/18/2014
367,4345,11,1/3/2014,5/8/2013
368,1725,41,9/25/2013,12/13/2013
369,6278,42,4/18/2013,6/14/2013
370,1384,50,1/16/2014,2/28/2014
371,5824,13,7/20/2013,7/12/2013
372,1646,29,9/5/2013,6/10/2013
373,585,9,9/12/2013,11/25/2013
374,1860,38,7/19/2013,6/18/2013
375,8604,39,2/19/2014,1/27/2014
376,2271,27,3/28/2013,1/20/2014
377,8847,11,1/3/2014,2/2/2014
378,7408,34,11/29/2013,11/9/2013
379,5420,50,10/31/2013,5/20/2013
380,9470,11,3/5/2014,6/15/2013
381,4511,18,2/18/2014,6/17/2013
382,5785,2,10/23/2013,1/7/2014
383,426,29,3/4/2014,7/9/2013
384,799,17,10/7/2013,9/9/2013
385,357,46,12/25/2013,11/8/2013
386,4645,23,9/2/2013,4/3/2013
387,693,32,11/29/2013,12/21/2013
388,8743,43,2/6/2014,8/23/2013
389,9920,42,3/26/2013,12/29/2013
390,1623,38,11/30/2013,3/3/2014
391,8697,36,5/18/2013,4/28/2013
392,6118,20,11/16/2013,3/31/2013
393,8176,44,1/5/2014,2/16/2014
394,9142,25,9/12/2013,5/6/2013
395,1914,37,10/16/2013,10/6/2013
396,5680,29,2/4/2014,9/18/2013
397,2107,16,3/11/2014,11/15/2013
398,1974,43,2/28/2014,10/28/2013
399,6091,28,7/2/2013,12/12/2013
400,4843,42,9/19/2013,12/7/2013
401,1274,48,4/19/2013,12/16/2013
402,7676,22,3/3/2014,10/25/2013
403,6338,21,1/21/2014,5/5/2013
404,4768,46,1/12/2014,11/13/2013
405,8874,49,2/19/2014,4/5/2013
406,3411,26,1/29/2014,3/7/2014
407,5569,20,4/1/2013,2/3/2014
408,5456,36,4/14/2013,4/23/2013
409,4312,19,2/24/2014,11/4/2013
410,4253,9,1/26/2014,8/27/2013
411,3559,7,4/14/2013,12/7/2013
412,5373,17,12/15/2013,10/18/2013
413,1678,50,12/1/2013,4/18/2013
414,1783,50,5/15/2013,6/13/2013
415,1563,15,4/3/2013,7/1/2013
416,6018,46,10/11/2013,8/9/2013
417,4260,6,7/15/2013,5/18/2013
418,2416,12,11/8/2013,3/3/2014
419,3506,36,10/13/2013,12/14/2013
420,2343,7,1/11/2014,2/3/2014
421,9935,33,8/10/2013,11/19/2013
422,9888,38,8/17/2013,8/5/2013
423,3832,46,4/21/2013,9/20/2013
424,3487,1,1/10/2014,6/10/2013
425,8397,26,6/23/2013,1/21/2014
426,6362,11,12/17/2013,10/23/2013
427,5870,14,11/18/2013,11/21/2013
428,6709,30,2/24/2014,7/23/2013
429,5215,12,6/1/2013,11/29/2013
430,9956,33,10/13/2013,9/24/2013
431,1800,3,6/30/2013,9/19/2013
432,945,15,1/18/2014,4/12/2013
433,4408,19,5/1/2013,3/10/2014
434,7578,22,12/30/2013,5/6/2013
435,4157,40,10/17/2013,5/29/2013
436,5592,27,12/11/2013,11/25/2013
437,1958,13,3/30/2013,1/15/2014
438,4956,22,5/14/2013,5/6/2013
439,5543,13,11/2/2013,11/20/2013
440,5038,16,5/14/2013,6/25/2013
441,6557,46,7/6/2013,4/19/2013
442,1953,27,1/24/2014,4/4/2013
443,1348,12,11/4/2013,9/8/2013
444,8598,26,9/2/2013,12/26/2013
445,7541,41,3/29/2013,5/1/2013
446,7753,1,4/27/2013,8/19/2013
447,9022,29,4/15/2013,11/28/2013
448,3430,44,9/20/2013,7/22/2013
449,952,29,11/18/2013,4/28/2013
450,8600,15,3/23/2013,8/31/2013
451,3350,18,2/18/2014,2/18/2014
452,5758,6,11/3/2013,6/15/2013
453,819,32,12/28/2013,6/13/2013
454,1257,50,2/9/2014,11/6/2013
455,9679,21,2/8/2014,8/13/2013
456,5648,23,2/23/2014,7/15/2013
457,7733,37,10/24/2013,5/8/2013
458,8534,35,10/10/2013,1/6/2014
459,5156,37,7/20/2013,11/29/2013
460,7989,27,1/13/2014,3/11/2014
461,1104,31,12/11/2013,2/27/2014
462,1074,6,1/7/2014,11/7/2013
463,1820,16,11/24/2013,12/8/2013
464,1497,44,3/21/2014,5/29/2013
465,7119,36,2/26/2014,1/22/2014
466,5543,17,10/31/2013,4/21/2013
467,502,13,8/5/2013,12/12/2013
468,2916,1,12/16/2013,1/22/2014
469,5328,36,9/4/2013,4/2/2013
470,992,10,4/4/2013,7/7/2013
471,4821,22,5/14/2013,9/21/2013
472,2109,42,9/9/2013,1/26/2014
473,4974,38,4/21/2013,6/4/2013
474,6486,25,7/2/2013,6/23/2013
475,2036,21,10/13/2013,3/6/2014
476,4952,13,3/29/2013,4/4/2013
477,287,24,1/9/2014,10/5/2013
478,8107,24,9/3/2013,5/9/2013
479,162,29,3/22/2014,3/26/2013
480,1958,47,10/18/2013,12/23/2013
481,2676,13,7/27/2013,4/6/2013
482,3371,38,6/25/2013,5/22/2013
483,7431,49,7/11/2013,3/1/2014
484,1288,48,1/20/2014,8/27/2013
485,5770,37,9/26/2013,11/19/2013
486,3046,33,2/12/2014,9/8/2013
487,4036,11,12/19/2013,7/17/2013
488,1016,12,6/12/2013,11/1/2013
489,3123,8,10/11/2013,5/3/2013
490,9111,21,1/5/2014,5/3/2013
491,1868,13,4/9/2013,6/2/2013
492,7761,26,12/30/2013,7/10/2013
493,8808,41,1/15/2014,9/3/2013
494,5580,24,4/30/2013,4/20/2013
495,2193,39,9/20/2013,9/8/2013
496,5531,3,7/25/2013,8/11/2013
497,6186,17,3/14/2014,6/30/2013
498,1411,26,5/18/2013,4/2/2013
499,9557,18,10/31/2013,3/16/2014
500,4294,24,1/3/2014,3/22/2014
501,8728,25,4/22/2013,2/16/2014
502,5632,41,5/27/2013,4/26/2013
503,3408,26,11/2/2013,4/7/2013
504,9877,44,7/9/2013,10/7/2013
505,6063,16,11/29/2013,10/14/2013
506,1392,37,12/16/2013,1/2/2014
507,5613,30,11/14/2013,6/26/2013
508,1357,40,6/28/2013,8/15/2013
509,3948,13,12/18/2013,4/11/2013
510,1486,49,8/7/2013,8/22/2013
511,4853,43,6/28/2013,1/1/2014
512,3909,3,12/23/2013,9/22/2013
513,5381,23,8/28/2013,10/14/2013
514,5465,38,11/10/2013,5/11/2013
515,3847,24,7/22/2013,4/23/2013
516,2787,17,10/17/2013,6/22/2013
517,6138,25,11/29/2013,4/12/2013
518,9831,34,11/20/2013,11/18/2013
519,3594,50,10/31/2013,10/19/2013
520,1782,18,1/16/2014,5/21/2013
521,5156,5,3/7/2014,7/13/2013
522,8088,35,10/9/2013,12/22/2013
523,8748,30,10/5/2013,4/26/2013
524,1043,17,9/11/2013,5/15/2013
525,5056,22,4/3/2013,9/6/2013
526,6690,1,7/17/2013,10/12/2013
527,7120,1,2/12/2014,12/19/2013
528,6842,36,2/14/2014,3/6/2014
529,5461,39,5/7/2013,11/19/2013
530,2304,20,2/28/2014,5/4/2013
531,82,46,7/22/2013,3/23/2013
532,4555,26,8/20/2013,6/18/2013
533,3437,34,6/24/2013,1/7/2014
534,5610,18,1/22/2014,5/27/2013
535,9403,46,8/13/2013,3/1/2014
536,2325,18,3/16/2014,8/27/2013
537,5267,31,2/7/2014,10/6/2013
538,1089,50,8/19/2013,5/14/2013
539,7670,25,12/12/2013,11/24/2013
540,1235,35,5/9/2013,3/22/2013
541,8768,41,11/14/2013,2/25/2014
542,5978,17,4/10/2013,9/6/2013
543,5894,6,1/4/2014,11/15/2013
544,8668,9,4/11/2013,8/21/2013
545,5717,23,12/6/2013,3/12/2014
546,1063,18,4/10/2013,4/9/2013
547,247,41,9/6/2013,7/19/2013
548,9289,1,6/21/2013,4/30/2013
549,1946,1,11/20/2013,4/4/2013
550,5459,3,3/16/2014,12/18/2013
551,6548,50,12/1/2013,12/2/2013
552,7906,18,3/3/2014,5/14/2013
553,317,19,8/10/2013,3/15/2014
554,5516,3,8/22/2013,6/6/2013
555,8614,7,8/1/2013,8/10/2013
556,6927,15,11/19/2013,2/22/2014
557,7613,32,8/28/2013,9/10/2013
558,8176,2,11/29/2013,9/27/2013
559,6980,11,8/10/2013,5/14/2013
560,1465,33,12/9/2013,12/16/2013
561,4336,19,5/4/2013,7/26/2013
562,8983,4,4/18/2013,11/10/2013
563,6971,1,9/13/2013,3/7/2014
564,3322,46,7/1/2013,8/16/2013
565,8830,30,5/3/2013,4/17/2013
566,5095,33,1/1/2014,8/1/2013
567,6283,25,11/7/2013,7/23/2013
568,8870,6,2/22/2014,2/16/2014
569,5501,1,10/12/2013,3/21/2014
570,4583,33,12/3/2013,7/21/2013
571,4825,35,5/5/2013,11/17/2013
572,9430,8,10/23/2013,9/10/2013
573,1994,14,6/12/2013,11/23/2013
574,6934,24,3/6/2014,7/5/2013
575,9811,19,12/26/2013,2/20/2014
576,164,39,7/29/2013,10/24/2013
577,5109,34,7/26/2013,1/26/2014
578,297,16,7/23/2013,7/2/2013
579,1651,15,2/21/2014,1/6/2014
580,6067,43,4/26/2013,5/27/2013
581,2000,48,10/16/2013,12/14/2013
582,8740,2,5/16/2013,9/23/2013
583,3359,19,4/17/2013,6/16/2013
584,5270,30,2/5/2014,2/6/2014
585,6672,33,12/31/2013,10/20/2013
586,3378,47,1/28/2014,10/2/2013
587,7221,18,7/18/2013,1/16/2014
588,1553,21,10/6/2013,5/2/2013
589,5285,16,7/25/2013,4/26/2013
590,3503,9,11/15/2013,11/18/2013
591,5350,4,11/14/2013,3/28/2013
592,8718,6,3/4/2014,5/22/2013
593,9545,41,5/14/2013,6/30/2013
594,535,41,11/17/2013,6/15/2013
595,1011,13,9/7/2013,9/10/2013
596,1531,30,1/16/2014,4/21/2013
597,7437,30,12/2/2013,12/8/2013
598,5498,18,5/23/2013,4/1/2013
599,3939,23,7/1/2013,9/3/2013
600,6253,19,11/18/2013,12/6/2013
601,2860,19,11/4/2013,4/24/2013
602,1549,47,3/28/2013,4/8/2013
603,9908,3,5/18/2013,6/3/2013
604,8079,34,7/29/2013,2/15/2014
605,6021,27,5/5/2013,4/28/2013
606,4430,35,4/13/2013,1/16/2014
607,3049,36,10/26/2013,5/15/2013
608,1329,16,1/15/2014,2/24/2014
609,4628,8,3/28/2013,8/20/2013
610,7746,2,4/20/2013,4/5/2013
611,9640,19,3/4/2014,12/24/2013
612,6174,36,3/4/2014,1/16/2014
613,7342,30,6/2/2013,1/13/2014
614,8451,44,11/18/2013,10/30/2013
615,5080,36,1/3/2014,10/5/2013
616,4001,25,2/28/2014,12/23/2013
617,9862,27,10/31/2013,10/31/2013
618,8499,30,12/28/2013,10/27/2013
619,189,19,9/20/2013,8/10/2013
620,5009,5,9/10/2013,2/28/2014
621,3470,24,2/16/2014,9/27/2013
622,9651,6,3/21/2014,8/24/2013
623,9193,6,12/22/2013,10/16/2013
624,1541,12,5/12/2013,9/29/2013
625,6707,17,2/28/2014,2/17/2014
626,9638,9,7/10/2013,7/5/2013
627,3166,8,7/23/2013,12/8/2013
628,6965,5,8/30/2013,8/1/2013
629,505,15,3/12/2014,5/31/2013
630,2607,26,4/2/2013,11/28/2013
631,4713,43,10/25/2013,10/17/2013
632,4800,16,2/7/2014,4/25/2013
633,364,44,9/14/2013,1/31/2014
634,4225,16,6/2/2013,3/15/2014
635,2797,11,7/10/2013,1/11/2014
636,7136,28,1/24/2014,12/20/2013
637,1288,23,7/28/2013,3/22/2014
638,6966,36,10/26/2013,6/20/2013
639,3335,25,10/1/2013,6/13/2013
640,3030,20,8/20/2013,1/15/2014
641,4612,30,12/13/2013,12/26/2013
642,4819,38,3/24/2013,4/16/2013
643,2407,25,12/22/2013,6/16/2013
644,4725,25,12/4/2013,12/6/2013
645,8227,1,1/31/2014,11/28/2013
646,2496,16,10/18/2013,5/2/2013
647,2962,11,7/7/2013,9/24/2013
648,3216,11,5/1/2013,9/4/2013
649,8073,46,4/13/2013,2/26/2014
650,8590,4,5/15/2013,10/21/2013
651,5463,21,5/9/2013,3/26/2013
652,5568,34,5/10/2013,5/12/2013
653,3876,13,11/1/2013,5/18/2013
654,1788,47,8/30/2013,4/28/2013
655,530,10,12/28/2013,2/28/2014
656,3615,10,1/7/2014,6/9/2013
657,5364,25,3/19/2014,1/13/2014
658,5794,8,1/15/2014,9/13/2013
659,1854,27,4/20/2013,2/20/2014
660,5690,17,9/27/2013,4/3/2013
661,8848,20,4/18/2013,8/28/2013
662,616,41,11/7/2013,12/16/2013
663,5286,35,7/14/2013,10/30/2013
664,2917,34,7/12/2013,4/15/2013
665,3886,12,10/12/2013,7/21/2013
666,8253,28,8/4/2013,1/2/2014
667,6117,40,2/15/2014,8/30/2013
