JobCodeId,Title,JobType,Duration,CheckInDuration,MinimumMatchScore,MaxHPW,OverTimeRate,IndustryId,ReqMajorId,ReqDegreeId,IndustryExperience,JobExperienc
61,Nurse's Aide ,F,768,1,110,48,0,6,8,0,5,6
62,Nurse's Aide ,F,426,1,115,48,0,6,8,0,6,9
63,Nurse's Aide ,F,674,1,85,48,3,6,8,0,0,4
64,Nurse's Aide ,F,65,1,105,48,9,6,8,0,4,5
65,Nurse's Aide ,F,787,1,85,48,6,6,8,0,0,7
66,Nurse's Aide ,F,846,1,90,48,5,6,1,0,1,4
67,Nurse's Aide ,P,526,1,50,23,5,6,1,0,2,3
68,Nurse's Aide ,P,330,1,40,23,1,6,1,0,0,1
69,Nurse's Aide ,P,277,1,40,23,1,6,1,0,0,0
70,Nurse's Aide ,P,359,1,100,23,7,6,1,0,3,6
71,Nurse's Aide ,P,727,1,85,23,7,6,1,0,0,4
72,Nurse's Aide ,P,255,1,85,23,7,6,1,0,0,7
73,Dental Laboratory Technician ,F,270,1,55,38,2,3,8,2,0,0
74,Dental Laboratory Technician ,F,382,1,70,38,2,3,8,2,3,4
75,Dental Laboratory Technician ,F,167,1,65,38,4,3,8,2,2,7
76,Dental Laboratory Technician ,F,620,1,60,38,4,3,8,2,1,2
77,Dental Laboratory Technician ,F,660,1,75,38,6,3,8,2,4,5
78,Dental Laboratory Technician ,F,80,1,75,38,6,3,8,2,4,5
79,Dental Laboratory Technician ,P,68,1,85,16,1,3,8,0,0,2
80,Dental Laboratory Technician ,P,388,1,85,16,0,3,1,0,0,1
81,Dental Laboratory Technician ,P,120,1,90,16,0,3,1,0,1,6
82,Dental Laboratory Technician ,P,518,1,85,16,0,3,1,0,0,3
83,Dental Laboratory Technician ,P,615,1,85,16,6,3,1,0,0,1
84,Dental Laboratory Technician ,P,789,1,85,16,6,3,1,0,0,0
85,Fitness Trainer/Instructor ,F,285,1,85,47,0,6,1,0,0,4
86,Fitness Trainer/Instructor ,F,792,1,100,47,0,6,1,0,3,8
87,Fitness Trainer/Instructor ,F,513,1,85,47,5,6,1,0,0,1
88,Fitness Trainer/Instructor ,F,461,1,110,47,5,6,1,0,5,7
89,Fitness Trainer/Instructor ,F,481,1,90,47,8,6,1,0,1,2
90,Fitness Trainer/Instructor ,F,810,1,100,47,8,6,1,0,3,6
91,Fitness Trainer/Instructor ,P,443,1,75,23,8,6,1,0,1,2
92,Fitness Trainer/Instructor ,P,791,1,80,23,8,6,1,0,2,6
93,Fitness Trainer/Instructor ,P,625,1,70,23,8,6,1,0,0,1
94,Fitness Trainer/Instructor ,P,440,1,55,23,4,6,1,0,0,3
95,Fitness Trainer/Instructor ,P,669,1,70,23,4,6,1,0,3,9
96,Fitness Trainer/Instructor ,P,114,1,80,23,1,6,1,0,5,8
97,Audiologist ,F,160,1,40,37,2,9,8,3,0,4
98,Audiologist ,F,54,1,75,37,6,9,8,3,7,8
99,Audiologist ,F,280,1,55,37,6,9,8,3,3,4
100,Audiologist ,F,70,1,45,37,3,9,8,3,1,3
101,Audiologist ,F,629,1,70,37,3,9,8,3,6,8
102,Audiologist ,F,476,1,55,37,3,9,8,3,3,5
103,Audiologist ,P,653,1,95,23,3,9,8,3,2,7
104,Audiologist ,P,629,1,110,23,9,9,8,3,5,6
105,Audiologist ,P,678,1,90,23,9,9,8,3,1,5
106,Audiologist ,P,478,1,95,23,9,9,8,3,2,5
107,Audiologist ,P,690,1,90,23,5,9,8,3,1,7
108,Audiologist ,P,667,1,90,23,5,9,8,3,1,5
109,Speech Pathologist ,F,492,1,55,33,1,10,8,3,0,8
110,Speech Pathologist ,F,130,1,60,33,1,10,8,3,1,7
111,Speech Pathologist ,F,199,1,60,33,5,10,8,3,1,3
112,Speech Pathologist ,F,114,1,40,33,3,10,8,3,0,0
113,Speech Pathologist ,F,193,1,70,33,2,10,8,3,6,7
114,Speech Pathologist ,F,426,1,45,33,0,10,8,3,1,6
115,Speech Pathologist ,P,234,1,95,22,4,10,8,3,2,6
116,Speech Pathologist ,P,285,1,95,22,3,10,8,3,2,4
117,Speech Pathologist ,P,566,1,85,22,3,10,8,3,0,4
118,Speech Pathologist ,P,492,1,80,22,3,10,8,3,5,8
119,Speech Pathologist ,P,224,1,55,22,3,10,8,3,0,0
120,Speech Pathologist ,P,316,1,60,22,3,10,8,3,1,3
121,Chiropractor ,F,61,1,75,40,2,10,19,3,1,3
122,Chiropractor ,F,376,1,85,40,1,10,19,3,3,6
123,Chiropractor ,F,550,1,85,40,1,10,19,3,3,4
124,Chiropractor ,F,66,1,45,40,3,10,19,3,1,3
125,Chiropractor ,F,113,1,40,40,3,10,19,3,0,2
126,Chiropractor ,F,429,1,40,40,3,10,19,3,0,0
127,Chiropractor ,P,85,1,85,16,3,10,19,3,0,3
128,Chiropractor ,P,894,1,95,16,3,10,19,3,2,7
129,Chiropractor ,P,1028,1,115,16,3,10,19,3,6,7
130,Chiropractor ,P,88,1,40,16,3,10,19,3,0,4
131,Chiropractor ,P,44,1,40,16,2,10,19,3,0,5
132,Chiropractor ,P,159,1,50,16,2,10,19,3,2,5
133,Medical Records Technician ,F,580,1,80,35,2,2,1,0,5,9
134,Medical Records Technician ,F,616,1,65,35,2,2,1,0,2,3
135,Medical Records Technician ,F,580,1,75,35,3,2,1,0,4,9
136,Medical Records Technician ,F,78,1,50,35,3,2,1,0,2,3
137,Medical Records Technician ,F,58,1,40,35,1,2,1,0,0,1
138,Medical Records Technician ,F,73,1,40,35,1,2,1,0,0,4
139,Medical Records Technician ,P,572,1,90,21,1,2,1,0,4,5
140,Medical Records Technician ,P,104,1,75,21,1,2,8,1,1,5
141,Medical Records Technician ,P,463,1,90,21,6,2,8,1,4,6
142,Medical Records Technician ,P,250,1,75,21,3,2,8,1,7,9
143,Medical Records Technician ,P,231,1,45,21,0,2,8,1,1,2
144,Medical Records Technician ,P,70,1,45,21,0,2,8,1,1,4
145,Medical Technologist ,F,110,1,45,36,1,4,1,0,1,2
146,Medical Technologist ,F,339,1,40,36,3,4,1,0,0,6
147,Medical Technologist ,F,243,1,45,36,2,4,1,0,1,2
148,Medical Technologist ,F,202,1,50,36,4,4,1,0,2,3
149,Medical Technologist ,F,269,1,50,36,4,4,1,0,2,5
150,Medical Technologist ,F,276,1,40,36,1,4,1,0,0,1
151,Medical Technologist ,P,451,1,85,18,3,4,1,0,0,0
152,Medical Technologist ,P,443,1,115,18,5,4,1,0,6,8
153,Medical Technologist ,P,68,1,105,18,9,4,1,0,4,6
154,Medical Technologist ,P,545,1,55,18,9,4,1,0,0,3
155,Medical Technologist ,P,102,1,55,18,0,4,1,0,0,0
156,Medical Technologist ,P,212,1,75,18,3,4,1,0,4,6
157,Medical Laboratory Technician ,F,509,1,75,33,0,11,8,0,1,4
158,Medical Laboratory Technician ,F,555,1,95,33,8,11,8,0,5,8
159,Medical Laboratory Technician ,F,773,1,85,33,3,11,8,0,3,9
160,Medical Laboratory Technician ,F,145,1,40,33,3,11,8,0,0,1
161,Medical Laboratory Technician ,F,410,1,50,33,3,11,8,0,2,3
162,Medical Laboratory Technician ,F,429,1,55,33,0,11,8,0,3,4
163,Medical Laboratory Technician ,P,68,1,70,21,0,11,8,0,0,1
164,Medical Laboratory Technician ,P,125,1,75,21,0,11,8,0,1,5
165,Medical Laboratory Technician ,P,341,1,80,21,0,11,8,0,2,4
166,Medical Laboratory Technician ,P,309,1,95,21,0,11,8,0,5,7
167,Medical Laboratory Technician ,P,285,1,70,21,0,11,8,0,0,6
168,Medical Laboratory Technician ,P,443,1,75,21,1,11,8,0,1,7
169,Clinical Nurse Specialist,F,327,1,55,38,0,11,8,3,0,1
170,Clinical Nurse Specialist,F,667,1,65,38,3,11,8,3,2,3
171,Clinical Nurse Specialist,F,71,1,90,38,3,11,8,3,7,8
172,Clinical Nurse Specialist,F,523,1,115,38,8,11,8,3,6,7
173,Clinical Nurse Specialist,F,528,1,115,38,8,11,8,3,6,7
174,Clinical Nurse Specialist,F,252,1,90,38,5,11,8,3,1,3
175,Clinical Nurse Specialist,P,552,1,70,22,5,11,8,2,0,7
176,Clinical Nurse Specialist,P,679,1,75,22,5,11,8,2,1,3
177,Clinical Nurse Specialist,P,760,1,95,22,5,11,8,2,5,6
178,Clinical Nurse Specialist,P,75,1,80,22,5,11,8,2,2,3
179,Clinical Nurse Specialist,P,250,1,70,22,5,11,8,2,0,4
180,Clinical Nurse Specialist,P,479,1,70,22,5,11,8,2,0,0
181,Nurse Educator,F,146,1,70,45,2,4,8,3,0,1
182,Nurse Educator,F,120,1,70,45,2,4,8,2,0,0
183,Nurse Educator,F,194,1,85,45,2,4,8,2,3,8
184,Nurse Educator,F,438,1,40,45,2,4,8,3,0,0
185,Nurse Educator,F,244,1,40,45,1,4,8,2,0,0
186,Nurse Educator,F,336,1,50,45,3,4,8,2,2,5
187,Nurse Educator,P,784,1,105,16,4,4,8,2,4,5
188,Nurse Educator,P,991,1,100,16,2,4,8,2,3,9
189,Nurse Educator,P,540,1,110,16,9,4,8,2,5,8
190,Nurse Educator,P,212,1,40,16,1,4,8,3,0,0
191,Nurse Educator,P,223,1,40,16,1,4,8,3,0,0
192,Nurse Educator,P,369,1,45,16,1,4,8,3,1,2
193,Registered Nurse,F,398,1,40,38,2,7,8,1,0,1
194,Registered Nurse,F,294,1,45,38,2,7,8,1,1,4
195,Registered Nurse,F,384,1,40,38,3,7,8,1,0,5
196,Registered Nurse,F,698,1,90,38,3,7,8,1,1,4
197,Registered Nurse,F,296,1,100,38,3,7,8,1,3,5
198,Registered Nurse,F,512,1,95,38,3,7,8,2,2,4
199,Registered Nurse,P,221,1,50,20,4,7,8,2,2,3
200,Registered Nurse,P,265,1,55,20,4,7,8,2,3,6
201,Registered Nurse,P,429,1,60,20,4,7,8,2,4,6
202,Registered Nurse,P,124,1,55,20,2,7,8,2,0,0
203,Registered Nurse,P,130,1,65,20,2,7,8,3,2,3
204,Registered Nurse,P,417,1,60,20,4,7,8,3,1,2
205,Dietitian ,F,487,1,55,41,1,12,8,1,0,6
206,Dietitian ,F,555,1,80,41,1,12,8,1,5,6
207,Dietitian ,F,188,1,65,41,1,12,8,1,2,9
208,Dietitian ,F,540,1,55,41,1,12,8,1,0,0
209,Dietitian ,F,156,1,70,41,1,12,8,2,3,8
210,Dietitian ,F,210,1,80,41,1,12,8,2,5,8
211,Dietitian ,P,212,1,70,18,5,12,8,3,0,0
212,Dietitian ,P,1011,1,100,18,8,12,8,3,6,8
213,Dietitian ,P,181,1,70,18,6,12,8,3,0,0
214,Dietitian ,P,578,1,70,18,6,12,8,3,0,3
215,Dietitian ,P,324,1,95,18,6,12,8,3,5,7
216,Dietitian ,P,722,1,75,18,3,12,8,3,1,3
217,Occupational Therapist,F,533,1,85,42,2,2,8,1,0,3
218,Occupational Therapist,F,472,1,105,42,2,2,8,1,4,7
219,Occupational Therapist,F,813,1,85,42,2,2,8,1,0,5
220,Occupational Therapist,F,232,1,40,42,0,2,8,2,0,0
221,Occupational Therapist,F,307,1,40,42,0,2,8,2,0,3
222,Occupational Therapist,F,74,1,45,42,2,2,8,2,1,7
223,Occupational Therapist,P,104,1,55,19,2,2,8,2,0,8
224,Occupational Therapist,P,58,1,55,19,2,2,8,3,0,2
225,Occupational Therapist,P,429,1,55,19,2,2,8,3,0,4
226,Occupational Therapist,P,656,1,85,19,2,2,8,3,6,8
227,Occupational Therapist,P,535,1,55,19,2,2,8,3,0,0
228,Occupational Therapist,P,323,1,55,19,2,2,8,3,0,7
229,Vocational Counselor ,F,457,1,55,49,1,7,8,1,0,2
230,Vocational Counselor ,F,604,1,85,49,6,7,8,1,6,9
231,Vocational Counselor ,F,386,1,55,49,6,7,8,1,0,8
232,Vocational Counselor ,F,396,1,55,49,6,7,8,2,0,0
233,Vocational Counselor ,F,541,1,55,49,6,7,8,2,0,0
234,Vocational Counselor ,F,370,1,65,49,6,7,8,2,2,3
235,Vocational Counselor ,P,507,1,65,20,2,7,8,2,2,3
236,Vocational Counselor ,P,153,1,75,20,2,7,8,2,4,6
237,Vocational Counselor ,P,711,1,75,20,6,7,8,2,4,6
238,Vocational Counselor ,P,209,1,40,20,2,7,8,2,0,8
239,Vocational Counselor ,P,258,1,45,20,2,7,8,3,1,3
240,Vocational Counselor ,P,238,1,40,20,3,7,8,3,0,1
241,Physical Therapist,F,160,1,70,47,5,2,8,3,0,5
242,Physical Therapist,F,160,1,70,47,3,2,8,3,0,1
243,Physical Therapist,F,1070,1,105,47,1,2,8,3,7,9
244,Physical Therapist,F,294,1,55,47,0,2,8,3,0,0
245,Physical Therapist,F,141,1,55,47,2,2,8,3,0,4
246,Physical Therapist,F,484,1,75,47,2,2,8,3,4,5
247,Physical Therapist,P,142,1,40,23,1,2,8,3,0,3
248,Physical Therapist,P,347,1,40,23,1,2,8,3,0,2
249,Physical Therapist,P,421,1,40,23,1,2,8,3,0,2
250,Physical Therapist,P,953,1,95,23,1,2,8,3,2,5
251,Physical Therapist,P,526,1,95,23,1,2,8,3,2,4
252,Physical Therapist,P,93,1,85,23,7,2,8,3,0,4
253,Physiologist ,F,334,1,70,37,5,11,8,3,0,1
254,Physiologist ,F,306,1,85,37,5,11,8,3,3,4
255,Physiologist ,F,113,1,105,37,8,11,8,3,7,9
256,Physiologist ,F,709,1,85,37,7,11,8,3,0,0
257,Physiologist ,F,259,1,125,37,4,11,8,3,8,9
258,Physiologist ,F,653,1,90,37,4,11,8,3,1,6
259,Physiologist ,P,185,1,65,21,4,11,8,3,2,3
260,Physiologist ,P,469,1,65,21,4,11,8,2,2,9
261,Physiologist ,P,375,1,60,21,4,11,8,2,1,6
262,Physiologist ,P,250,1,85,21,0,11,8,2,3,4
263,Physiologist ,P,720,1,75,21,0,11,8,2,1,9
264,Physiologist ,P,343,1,75,21,1,11,8,2,1,5
265,Psychologist ,F,314,1,40,33,2,7,13,2,0,1
266,Psychologist ,F,227,1,40,33,0,7,13,2,0,4
267,Psychologist ,F,90,1,40,33,1,7,13,2,0,0
268,Psychologist ,F,66,1,80,33,6,7,13,2,2,3
269,Psychologist ,F,81,1,70,33,2,7,13,2,0,0
270,Psychologist ,F,579,1,80,33,2,7,13,2,2,4
271,Psychologist ,P,236,1,40,17,2,7,13,2,0,5
272,Psychologist ,P,194,1,75,17,2,7,13,2,7,8
273,Psychologist ,P,223,1,40,17,2,7,13,3,0,3
274,Psychologist ,P,434,1,40,17,3,7,13,3,0,0
275,Psychologist ,P,263,1,60,17,3,7,13,3,4,6
276,Psychologist ,P,83,1,40,17,0,7,13,3,0,1
277,Psychiatrist ,F,621,1,65,49,4,8,8,3,2,7
278,Psychiatrist ,F,631,1,70,49,3,8,8,3,3,5
279,Psychiatrist ,F,470,1,80,49,3,8,8,3,5,7
280,Psychiatrist ,F,542,1,85,49,3,8,8,3,0,6
281,Psychiatrist ,F,813,1,90,49,5,8,8,3,1,2
282,Psychiatrist ,F,408,1,100,49,3,8,8,3,3,5
283,Psychiatrist ,P,825,1,90,23,8,8,8,3,1,7
284,Psychiatrist ,P,404,1,90,23,5,8,8,3,1,5
285,Psychiatrist ,P,445,1,85,23,7,8,8,2,0,1
286,Psychiatrist ,P,515,1,95,23,7,8,8,2,2,7
287,Psychiatrist ,P,730,1,95,23,8,8,8,2,2,3
288,Psychiatrist ,P,307,1,95,23,8,8,8,2,2,7
289,Allied Health Educator,F,456,1,80,35,2,10,8,3,2,4
290,Allied Health Educator,F,842,1,85,35,0,10,8,2,3,6
291,Allied Health Educator,F,547,1,75,35,3,10,8,3,1,8
292,Allied Health Educator,F,493,1,70,35,4,10,8,3,0,1
293,Allied Health Educator,F,893,1,95,35,7,10,8,3,5,6
294,Allied Health Educator,F,472,1,70,35,7,10,8,2,0,4
295,Allied Health Educator,P,889,1,90,18,4,10,8,2,1,3
296,Allied Health Educator,P,387,1,125,18,4,10,8,2,8,9
297,Allied Health Educator,P,500,1,100,18,4,10,8,2,3,7
298,Allied Health Educator,P,177,1,40,18,4,10,8,2,0,3
299,Allied Health Educator,P,388,1,55,18,4,10,8,2,3,5
300,Allied Health Educator,P,383,1,60,18,5,10,8,2,4,5
301,Respiratory Therapist ,F,301,1,45,35,3,4,8,1,1,6
302,Respiratory Therapist ,F,405,1,50,35,0,4,8,1,2,8
303,Respiratory Therapist ,F,206,1,45,35,3,4,8,1,1,2
304,Respiratory Therapist ,F,263,1,50,35,3,4,8,2,2,4
305,Respiratory Therapist ,F,222,1,50,35,3,4,8,2,2,4
306,Respiratory Therapist ,F,378,1,40,35,0,4,8,2,0,3
307,Respiratory Therapist ,P,279,1,45,22,0,4,8,2,1,6
308,Respiratory Therapist ,P,339,1,70,22,0,4,8,2,6,9
309,Respiratory Therapist ,P,250,1,40,22,0,4,8,2,0,0
310,Respiratory Therapist ,P,432,1,65,22,5,4,8,2,2,8
311,Respiratory Therapist ,P,300,1,55,22,3,4,8,3,0,1
312,Respiratory Therapist ,P,877,1,95,22,3,4,8,3,8,9
313,Meteorologist ,F,817,1,110,41,0,11,10,2,3,4
314,Meteorologist ,F,229,1,95,41,0,11,10,2,0,1
315,Meteorologist ,F,745,1,95,41,0,11,10,2,0,4
316,Meteorologist ,F,119,1,50,41,0,11,10,2,0,4
317,Meteorologist ,F,68,1,60,41,0,11,10,3,2,3
318,Meteorologist ,F,521,1,50,41,2,11,10,3,0,1
319,Meteorologist ,P,89,1,90,23,7,11,10,3,2,5
320,Meteorologist ,P,525,1,90,23,6,11,10,2,2,4
321,Meteorologist ,P,90,1,80,23,6,11,10,2,0,1
322,Meteorologist ,P,614,1,60,23,6,11,10,2,2,6
323,Meteorologist ,P,476,1,55,23,2,11,10,2,1,2
324,Meteorologist ,P,254,1,55,23,2,11,10,2,1,3
325,Astronomer ,F,186,1,100,44,5,3,10,3,4,7
326,Astronomer ,F,205,1,85,44,5,3,10,3,1,9
327,Astronomer ,F,683,1,110,44,5,3,10,3,6,7
328,Astronomer ,F,827,1,80,44,7,3,10,3,0,2
329,Astronomer ,F,602,1,85,44,7,3,10,3,1,3
330,Astronomer ,F,864,1,105,44,5,3,10,3,5,6
331,Astronomer ,P,585,1,65,17,5,3,10,2,0,0
332,Astronomer ,P,548,1,85,17,5,3,10,2,4,9
333,Astronomer ,P,453,1,75,17,5,3,10,2,2,9
334,Astronomer ,P,849,1,85,17,5,3,10,2,1,5
335,Astronomer ,P,255,1,80,17,3,3,10,2,0,1
336,Astronomer ,P,187,1,80,17,3,3,10,2,0,3
337,Petroleum Geologist,F,143,1,90,38,8,1,10,2,5,7
338,Petroleum Geologist,F,637,1,90,38,2,1,10,2,5,9
339,Petroleum Geologist,F,432,1,85,38,0,1,10,3,4,6
340,Petroleum Geologist,F,48,1,90,38,3,1,10,3,2,8
341,Petroleum Geologist,F,599,1,80,38,3,1,10,3,0,0
342,Petroleum Geologist,F,770,1,115,38,5,1,10,3,7,9
343,Petroleum Geologist,P,660,1,95,23,5,1,10,2,0,1
344,Petroleum Geologist,P,274,1,100,23,9,1,10,2,1,2
345,Petroleum Geologist,P,227,1,100,23,9,1,10,2,1,6
346,Petroleum Geologist,P,477,1,115,23,5,1,10,3,7,8
347,Petroleum Geologist,P,589,1,80,23,5,1,10,3,0,8
348,Petroleum Geologist,P,414,1,90,23,5,1,10,3,2,6
349,Geophysicist,F,146,1,50,32,2,11,10,3,0,0
350,Geophysicist,F,266,1,70,32,6,11,10,3,4,8
351,Geophysicist,F,108,1,60,32,6,11,10,3,2,3
352,Geophysicist,F,192,1,105,32,6,11,10,3,5,7
353,Geophysicist,F,862,1,85,32,6,11,10,3,1,7
354,Geophysicist,F,84,1,80,32,3,11,10,3,0,2
355,Geophysicist,P,834,1,120,16,3,11,10,3,5,7
356,Geophysicist,P,1167,1,120,16,9,11,10,2,5,6
357,Geophysicist,P,499,1,95,16,4,11,10,2,0,5
358,Geophysicist,P,704,1,80,16,3,11,10,2,3,5
359,Geophysicist,P,151,1,75,16,6,11,10,2,2,8
360,Geophysicist,P,361,1,65,16,6,11,10,2,0,0
361,Geotechnical Engineer,F,43,1,50,37,2,2,10,2,0,0
362,Geotechnical Engineer,F,538,1,55,37,4,2,10,2,1,6
363,Geotechnical Engineer,F,289,1,75,37,4,2,10,2,5,7
364,Geotechnical Engineer,F,766,1,80,37,4,2,10,2,0,0
365,Geotechnical Engineer,F,531,1,90,37,0,2,10,2,2,3
366,Geotechnical Engineer,F,90,1,90,37,0,2,10,2,2,4
367,Geotechnical Engineer,P,361,1,65,20,0,2,10,3,3,4
368,Geotechnical Engineer,P,506,1,50,20,0,2,10,3,0,0
369,Geotechnical Engineer,P,528,1,60,20,0,2,10,2,2,7
370,Geotechnical Engineer,P,518,1,50,20,0,2,10,2,0,6
371,Geotechnical Engineer,P,71,1,55,20,0,2,10,2,1,9
372,Geotechnical Engineer,P,678,1,65,20,0,2,10,2,3,5
373,Geographic Information Systems Specialist,F,1088,1,110,40,2,8,10,3,6,9
374,Geographic Information Systems Specialist,F,612,1,80,40,2,8,10,3,0,5
375,Geographic Information Systems Specialist,F,450,1,115,40,5,8,10,3,7,9
376,Geographic Information Systems Specialist,F,105,1,50,40,3,8,10,2,0,4
377,Geographic Information Systems Specialist,F,539,1,50,40,3,8,10,2,0,4
378,Geographic Information Systems Specialist,F,92,1,50,40,0,8,10,3,0,2
379,Geographic Information Systems Specialist,P,300,1,50,22,4,8,10,3,0,5
380,Geographic Information Systems Specialist,P,184,1,70,22,4,8,10,3,4,6
381,Geographic Information Systems Specialist,P,199,1,50,22,4,8,10,2,0,2
382,Geographic Information Systems Specialist,P,421,1,50,22,2,8,10,3,0,0
383,Geographic Information Systems Specialist,P,293,1,55,22,0,8,10,2,1,3
384,Geographic Information Systems Specialist,P,226,1,75,22,0,8,10,3,5,6
385,Geologist ,F,596,1,75,40,1,8,10,2,2,5
386,Geologist ,F,622,1,65,40,1,8,10,2,0,3
387,Geologist ,F,779,1,80,40,1,8,10,2,3,8
388,Geologist ,F,621,1,65,40,1,8,10,3,0,0
389,Geologist ,F,262,1,65,40,3,8,10,3,0,1
390,Geologist ,F,78,1,75,40,3,8,10,3,2,4
391,Geologist ,P,64,1,95,19,3,8,10,3,0,0
392,Geologist ,P,979,1,120,19,4,8,10,3,5,7
393,Geologist ,P,281,1,120,19,10,8,10,2,5,7
394,Geologist ,P,251,1,120,19,10,8,10,2,5,9
395,Geologist ,P,102,1,135,19,7,8,10,2,8,9
396,Geologist ,P,895,1,95,19,7,8,10,2,0,2
397,Archeologist ,F,358,1,50,32,0,7,10,2,0,2
398,Archeologist ,F,467,1,55,32,3,7,10,2,1,4
399,Archeologist ,F,332,1,55,32,2,7,10,2,1,2
400,Archeologist ,F,715,1,90,32,2,7,10,3,2,4
401,Archeologist ,F,820,1,80,32,7,7,10,3,0,1
402,Archeologist ,F,380,1,80,32,5,7,10,3,0,0
403,Archeologist ,P,506,1,90,22,5,7,10,2,2,8
404,Archeologist ,P,411,1,115,22,8,7,10,2,7,9
405,Archeologist ,P,732,1,100,22,8,7,10,2,4,6
406,Archeologist ,P,598,1,80,22,1,7,10,2,0,3
407,Archeologist ,P,812,1,85,22,1,7,10,2,1,3
408,Archeologist ,P,813,1,80,22,1,7,10,2,0,0
409,Commercial Airline Pilot ,F,1199,1,145,49,13,3,17,3,8,9
410,Commercial Airline Pilot ,F,792,1,105,49,13,3,17,3,0,2
411,Commercial Airline Pilot ,F,573,1,125,49,3,3,17,2,4,5
