1059,4,347,406,5/30/2013,18
1060,4,79,147,2/17/2014,21
1061,4,110,462,3/29/2013,17
1062,4,381,412,12/11/2013,10
1063,4,383,400,4/7/2013,24
1064,4,161,222,1/17/2014,16
1065,4,194,78,1/16/2014,11
1066,4,493,201,6/4/2013,8
1067,4,56,117,11/13/2013,24
1068,4,248,268,12/3/2013,26
1069,4,124,144,6/21/2013,29
1070,4,225,134,9/25/2013,34
1071,4,393,361,3/10/2014,23
1072,4,379,436,4/22/2013,40
1073,4,204,157,10/22/2013,14
1074,4,96,479,10/19/2013,37
1075,4,63,283,12/26/2013,33
1076,4,92,16,3/18/2014,22
1077,4,375,412,4/29/2013,37
1078,4,190,457,6/23/2013,32
1079,4,143,182,6/28/2013,21
1080,4,452,216,7/16/2013,35
1081,4,476,248,11/26/2013,10
1082,4,183,363,6/20/2013,38
1083,4,59,64,8/25/2013,20
1084,4,370,108,3/12/2014,17
1085,4,427,325,4/20/2013,32
1086,4,4,443,7/21/2013,31
1087,4,242,55,6/12/2013,18
1088,4,29,387,5/16/2013,20
1089,4,366,236,4/10/2013,33
1090,4,35,247,8/3/2013,17
1091,4,101,458,11/17/2013,20
1092,4,245,242,5/28/2013,38
1093,4,62,172,10/17/2013,11
1094,4,286,191,11/24/2013,11
1095,4,345,434,12/29/2013,12
1096,4,18,434,11/12/2013,20
1097,4,345,302,5/14/2013,23
1098,4,467,203,8/30/2013,39
1099,4,476,171,8/5/2013,26
1100,4,128,265,3/20/2014,18
1101,4,25,390,11/7/2013,11
1102,4,419,188,10/19/2013,40
1103,4,93,68,7/18/2013,21
1104,4,178,260,12/16/2013,29
1105,4,256,116,3/19/2014,8
1106,4,435,264,7/21/2013,40
1107,4,325,186,10/18/2013,21
1108,4,80,400,4/12/2013,30
1109,4,325,131,6/20/2013,32
1110,4,329,315,9/11/2013,18
1111,4,28,292,12/21/2013,10
1112,4,232,306,10/13/2013,13
1113,4,126,428,2/15/2014,37
1114,4,329,161,3/27/2013,35
1115,4,180,496,5/14/2013,7
1116,4,143,402,11/2/2013,17
1117,4,168,426,10/9/2013,19
1118,4,99,144,4/2/2013,11
1119,4,448,318,12/4/2013,9
1120,4,450,452,4/8/2013,15
1121,4,151,344,10/23/2013,33
1122,4,10,87,9/25/2013,39
1123,4,184,312,1/25/2014,34
1124,4,119,472,9/30/2013,26
1125,4,390,247,2/20/2014,22
1126,4,126,205,2/24/2014,23
1127,4,226,352,4/3/2013,25
1128,4,475,199,2/21/2014,17
1129,4,49,209,2/17/2014,40
1130,4,39,162,7/7/2013,10
1131,4,76,462,7/9/2013,29
1132,4,153,95,3/30/2013,22
1133,4,362,342,10/13/2013,36
1134,4,453,403,3/22/2013,9
1135,4,416,109,4/20/2013,7
1136,4,192,262,4/13/2013,30
1137,4,495,301,12/7/2013,37
1138,4,54,380,1/15/2014,18
1139,4,233,214,3/28/2013,23
1140,4,233,437,6/11/2013,14
1141,4,110,68,2/16/2014,36
1142,4,468,150,4/15/2013,37
1143,4,155,347,8/29/2013,33
1144,4,490,42,10/15/2013,35
1145,4,84,23,8/9/2013,8
1146,4,340,388,7/21/2013,37
1147,4,85,139,10/4/2013,10
1148,4,451,368,1/26/2014,32
1149,4,469,490,8/7/2013,39
1150,4,51,300,7/25/2013,36
1151,4,245,273,6/26/2013,9
1152,4,107,54,9/12/2013,22
1153,4,160,114,4/17/2013,40
1154,4,137,387,5/31/2013,16
1155,4,398,124,5/27/2013,16
1156,4,253,351,6/8/2013,27
1157,4,371,478,2/17/2014,40
1158,4,41,461,1/26/2014,21
1159,4,252,283,8/6/2013,17
1160,4,430,464,4/17/2013,26
1161,4,400,89,9/20/2013,37
1162,4,173,481,6/17/2013,26
1163,4,11,290,10/7/2013,29
1164,4,426,383,5/17/2013,13
1165,4,80,262,7/29/2013,39
1166,4,498,462,12/30/2013,25
1167,4,114,224,8/15/2013,32
1168,4,310,165,7/15/2013,23
1169,4,44,399,6/24/2013,9
1170,4,218,346,4/17/2013,17
1171,4,485,413,2/7/2014,16
1172,4,173,177,2/24/2014,23
1173,4,369,389,5/26/2013,29
1174,4,300,275,6/26/2013,7
1175,4,403,104,11/23/2013,28
1176,4,459,484,4/12/2013,33
1177,4,92,444,10/19/2013,25
1178,4,315,448,11/21/2013,16
1179,4,206,73,1/21/2014,35
1180,4,48,105,11/13/2013,28
1181,4,84,210,2/17/2014,40
1182,4,153,414,2/8/2014,33
1183,4,382,177,11/14/2013,32
1184,4,180,8,12/9/2013,34
1185,4,337,494,5/20/2013,10
1186,4,351,500,3/19/2014,11
1187,4,333,498,8/28/2013,25
1188,4,281,471,1/21/2014,12
1189,4,53,63,8/26/2013,37
1190,4,470,50,12/21/2013,15
1191,4,354,110,5/26/2013,32
1192,4,126,483,4/26/2013,11
1193,4,108,105,7/5/2013,11
1194,4,387,274,11/14/2013,33
1195,4,57,275,7/20/2013,38
1196,4,305,7,9/14/2013,16
1197,4,232,60,10/13/2013,31
1198,4,437,257,1/24/2014,22
1199,4,3,225,3/28/2013,13
1200,4,406,320,6/14/2013,38
1201,4,410,216,4/11/2013,22
1202,4,75,267,8/31/2013,28
1203,4,165,306,5/20/2013,39
1204,4,87,364,5/14/2013,39
1205,4,43,137,2/28/2014,37
1206,4,355,431,3/22/2013,24
1207,4,276,16,7/25/2013,8
1208,4,123,369,8/6/2013,13
1209,4,471,177,10/11/2013,15
1210,4,308,478,6/8/2013,33
1211,4,125,51,10/23/2013,30
1212,4,197,435,9/28/2013,19
1213,4,3,131,5/25/2013,30
1214,4,176,326,4/21/2013,36
1215,4,407,121,10/23/2013,30
1216,4,259,46,7/15/2013,31
1217,4,173,435,2/14/2014,35
1218,4,462,47,12/27/2013,10
1219,4,224,455,3/28/2013,36
1220,4,57,356,3/4/2014,36
1221,4,124,55,12/8/2013,32
1222,4,235,236,11/13/2013,8
1223,4,222,485,9/24/2013,37
1224,4,492,303,6/23/2013,36
1225,4,130,191,8/30/2013,12
1226,4,32,406,1/18/2014,23
1227,4,324,102,2/28/2014,19
1228,4,149,360,4/18/2013,13
1229,4,74,30,10/9/2013,7
1230,4,79,162,3/22/2013,28
1231,4,189,144,10/13/2013,39
1232,4,76,449,6/1/2013,11
1233,4,300,261,5/15/2013,15
1234,4,77,4,7/3/2013,31
1235,4,18,335,1/5/2014,16
1236,4,218,326,10/7/2013,16
1237,4,371,416,9/3/2013,9
1238,4,176,299,8/6/2013,28
1239,4,10,495,7/19/2013,32
1240,4,189,138,2/25/2014,22
1241,4,473,245,7/17/2013,26
1242,4,477,106,10/2/2013,7
1243,4,233,195,12/23/2013,32
1244,4,284,117,10/20/2013,27
1245,4,309,95,10/16/2013,24
1246,4,403,338,8/6/2013,7
1247,4,431,154,10/5/2013,17
1248,4,125,12,5/16/2013,15
1249,4,276,423,7/11/2013,22
1250,4,445,126,8/16/2013,26
1251,4,134,59,4/4/2013,30
1252,4,5,268,7/17/2013,34
1253,4,384,171,12/15/2013,31
1254,4,74,235,1/20/2014,24
1255,4,229,471,10/29/2013,10
1256,4,19,263,9/23/2013,18
1257,4,115,453,2/19/2014,40
1258,4,193,486,7/24/2013,26
1259,4,218,260,10/14/2013,24
1260,4,419,312,4/20/2013,28
1261,4,25,323,4/16/2013,26
1262,4,342,490,3/29/2013,12
1263,4,279,466,11/8/2013,38
1264,4,370,470,4/5/2013,31
1265,4,194,306,8/27/2013,28
1266,4,372,6,4/20/2013,12
1267,4,113,441,2/9/2014,13
1268,4,232,75,12/28/2013,18
1269,4,48,235,1/13/2014,35
1270,4,426,241,2/7/2014,33
1271,4,217,212,10/10/2013,29
1272,4,369,409,6/7/2013,23
1273,4,242,197,4/6/2013,9
1274,4,105,385,9/15/2013,40
1275,4,198,432,3/25/2013,13
1276,4,65,74,7/21/2013,20
1277,4,81,486,5/16/2013,18
1278,4,459,237,11/3/2013,7
1279,4,226,372,5/12/2013,23
1280,4,433,365,1/10/2014,11
1281,4,192,350,8/13/2013,32
1282,4,137,341,12/9/2013,31
1283,4,201,4,8/25/2013,38
1284,4,396,473,8/21/2013,40
1285,4,97,365,8/13/2013,23
1286,4,275,171,1/2/2014,29
1287,4,184,177,3/5/2014,12
1288,4,183,244,8/31/2013,9
1289,4,69,259,10/6/2013,23
1290,4,137,287,1/8/2014,23
1291,4,94,54,12/25/2013,32
1292,4,301,310,7/21/2013,21
1293,4,407,267,5/28/2013,37
1294,4,112,73,8/4/2013,7
1295,4,68,363,8/28/2013,15
1296,4,321,8,7/8/2013,33
1297,4,116,295,8/29/2013,35
1298,4,362,385,12/11/2013,18
1299,4,276,139,7/12/2013,25
1300,4,453,141,1/10/2014,19
1301,4,199,425,9/26/2013,22
1302,4,91,207,2/28/2014,12
1303,4,32,206,8/16/2013,36
1304,4,295,454,8/17/2013,16
1305,4,281,398,11/3/2013,29
1306,4,311,131,3/4/2014,14
1307,4,164,46,6/11/2013,26
1308,4,423,316,7/21/2013,30
1309,4,23,14,10/6/2013,21
1310,4,66,166,12/5/2013,39
1311,4,66,69,8/23/2013,17
1312,4,118,355,1/21/2014,8
1313,4,481,104,4/13/2013,21
1314,4,355,425,8/16/2013,38
1315,4,126,121,12/4/2013,21
1316,4,78,40,3/23/2013,16
1317,4,319,147,1/31/2014,14
1318,4,116,407,1/20/2014,17
1319,4,118,16,10/10/2013,24
1320,4,284,166,7/31/2013,27
1321,4,135,490,2/23/2014,39
1322,4,188,343,7/10/2013,15
1323,4,103,10,12/24/2013,25
1324,4,98,99,8/31/2013,13
1325,4,341,256,6/6/2013,28
1326,4,268,357,10/30/2013,19
1327,4,230,415,6/26/2013,30
1328,4,253,469,6/24/2013,27
1329,4,302,183,11/26/2013,26
1330,4,231,17,1/20/2014,22
1331,4,167,332,2/16/2014,11
1332,4,409,95,8/29/2013,24
1333,4,319,271,2/28/2014,34
1334,4,107,83,5/27/2013,35
1335,4,247,339,10/13/2013,14
1336,4,364,247,5/23/2013,18
1337,4,167,443,10/3/2013,36
1338,4,289,432,3/17/2014,23
1339,4,392,377,3/18/2014,25
1340,4,46,462,6/3/2013,28
1341,4,175,381,1/13/2014,23
1342,4,201,117,6/20/2013,38
1343,4,490,24,4/16/2013,21
1344,4,208,309,6/5/2013,19
1345,4,147,349,11/17/2013,19
1346,4,395,344,5/2/2013,22
1347,4,306,312,6/19/2013,30
1348,4,486,230,1/7/2014,16
1349,4,321,303,12/12/2013,12
1350,4,163,313,9/2/2013,35
1351,4,462,221,1/3/2014,24
1352,4,317,356,5/25/2013,31
1353,4,283,128,11/16/2013,14
1354,4,346,210,10/20/2013,9
1355,4,380,267,6/24/2013,20
1356,4,283,239,12/29/2013,8
1357,4,209,285,3/25/2013,14
1358,4,172,123,1/28/2014,34
1359,4,388,386,4/2/2013,16
1360,4,168,163,3/18/2014,23
1361,4,34,200,4/3/2013,36
1362,4,183,202,7/9/2013,27
1363,4,275,98,12/17/2013,31
1364,4,58,73,2/10/2014,34
1365,4,482,6,4/22/2013,29
1366,4,84,197,6/3/2013,12
1367,4,195,111,10/16/2013,28
1368,4,192,452,6/23/2013,22
1369,4,21,225,11/13/2013,35
1370,4,169,71,2/18/2014,40
1371,4,339,189,10/11/2013,12
1372,4,132,113,12/21/2013,24
1373,4,81,158,4/9/2013,31
1374,4,93,302,12/3/2013,12
1375,4,33,192,12/24/2013,29
1376,4,460,365,1/3/2014,29
1377,4,392,208,5/17/2013,8
1378,4,369,210,8/8/2013,12
1379,4,452,325,5/17/2013,8
1380,4,91,233,8/12/2013,11
1381,4,370,380,9/3/2013,8
1382,4,378,144,2/2/2014,27
1383,4,425,88,11/25/2013,28
1384,4,17,319,6/20/2013,16
1385,4,277,26,5/17/2013,7
1386,4,111,212,2/7/2014,9
1387,4,443,493,12/15/2013,39
1388,4,256,217,8/3/2013,22
1389,4,292,478,12/12/2013,24
1390,4,136,264,7/16/2013,27
1391,4,166,89,3/16/2014,31
1392,4,377,483,10/26/2013,33
1393,4,224,218,1/4/2014,23
1394,4,182,213,10/3/2013,14
1395,4,132,92,6/22/2013,31
1396,4,424,191,12/5/2013,40
1397,4,165,423,1/30/2014,23
1398,4,491,481,7/14/2013,35
1399,4,239,181,10/17/2013,38
1400,4,178,248,11/18/2013,25
1401,4,125,373,1/14/2014,31
1402,4,445,398,3/16/2014,36
1403,4,447,156,5/29/2013,20
1404,4,448,466,8/14/2013,37
1405,4,140,134,10/27/2013,31
1406,4,275,27,3/21/2014,37
1407,4,208,206,2/1/2014,10
1408,4,364,287,2/16/2014,24
1409,4,166,190,2/16/2014,18
1410,4,320,261,11/8/2013,23
1411,4,231,348,1/9/2014,37
1412,4,337,304,4/4/2013,14
1413,4,471,366,8/6/2013,24
1414,4,301,190,11/11/2013,17
1415,4,313,38,4/30/2013,21
1416,4,497,472,1/20/2014,36
1417,4,490,117,2/28/2014,27
1418,4,320,264,5/14/2013,10
1419,4,476,495,6/11/2013,28
1420,4,176,16,8/21/2013,27
1421,4,442,241,9/13/2013,9
1422,4,410,132,11/26/2013,26
1423,4,298,377,3/13/2014,20
1424,4,101,9,6/28/2013,9
1425,4,423,164,6/20/2013,14
1426,4,218,251,10/6/2013,30
1427,4,196,53,8/4/2013,38
1428,4,354,408,3/12/2014,30
1429,4,466,209,9/8/2013,28
1430,4,295,383,8/23/2013,15
1431,4,127,456,1/18/2014,30
1432,4,187,452,8/8/2013,19
1433,4,413,400,12/6/2013,28
1434,4,265,392,10/20/2013,39
1435,4,246,36,4/21/2013,30
1436,4,15,152,12/18/2013,22
1437,4,137,470,12/27/2013,7
1438,4,208,198,12/23/2013,26
1439,4,377,327,9/21/2013,31
1440,4,324,163,12/29/2013,23
1441,4,89,44,9/23/2013,15
1442,4,107,399,5/1/2013,26
1443,4,487,285,2/13/2014,33
1444,4,259,347,7/10/2013,14
1445,4,195,448,9/2/2013,27
1446,4,413,288,1/10/2014,35
1447,4,186,335,12/23/2013,17
1448,4,64,456,11/22/2013,14
1449,4,344,289,12/3/2013,23
1450,4,197,334,12/19/2013,33
1451,4,324,260,11/1/2013,16
1452,4,305,366,2/17/2014,15
1453,4,366,368,12/22/2013,20
1454,4,414,401,11/7/2013,33
1455,4,169,417,9/18/2013,12
1456,4,481,457,6/9/2013,24
1457,4,108,270,11/19/2013,23
1458,4,20,61,12/21/2013,38
1459,4,235,269,12/29/2013,21
1460,4,29,262,7/13/2013,13
1461,4,431,1,8/10/2013,33
1462,4,45,129,9/23/2013,24
1463,4,460,183,5/10/2013,27
1464,4,187,259,11/26/2013,37
1465,4,195,193,12/11/2013,24
1466,4,298,448,3/3/2014,10
1467,4,134,106,11/18/2013,30
1468,4,297,158,5/25/2013,20
1469,4,296,425,7/30/2013,18
1470,4,490,30,12/27/2013,13
1471,4,98,249,11/25/2013,31
1472,4,270,53,2/24/2014,27
1473,4,143,139,1/21/2014,29
1474,4,140,133,5/10/2013,29
1475,4,463,55,10/14/2013,25
1476,4,463,340,8/14/2013,17
1477,4,273,269,10/18/2013,7
1478,4,10,258,1/2/2014,32
1479,4,350,183,9/15/2013,36
1480,4,467,14,4/1/2013,30
1481,4,182,284,12/30/2013,11
1482,4,376,103,12/28/2013,33
1483,4,372,436,1/19/2014,22
1484,4,184,209,7/24/2013,37
1485,4,134,31,6/23/2013,10
1486,4,454,86,4/16/2013,19
1487,4,473,172,5/25/2013,35
1488,4,85,398,11/20/2013,22
1489,4,380,372,7/24/2013,36
1490,4,358,221,8/12/2013,12
1491,4,231,121,9/6/2013,37
1492,4,243,472,4/30/2013,17
1493,4,438,106,3/17/2014,17
1494,4,307,468,6/5/2013,12
1495,4,492,413,12/14/2013,25
1496,4,187,331,3/28/2013,33
1497,4,20,420,2/27/2014,38
1498,4,429,64,11/18/2013,33
1499,4,387,254,5/10/2013,14
1500,4,282,76,12/23/2013,28
1501,4,321,200,10/29/2013,23
1502,4,409,332,3/19/2014,33
1503,4,500,62,10/28/2013,20
1504,4,235,269,1/26/2014,16
1505,4,479,68,10/14/2013,26
1506,4,257,172,5/10/2013,11
1507,4,224,86,6/28/2013,34
1508,4,285,162,1/9/2014,15
1509,4,187,422,5/4/2013,11
1510,4,455,410,7/16/2013,32
1511,4,148,431,3/13/2014,22
1512,4,220,145,5/28/2013,20
1513,4,428,104,8/19/2013,19
1514,4,112,416,8/10/2013,12
1515,4,134,79,5/20/2013,34
1516,4,274,102,7/13/2013,16
1517,4,416,412,1/25/2014,27
1518,4,56,29,12/13/2013,31
1519,4,78,197,1/13/2014,24
1520,4,223,334,10/28/2013,24
1521,4,103,79,12/28/2013,10
1522,4,482,415,5/22/2013,13
1523,4,285,459,6/10/2013,37
1524,4,217,20,11/27/2013,27
1525,4,410,212,2/2/2014,23
1526,4,119,368,6/5/2013,40
1527,4,12,20,1/26/2014,25
1528,4,13,401,1/29/2014,32
1529,4,161,155,4/9/2013,19
1530,4,371,431,5/31/2013,15
1531,4,354,273,4/25/2013,34
1532,4,147,119,7/9/2013,35
1533,4,263,422,1/4/2014,25
1534,4,346,98,1/30/2014,22
1535,4,290,297,3/14/2014,20
1536,4,412,124,7/10/2013,37
1537,4,148,292,8/21/2013,24
1538,4,241,77,5/17/2013,38
1539,4,424,290,7/14/2013,39
1540,4,434,3,2/3/2014,13
1541,4,78,134,5/31/2013,26
1542,4,130,258,11/4/2013,38
1543,4,293,17,3/20/2014,38
1544,4,359,411,9/5/2013,13
1545,4,240,280,4/11/2013,18
1546,4,320,73,6/4/2013,14
1547,4,148,118,10/25/2013,19
1548,4,449,305,3/15/2014,35
1549,4,242,262,9/15/2013,39
1550,4,163,226,9/19/2013,29
1551,4,326,444,1/19/2014,10
1552,4,49,227,1/26/2014,39
1553,4,66,328,8/21/2013,14
1554,4,335,122,7/21/2013,28
1555,4,399,339,9/21/2013,34
1556,4,236,435,4/15/2013,10
1557,4,482,387,5/30/2013,24
1558,4,388,173,8/26/2013,13
1559,4,321,195,1/4/2014,8
1560,4,122,147,7/11/2013,26
1561,4,84,27,4/5/2013,29
1562,4,141,460,1/12/2014,13
1563,4,400,269,11/17/2013,12
1564,4,188,78,1/26/2014,17
1565,4,450,264,5/11/2013,37
1566,4,198,209,7/7/2013,39
1567,4,256,48,7/18/2013,17
1568,4,430,175,7/25/2013,29
1569,4,388,24,9/4/2013,22
1570,4,423,496,11/15/2013,35
1571,4,236,80,5/11/2013,10
1572,4,370,83,12/25/2013,31
1573,4,211,289,8/2/2013,29
1574,4,500,354,11/1/2013,39
1575,4,188,126,7/2/2013,13
1576,4,414,167,12/29/2013,17
1577,4,150,285,8/18/2013,26
1578,4,245,425,9/8/2013,27
1579,4,59,457,5/23/2013,35
1580,4,321,398,10/27/2013,36
1581,4,486,315,12/10/2013,8
1582,4,27,209,8/5/2013,38
1583,4,75,171,2/22/2014,16
1584,4,240,353,1/24/2014,20
1585,4,295,223,10/25/2013,35
1586,4,310,463,9/19/2013,20
1587,4,405,474,4/1/2013,20
1588,4,461,104,2/4/2014,13
1589,4,310,404,4/17/2013,19
1590,4,60,456,1/12/2014,26
1591,4,494,242,4/4/2013,36
1592,4,456,214,3/8/2014,38
1593,4,481,167,10/29/2013,30
1594,4,190,372,5/21/2013,28
1595,4,262,263,10/13/2013,14
1596,4,30,74,5/13/2013,30
1597,4,221,112,9/15/2013,26
1598,4,386,135,11/23/2013,32
1599,4,401,80,7/24/2013,39
1600,4,477,126,10/29/2013,17
1601,4,455,367,3/23/2013,25
1602,4,356,192,12/23/2013,7
1603,4,203,64,10/24/2013,8
1604,4,392,264,11/30/2013,11
1605,4,88,3,9/28/2013,33
1606,4,139,15,6/24/2013,12
1607,4,117,53,9/10/2013,36
1608,4,361,405,8/4/2013,38
1609,4,425,178,2/11/2014,19
1610,4,432,358,4/18/2013,21
1611,4,126,4,5/21/2013,9
1612,4,491,3,8/22/2013,15
1613,4,211,312,11/25/2013,35
1614,4,189,312,6/16/2013,28
1615,4,109,45,9/30/2013,38
1616,4,355,16,4/21/2013,22
1617,4,311,191,12/5/2013,21
1618,4,216,324,3/3/2014,25
1619,4,310,227,10/20/2013,16
1620,4,200,167,7/27/2013,11
1621,4,377,97,11/19/2013,16
1622,4,488,132,4/21/2013,27
1623,4,333,313,12/30/2013,12
1624,4,268,56,1/23/2014,16
1625,4,10,57,8/23/2013,40
1626,4,17,422,4/2/2013,24
1627,4,140,402,2/9/2014,32
1628,4,425,219,8/10/2013,13
1629,4,345,146,4/17/2013,22
1630,4,449,95,2/26/2014,35
1631,4,188,134,6/23/2013,9
1632,4,56,85,7/10/2013,16
1633,4,371,479,9/2/2013,18
1634,4,123,168,9/17/2013,36
1635,4,325,374,8/23/2013,28
1636,4,256,479,3/1/2014,12
1637,4,145,61,2/24/2014,18
1638,4,489,215,2/16/2014,36
1639,4,422,217,12/21/2013,21
1640,4,222,79,10/29/2013,20
1641,4,496,78,3/8/2014,25
1642,4,488,29,12/5/2013,34
1643,4,417,296,4/10/2013,37
1644,4,135,295,6/30/2013,40
1645,4,31,157,3/7/2014,21
1646,4,427,124,9/4/2013,12
1647,4,358,147,2/27/2014,11
1648,4,246,106,7/8/2013,29
1649,4,284,72,6/4/2013,16
1650,4,1,449,3/30/2013,26
1651,4,216,392,9/16/2013,19
1652,4,426,45,12/27/2013,27
1653,4,387,271,10/28/2013,9
1654,4,235,274,4/20/2013,21
1655,4,466,83,1/6/2014,34
1656,4,403,422,4/5/2013,21
1657,4,391,90,4/14/2013,36
1658,4,28,85,9/21/2013,36
1659,4,78,152,8/21/2013,29
1660,4,408,47,10/24/2013,36
1661,4,229,274,5/6/2013,17
1662,4,22,303,12/6/2013,13
1663,4,308,222,4/21/2013,36
1664,4,230,13,9/23/2013,29
1665,4,414,331,1/31/2014,10
1666,4,150,349,4/5/2013,20
1667,4,457,99,8/14/2013,36
1668,4,357,271,4/3/2013,21
1669,4,263,197,12/11/2013,37
1670,4,195,244,7/31/2013,39
1671,4,142,94,8/14/2013,35
1672,4,27,58,9/16/2013,11
1673,4,324,484,6/8/2013,35
1674,4,137,31,6/4/2013,14
1675,4,498,147,4/10/2013,37
1676,4,235,142,2/8/2014,28
1677,4,243,53,7/9/2013,15
1678,4,16,224,8/29/2013,22
1679,4,486,95,3/3/2014,35
1680,4,439,152,7/9/2013,34
1681,4,485,479,11/20/2013,22
1682,4,6,120,1/31/2014,29
1683,4,139,290,12/13/2013,14
1684,4,25,211,3/24/2013,17
1685,4,453,273,12/1/2013,17
1686,4,357,417,12/20/2013,32
1687,4,123,137,10/22/2013,9
1688,4,72,356,6/1/2013,22
1689,4,286,82,7/3/2013,26
1690,4,452,20,6/20/2013,17
1691,4,381,283,6/10/2013,14
1692,4,48,84,8/19/2013,37
1693,4,214,225,6/29/2013,11
1694,4,450,287,1/29/2014,28
1695,4,391,358,1/23/2014,14
1696,4,232,197,7/15/2013,40
1697,4,269,408,5/27/2013,8
1698,4,42,216,3/24/2013,12
1699,4,346,79,5/11/2013,22
1700,4,342,356,3/19/2014,29
1701,4,374,223,3/20/2014,10
1702,4,137,358,3/12/2014,21
1703,4,111,374,9/11/2013,26
1704,4,282,253,11/28/2013,9
1705,4,423,295,9/17/2013,29
1706,4,402,421,1/9/2014,39
1707,4,373,302,12/18/2013,30
1708,4,245,407,7/19/2013,39
1709,4,162,474,5/2/2013,29
1710,4,65,179,1/3/2014,12
1711,4,329,251,8/21/2013,21
1712,4,474,218,5/29/2013,21
1713,4,205,280,2/28/2014,18
1714,4,280,100,4/4/2013,14
1715,4,93,366,1/29/2014,15
1716,4,33,153,9/14/2013,20
1717,4,441,45,12/9/2013,24
1718,4,487,297,6/4/2013,14
1719,4,458,153,8/25/2013,20
1720,4,219,355,3/20/2014,9
1721,4,52,70,10/7/2013,16
1722,4,7,94,4/12/2013,28
1723,4,331,355,6/2/2013,13
1724,4,32,330,1/30/2014,30
1725,4,183,115,3/20/2014,38
1726,4,485,134,9/28/2013,11
1727,4,107,105,4/29/2013,40
1728,4,231,428,4/10/2013,33
1729,4,416,177,6/21/2013,33
1730,4,418,184,12/13/2013,20
1731,4,475,37,1/20/2014,36
1732,4,144,137,5/8/2013,23
1733,4,486,236,5/16/2013,21
1734,4,280,281,3/21/2014,15
1735,4,230,121,3/13/2014,22
1736,4,280,329,5/17/2013,25
1737,4,129,210,8/28/2013,16
1738,4,55,163,9/20/2013,15
1739,4,324,148,4/26/2013,20
1740,4,211,70,6/14/2013,30
1741,4,224,390,8/28/2013,33
1742,4,344,366,12/18/2013,14
1743,4,36,485,6/25/2013,8
1744,4,182,491,7/19/2013,24
1745,4,435,421,9/3/2013,33
1746,4,341,199,7/14/2013,38
1747,4,151,413,3/13/2014,33
1748,4,392,92,7/4/2013,11
1749,4,183,415,3/26/2013,32
1750,4,439,290,6/23/2013,34
1751,4,267,420,10/29/2013,9
1752,4,83,388,5/29/2013,10
1753,4,427,58,1/30/2014,11
1754,4,112,161,4/30/2013,18
1755,4,463,420,1/31/2014,16
1756,4,280,11,5/23/2013,35
1757,4,313,88,12/4/2013,38
1758,4,262,264,10/17/2013,33
1759,4,277,29,11/22/2013,37
1760,4,394,195,11/23/2013,7
1761,4,499,447,6/24/2013,8
1762,4,334,467,12/10/2013,36
1763,4,188,36,7/11/2013,27
1764,4,472,387,7/28/2013,19
1765,4,400,258,5/17/2013,11
1766,4,276,155,9/6/2013,7
1767,4,94,412,9/27/2013,35
1768,4,244,445,12/15/2013,38
1769,4,330,201,3/25/2013,15
1770,4,107,255,3/29/2013,33
1771,4,189,46,6/27/2013,19
1772,4,8,19,11/11/2013,35
1773,4,491,98,10/8/2013,28
1774,4,141,132,1/31/2014,20
1775,4,190,48,9/24/2013,20
1776,4,241,35,1/30/2014,30
1777,4,464,420,1/17/2014,13
