3,92603,437,2014-10-06 11:04:51
1,84120,41,2015-02-12 03:42:43
2,99561,248,2014-06-29 19:21:47
3,88885,484,2014-11-10 14:57:46
1,48880,204,2014-12-07 10:39:29
2,7967,369,2015-03-15 09:54:47
3,41743,336,2014-11-06 12:28:50
1,84143,479,2014-12-23 15:30:55
2,30747,500,2015-01-07 03:06:34
3,80870,204,2014-12-29 10:56:40
1,81785,257,2014-10-31 06:28:11
2,43167,54,2014-07-27 02:00:14
3,45501,401,2014-05-31 08:42:34
1,32573,8,2014-11-09 00:17:30
2,7831,450,2014-09-07 06:20:17
3,44257,127,2014-07-29 20:10:57
1,53793,275,2014-07-22 01:27:40
2,12361,363,2014-08-03 13:46:29
3,8420,62,2015-01-09 01:07:15
1,43355,174,2014-12-21 14:10:09
2,48828,207,2014-10-06 00:15:17
3,17454,389,2015-03-03 11:46:20
1,57790,311,2015-02-09 10:23:37
2,56602,411,2014-11-05 05:43:46
3,38872,276,2014-07-05 11:45:18
1,55515,492,2014-05-28 08:02:50
2,4415,218,2014-12-28 23:57:43
3,71726,50,2014-08-02 11:18:59
1,99244,216,2014-07-17 04:17:22
2,36533,262,2014-05-26 13:52:45
3,84421,322,2014-08-04 04:38:23
1,50071,34,2014-05-24 10:05:37
2,51694,471,2014-08-15 05:03:58
3,83976,494,2014-10-21 20:39:05
1,31363,176,2014-04-28 22:12:49
2,72486,303,2015-02-12 10:23:09
3,57795,241,2014-11-04 07:23:50
1,80312,123,2014-09-10 22:49:50
2,96490,128,2014-12-15 10:17:39
3,35012,28,2014-11-20 10:26:27
1,9440,460,2014-10-11 08:52:13
2,49636,129,2014-05-02 19:19:47
3,97319,94,2014-10-15 12:41:40
1,1356,185,2014-10-05 16:37:12
2,93867,254,2014-07-24 16:18:02
3,34741,389,2015-03-22 20:08:18
1,53668,321,2014-08-26 10:43:16
2,42621,244,2014-07-27 19:15:26
3,91791,115,2015-02-15 07:54:16
1,45628,13,2014-12-26 02:41:21
2,44087,449,2014-04-29 14:17:17
3,76787,489,2014-06-21 09:53:11
1,69932,436,2015-03-04 14:16:18
2,72403,484,2014-09-23 12:41:09
3,88804,494,2014-09-12 01:03:09
1,1562,108,2014-08-01 19:03:55
2,88957,328,2014-05-07 08:38:37
3,75505,301,2014-07-21 00:12:09
1,33267,250,2014-10-01 04:14:53
2,24488,5,2015-04-02 22:18:25
3,17658,476,2014-12-19 06:38:28
1,33066,408,2015-03-11 21:00:37
2,99217,25,2014-09-25 18:09:36
3,35935,418,2014-04-19 13:28:29
1,78713,459,2014-05-10 12:09:15
2,76972,83,2015-03-19 05:29:05
3,36665,8,2014-04-27 19:13:56
1,73761,362,2014-07-09 12:51:22
2,68907,170,2015-02-14 17:05:02
3,8095,295,2014-10-27 03:22:23
1,71286,157,2015-02-25 21:31:13
2,78194,295,2015-01-29 23:47:44
3,81474,322,2014-12-30 02:54:00
1,43552,57,2015-02-21 03:49:45
2,23870,397,2014-09-20 07:41:11
3,52000,398,2015-03-02 16:18:57
1,95110,287,2014-12-11 08:20:34
2,86297,386,2015-03-22 05:50:51
3,46506,389,2014-04-11 22:52:09
1,9584,144,2014-10-24 19:45:12
2,20027,482,2014-10-14 18:30:58
3,58270,104,2014-12-27 01:37:25
1,33832,211,2015-01-19 12:41:48
2,1048,32,2014-08-09 12:19:09
3,25594,484,2014-08-18 18:39:31
1,11227,57,2014-09-11 03:03:44
2,13416,200,2014-05-24 00:22:58
3,60392,34,2015-03-28 01:51:32
1,95223,239,2015-03-05 07:24:03
2,13334,195,2014-10-21 20:43:18
3,21305,308,2014-08-31 07:03:23
1,82064,226,2014-09-06 19:29:29
2,90582,273,2014-04-19 05:41:57
3,46282,345,2014-04-07 02:40:47
1,45554,484,2015-01-27 21:22:14
2,89674,151,2014-08-08 09:12:46
3,90113,79,2015-01-02 09:48:50
1,96980,398,2014-08-27 13:34:41
2,29983,315,2015-01-04 23:55:32
3,60959,189,2015-02-15 06:56:04
1,68501,484,2014-07-02 18:32:39
2,48710,428,2014-04-30 19:19:15
3,40689,131,2014-10-06 09:05:21
1,35090,325,2014-08-05 06:29:01
2,43328,91,2014-12-28 03:49:35
3,54897,315,2014-07-23 09:44:31
1,23098,197,2014-08-19 14:16:48
2,43558,386,2014-07-09 16:10:58
3,46148,142,2015-01-30 07:37:30
1,52036,229,2014-12-26 00:59:46
2,3490,454,2014-08-21 14:45:15
3,56081,181,2014-05-14 21:09:14
1,59409,263,2015-03-15 04:19:08
2,48264,362,2015-03-17 19:37:42
3,31398,275,2014-12-06 06:45:19
1,21351,189,2015-01-21 19:55:12
2,2289,335,2014-11-04 01:48:09
3,58358,245,2015-03-11 16:48:11
1,59384,137,2014-07-21 16:44:27
2,39119,270,2014-07-31 06:09:53
3,64262,457,2014-07-07 21:36:17
1,81709,373,2015-02-03 01:27:12
2,31825,254,2014-10-22 18:25:59
3,17812,373,2014-05-04 02:33:43
1,89845,58,2014-08-02 19:10:26
2,67675,61,2014-12-19 12:38:47
3,69670,415,2015-03-18 22:54:24
1,21995,358,2014-05-29 23:27:10
2,29194,339,2014-07-14 06:00:50
3,54005,80,2015-02-11 03:17:08
1,73115,377,2014-08-02 07:03:56
2,37305,235,2015-02-27 21:33:24
3,57829,267,2014-10-21 05:05:29
1,24849,475,2015-04-04 04:02:41
2,91478,257,2014-04-10 07:45:43
3,78711,281,2014-12-31 18:26:16
1,1756,88,2015-04-05 22:56:13
2,37216,24,2014-05-04 19:35:42
3,95267,392,2015-01-23 04:20:28
1,29186,118,2014-10-10 12:14:15
2,31271,163,2014-12-23 04:49:37
3,39219,461,2014-06-06 21:16:31
1,57286,447,2015-02-18 05:27:17
2,4725,285,2015-03-24 17:53:27
3,97944,478,2015-01-13 17:04:48
1,94638,224,2014-11-15 15:58:24
2,55058,194,2014-11-19 15:25:15
3,2471,172,2015-02-15 08:40:54
1,96422,25,2014-04-11 12:14:26
2,62078,284,2014-04-24 12:56:30
3,76111,90,2015-03-07 00:49:54
1,13572,223,2014-05-09 22:35:05
2,23414,166,2015-03-02 18:12:45
3,21570,192,2014-07-16 14:23:18
1,51802,329,2014-06-02 08:34:10
2,8774,102,2015-01-26 06:27:56
3,18528,153,2014-06-15 19:26:27
1,93111,324,2014-04-27 20:12:23
2,44109,151,2014-09-29 09:06:22
3,58248,58,2014-06-02 06:56:37
1,33253,325,2014-09-03 08:14:33
2,96106,322,2014-05-10 19:42:43
3,45449,252,2014-11-27 19:50:06
1,57918,357,2014-11-01 20:52:22
2,46677,269,2014-11-12 07:05:58
3,61186,11,2014-09-05 18:08:59
1,27063,403,2014-05-21 13:55:03
2,42882,239,2014-06-08 02:49:15
3,88751,20,2014-10-09 13:40:43
1,5620,66,2014-05-31 22:57:50
2,91524,168,2014-11-23 23:13:21
3,99160,274,2014-04-17 08:05:15
1,64994,168,2014-04-25 13:48:37
2,8212,149,2014-11-06 00:49:15
3,27643,106,2014-07-25 08:10:55
1,2987,171,2015-03-28 00:49:31
2,56073,413,2014-06-14 03:16:01
3,58224,53,2014-10-22 23:12:07
1,50423,188,2015-01-03 14:40:05
2,74360,351,2014-09-01 00:25:37
3,5516,313,2015-04-06 05:53:02
1,19560,218,2014-11-19 13:55:58
2,64485,199,2014-06-19 20:36:31
3,53258,68,2014-09-03 10:11:49
1,27744,62,2014-09-19 18:34:54
2,32775,350,2015-04-01 00:44:16
3,58899,498,2014-07-15 17:55:07
1,51899,114,2014-07-06 22:19:46
2,52459,330,2014-09-11 11:03:49
3,7819,119,2015-02-14 13:24:12
1,78479,432,2015-03-07 15:01:46
2,43682,380,2015-01-01 09:06:24
3,3051,111,2015-03-10 20:48:02
1,14243,18,2014-07-14 23:01:24
2,34071,29,2014-09-16 12:09:14
3,16677,74,2015-01-17 09:19:50
1,16016,203,2014-12-10 06:16:14
2,85828,348,2014-07-18 06:16:08
3,71172,482,2014-08-24 06:04:39
1,33963,61,2015-03-17 12:54:00
2,31527,350,2014-05-05 18:24:24
3,81338,490,2014-06-11 16:08:42
1,24100,99,2014-06-26 17:48:24
2,27216,286,2014-08-22 00:19:33
3,7031,108,2015-03-28 19:27:14
1,54337,422,2014-12-22 01:50:20
2,31770,304,2014-08-10 13:55:36
3,18425,245,2014-11-30 23:07:51
1,18738,446,2014-10-11 01:52:26
2,60314,472,2014-11-09 10:27:39
3,94840,24,2014-07-31 12:29:44
1,98052,208,2014-11-17 13:36:04
2,2966,6,2014-11-10 04:59:25
3,96178,312,2014-12-24 01:22:38
1,44196,403,2014-05-02 20:01:06
2,50884,153,2014-06-01 18:09:55
3,24104,361,2014-09-26 09:05:53
1,5532,229,2014-10-25 09:41:21
2,98499,227,2014-09-08 09:32:28
3,1376,155,2014-09-03 14:17:46
1,2639,227,2014-10-30 22:25:04
2,41219,230,2014-11-09 08:28:55
3,89942,360,2014-12-19 22:04:07
1,41696,372,2014-11-07 17:02:42
2,70182,439,2014-11-28 15:23:13
3,98698,172,2014-05-30 08:02:55
1,54618,121,2014-04-07 12:41:55
2,34901,128,2015-03-08 12:51:56
3,84334,265,2015-03-11 12:30:49
1,32321,204,2014-12-01 05:07:13
2,91036,365,2014-08-29 22:25:42
3,20548,299,2014-11-30 07:08:06
1,21330,64,2014-12-26 13:59:55
2,64118,163,2014-05-11 07:52:01
3,88514,328,2015-02-18 23:45:34
1,69036,345,2015-01-10 19:15:09
2,40644,80,2014-12-25 16:13:07
3,70028,190,2014-10-16 10:35:39
1,59860,64,2014-04-08 10:50:53
2,63954,486,2014-05-17 02:57:52
3,19976,87,2014-08-06 23:53:57
1,75677,436,2014-06-29 01:18:59
2,60471,193,2014-10-02 22:57:55
3,41806,393,2014-04-08 08:23:52
1,82456,229,2014-06-21 15:43:00
2,95556,33,2014-10-28 19:59:32
3,1424,96,2015-04-04 20:24:50
1,73870,218,2014-11-04 02:52:55
2,20887,34,2014-05-02 14:06:51
3,68385,262,2014-09-20 22:22:13
1,70640,429,2014-06-17 00:21:06
2,74697,253,2015-03-14 06:58:39
3,89070,336,2014-11-22 00:16:40
1,10794,347,2014-04-20 08:58:49
2,26130,418,2015-02-14 13:40:28
3,32211,90,2014-04-23 01:49:08
1,93152,378,2015-01-20 13:09:24
2,60743,364,2015-01-15 20:47:14
3,67234,485,2014-12-31 04:04:47
1,97365,14,2015-03-11 23:17:11
2,31667,326,2014-05-31 13:34:20
3,13601,382,2014-05-04 00:14:42
1,18884,82,2014-04-09 02:34:55
2,46638,220,2014-07-31 19:52:34
3,53412,33,2014-08-08 05:52:09
1,27786,465,2014-07-30 17:46:55
2,69715,326,2014-11-30 18:37:16
3,66866,340,2014-06-14 18:16:20
1,79137,237,2014-09-03 12:51:38
2,28337,445,2014-07-12 07:37:09
3,84895,39,2014-07-11 16:51:24
1,63523,439,2014-09-28 22:18:46
2,26985,198,2014-06-01 10:30:30
3,36335,5,2015-02-11 04:04:05
1,80782,215,2014-06-10 00:18:25
2,75848,208,2014-06-29 16:48:10
3,18166,213,2014-10-22 14:08:08
1,75074,27,2015-01-26 09:21:37
2,28448,208,2014-06-07 03:01:58
3,68946,387,2014-10-29 03:29:13
1,7930,430,2014-08-22 12:33:41
2,17823,111,2015-01-02 01:52:36
3,57649,223,2014-10-05 03:43:16
1,67228,282,2014-07-23 10:41:49
2,53479,200,2015-02-17 03:04:16
3,33691,477,2014-10-04 10:53:21
1,26789,332,2014-12-22 22:30:57
2,74908,285,2014-12-28 07:35:55
3,76004,484,2014-06-10 13:34:12
1,38024,487,2014-11-10 02:44:23
2,32521,295,2014-05-16 07:12:55
3,2208,182,2015-02-04 01:42:48
1,52847,327,2014-09-01 06:35:51
2,64117,112,2014-05-20 16:48:38
3,71229,6,2014-09-29 22:18:07
1,53719,96,2014-05-08 23:29:11
2,30364,291,2015-03-08 06:28:15
3,49207,253,2014-12-02 08:03:54
1,73804,466,2014-04-12 19:17:02
2,88460,204,2014-08-01 14:45:06
3,99470,211,2014-12-19 10:24:04
1,59981,82,2015-03-04 03:03:41
2,70649,483,2014-09-25 16:13:34
3,18989,264,2014-07-19 07:00:33
1,39114,472,2014-11-18 20:46:37
2,95015,480,2015-01-31 23:09:54
3,80066,56,2014-04-29 16:33:29
1,69661,179,2014-12-18 14:52:42
2,89894,189,2014-12-13 09:03:47
3,75334,388,2015-03-17 05:26:48
1,33953,399,2015-01-25 21:51:35
2,70428,498,2014-04-08 03:37:35
3,96709,316,2014-05-10 00:49:14
1,1088,136,2015-01-29 04:39:08
2,34777,405,2014-08-06 07:45:12
3,6916,92,2014-10-21 00:28:44
1,21752,19,2014-05-23 08:17:50
2,50057,3,2014-05-13 20:30:32
3,22854,205,2014-08-28 20:51:39
1,13559,344,2014-09-09 04:38:39
2,99308,157,2014-05-24 06:00:14
3,22062,470,2014-06-07 16:59:45
1,75025,358,2014-08-31 20:58:24
2,15455,275,2014-06-08 08:53:35
3,37567,24,2015-02-01 14:08:04
1,72657,180,2015-03-26 23:05:30
2,29112,12,2014-07-04 21:47:19
3,62623,94,2014-11-19 13:52:47
1,94632,40,2014-11-08 10:09:18
2,25633,99,2014-07-24 23:45:30
3,36146,246,2014-07-10 13:45:48
1,77354,73,2015-02-07 12:36:04
2,96867,388,2014-07-28 00:29:01
3,81504,471,2014-07-22 16:43:10
1,80159,110,2014-05-30 09:22:52
2,88663,400,2014-07-04 07:18:49
3,49929,353,2014-09-20 16:50:04
1,45212,144,2014-10-09 02:40:41
2,86012,238,2014-09-03 18:44:46
3,97448,474,2015-01-21 16:30:29
1,9632,31,2015-02-15 10:19:03
2,22549,465,2014-07-29 13:00:06
3,60885,492,2014-06-02 05:48:50
1,80718,270,2014-10-03 09:33:34
2,81907,416,2014-05-05 23:00:47
3,96047,300,2015-03-23 07:35:22
1,15898,87,2014-11-21 01:14:42
2,46963,101,2014-11-18 10:03:06
3,80689,363,2014-12-23 02:45:02
1,53727,73,2014-12-01 15:57:31
2,71698,13,2015-03-18 16:25:08
3,31297,134,2014-07-14 00:36:18
1,92973,383,2015-02-27 19:32:19
2,81434,234,2014-12-14 00:59:43
3,89660,7,2015-02-08 23:39:38
1,86936,195,2014-07-24 19:03:01
2,69222,35,2014-09-26 05:00:08
3,81571,37,2014-11-07 12:21:41
1,42603,88,2014-04-24 15:41:59
2,76525,443,2015-02-06 22:29:46
3,2313,202,2014-06-07 10:14:48
1,27922,98,2014-10-16 12:32:48
2,12924,405,2014-10-13 18:37:45
3,15681,311,2014-08-14 21:08:06
1,67123,372,2014-04-14 00:24:54
2,94246,164,2014-12-22 23:37:21
3,33760,14,2015-04-05 17:32:22
1,36262,205,2014-06-05 03:34:59
2,59490,218,2015-02-09 00:59:00
3,75443,8,2014-09-26 04:55:07
1,57109,292,2014-10-23 18:23:36
2,83302,425,2014-10-19 02:09:53
3,75465,239,2015-02-03 05:50:20
1,18116,329,2014-10-28 18:51:33
2,17263,269,2014-07-23 12:34:46
3,88855,104,2014-04-19 15:08:08
1,61966,307,2015-03-28 05:22:55
2,31597,398,2014-07-14 07:08:13
3,4215,167,2014-05-16 19:42:54
1,4267,384,2014-06-04 08:28:11
2,95963,234,2014-06-12 05:21:21
3,11546,195,2014-09-01 13:49:46
1,8750,500,2014-05-22 08:48:11
2,97131,126,2014-10-04 14:29:38
3,6894,472,2014-09-19 23:42:15
1,5340,472,2014-09-03 00:09:05
2,78650,234,2015-01-09 07:08:29
3,63012,91,2014-07-29 17:30:06
1,44517,151,2015-04-01 01:39:20
2,41283,419,2014-04-25 03:24:32
3,2485,417,2015-01-25 19:09:27
1,29796,475,2015-03-14 03:37:59
2,87313,262,2015-02-13 17:55:59
3,96486,358,2014-10-21 01:22:41
1,98705,369,2014-11-19 19:50:54
2,49645,71,2014-10-17 21:58:20
3,77246,447,2014-07-05 20:38:55
1,6443,499,2014-06-20 14:04:22
2,42512,79,2014-08-08 09:24:37
3,92860,342,2014-12-06 18:29:35
1,93982,87,2015-01-22 16:34:48
2,19383,209,2014-05-15 21:39:12
3,20883,441,2014-08-28 00:05:05
1,63429,35,2014-09-02 17:51:17
2,1179,75,2014-12-06 16:59:12
3,12543,429,2014-05-07 23:40:35
1,11876,65,2014-07-05 23:11:58
2,9717,147,2014-12-13 23:50:28
3,28835,281,2014-05-09 12:58:05
1,50609,477,2015-02-09 02:10:47
2,25151,18,2014-08-21 10:42:49
3,19765,434,2015-02-05 16:55:49
1,10386,306,2014-09-02 01:55:33
2,79233,379,2015-01-02 06:43:41
3,87741,46,2014-11-21 22:42:51
1,87561,266,2014-10-08 05:09:06
2,83728,279,2014-12-19 00:13:38
3,49311,248,2014-06-01 05:37:07
1,33409,444,2014-12-02 23:46:54
2,88075,431,2015-03-07 03:09:20
3,18492,212,2015-03-13 04:11:24
1,3877,408,2015-01-11 07:16:13
2,42658,227,2014-10-06 19:58:36
3,29810,368,2014-08-14 03:26:18
1,7904,315,2014-12-16 16:13:17
2,52766,379,2014-12-05 12:41:22
3,45427,231,2014-09-29 00:17:20
1,75295,481,2015-02-26 16:34:28
2,16710,136,2015-01-29 07:55:29
3,17951,500,2014-11-04 01:58:06
1,28173,472,2014-08-16 17:19:53
2,98982,358,2014-06-30 11:08:47
3,71915,63,2015-01-22 02:49:12
1,52620,347,2014-08-08 19:37:50
2,95291,262,2014-11-30 10:47:18
3,51526,117,2014-06-02 17:47:47
1,14134,382,2014-12-30 13:45:25
2,98607,149,2014-12-18 05:26:16
3,92472,173,2014-08-29 15:02:00
1,80029,284,2015-02-05 00:23:33
2,5437,166,2014-04-27 09:46:13
3,57872,113,2015-03-15 15:40:31
1,79209,330,2014-05-28 13:45:06
2,49302,238,2015-03-29 15:00:37
3,74117,366,2014-08-23 06:29:19
1,50071,334,2015-02-14 01:28:17
2,54954,211,2014-12-01 22:24:22
3,11336,116,2015-01-15 20:30:30
1,19539,374,2014-10-23 03:57:28
2,82774,4,2014-11-14 21:52:22
3,53832,82,2014-09-21 07:56:14
1,83732,94,2014-10-30 21:43:48
2,8026,216,2014-07-08 00:57:22
3,51776,371,2014-04-23 16:16:57
1,81963,244,2014-08-21 14:55:44
2,26773,291,2015-03-08 08:47:08
3,42223,290,2015-02-15 18:17:43
1,69698,135,2014-11-08 09:34:42
2,64346,413,2014-05-09 15:20:32
3,79360,289,2014-09-14 14:02:54
1,44499,59,2014-12-02 03:30:33
2,74500,259,2014-07-06 08:28:03
3,45876,213,2015-03-29 17:47:45
1,51306,471,2014-11-06 16:59:14
2,73847,57,2014-11-15 14:02:30
3,99200,333,2014-04-13 10:12:33
1,62797,216,2014-12-22 01:03:57
2,97896,132,2015-02-20 17:52:12
3,43378,346,2015-01-06 14:11:53
1,30091,472,2014-08-02 02:26:33
2,86090,406,2015-02-27 15:30:06
3,87612,80,2014-04-11 09:39:32
1,12595,246,2014-05-30 16:42:01
2,86185,183,2014-08-31 02:05:44
3,83330,253,2014-09-29 14:49:52
1,95004,181,2014-06-09 12:13:34
2,68058,335,2014-05-19 10:13:39
3,1318,106,2014-05-28 18:39:32
1,66578,358,2014-07-25 23:22:07
2,54850,257,2015-01-25 21:52:19
3,78554,81,2014-06-22 10:21:51
1,32274,227,2014-05-08 00:22:33
2,74906,68,2014-07-01 14:49:00
3,32984,460,2014-08-15 01:08:37
1,27912,331,2014-10-11 23:07:36
2,72329,88,2015-03-30 14:52:27
3,47905,490,2014-06-05 22:31:45
1,31297,415,2014-07-21 20:06:11
2,95972,230,2014-05-20 09:47:59
3,93412,380,2014-09-27 09:13:09
1,68818,357,2014-04-25 01:02:57
2,7027,474,2014-07-07 14:00:35
3,16786,420,2015-01-23 22:22:18
1,96084,420,2015-02-21 18:34:38
2,97073,443,2014-09-12 22:52:15
3,59393,12,2015-01-11 14:53:27
1,71190,252,2015-01-19 10:17:32
2,50893,339,2014-07-20 05:31:21
3,32439,351,2014-12-07 06:47:43
1,25471,129,2014-12-13 14:06:48
2,50350,61,2014-07-01 16:52:48
3,9727,474,2014-04-19 02:30:44
1,48296,494,2014-11-29 09:52:03
2,27062,423,2015-01-04 03:08:30
3,58939,15,2014-06-17 12:59:28
1,86292,322,2014-05-07 10:57:00
2,67973,115,2015-04-02 14:21:13
3,5690,80,2014-09-18 23:59:16
1,13282,46,2015-01-29 10:26:42
2,60544,131,2014-09-23 14:33:12
3,69272,430,2014-12-31 22:16:30
1,79211,193,2014-10-08 09:11:06
2,54502,10,2015-01-20 01:09:44
3,77948,283,2015-03-19 08:09:14
1,1001,19,2014-07-04 02:50:56
2,97621,64,2014-10-30 15:59:13
3,84709,23,2014-09-14 18:33:53
1,6982,370,2014-07-10 12:14:06
2,47820,289,2014-11-22 18:35:29
3,49281,74,2014-11-12 20:55:09
1,45024,85,2014-11-13 03:45:07
2,2396,8,2014-12-30 19:41:29
3,24098,207,2014-09-21 22:20:38
1,35010,455,2014-06-03 02:11:16
2,68530,181,2014-05-08 04:42:21
3,51812,55,2014-10-07 22:11:19
1,67496,175,2014-07-26 02:05:53
2,9082,465,2015-01-23 18:48:27
3,28657,298,2015-03-28 05:12:03
1,51834,453,2015-03-10 13:20:04
2,90694,293,2014-12-08 06:31:39
3,12784,463,2014-06-18 04:34:48
1,14302,144,2014-12-28 02:26:15
2,9524,275,2014-10-17 03:15:05
3,43429,11,2014-06-24 13:31:00
1,77365,74,2015-04-06 01:30:45
2,530,79,2014-09-08 07:09:34
3,25112,197,2014-11-13 19:05:53
1,26873,427,2014-05-25 03:57:21
2,48525,250,2014-05-29 08:08:25
3,19645,35,2015-03-21 19:06:16
1,17875,80,2015-02-16 08:36:14
2,79684,148,2014-12-25 10:30:18
3,42685,321,2014-06-18 06:25:15
1,90681,352,2015-03-07 14:27:17
2,12095,264,2014-07-13 01:32:10
3,42697,133,2014-11-23 01:39:48
1,35962,290,2014-07-18 05:32:50
2,4512,385,2014-07-07 16:08:49
3,67759,221,2014-04-14 19:07:23
1,11031,395,2014-07-10 01:08:18
2,75692,205,2014-06-05 08:20:54
3,39239,313,2014-10-21 04:38:50
1,92991,121,2014-10-02 22:00:19
2,23489,493,2014-09-27 07:13:00
3,90832,3,2015-02-01 01:15:38
1,58220,94,2014-11-14 18:36:16
2,51724,493,2014-10-26 14:35:59
3,54772,49,2015-03-23 00:06:54
1,31704,468,2014-11-18 16:31:29
2,94226,357,2014-12-24 23:30:00
3,9655,272,2015-02-18 14:54:25
1,51190,401,2015-01-04 22:19:31
2,19920,287,2014-07-02 15:51:14
3,98469,284,2014-04-20 06:35:22
1,15451,119,2014-11-22 06:30:14
2,14371,235,2014-08-23 17:59:14
3,89445,189,2014-05-11 17:14:01
1,94494,324,2015-01-10 09:16:42
2,37181,44,2014-05-21 21:32:22
3,12679,377,2014-08-01 22:08:33
1,26940,425,2014-04-27 03:09:59
2,70179,259,2015-03-21 03:11:42
3,86452,78,2014-09-17 13:24:51
1,16348,161,2014-11-02 13:20:27
2,50155,376,2014-08-27 06:28:31
3,1770,218,2014-12-31 17:41:09
1,26676,122,2014-07-25 08:19:55
2,47637,346,2015-02-15 03:02:05
3,96252,427,2014-11-14 11:44:27
1,10459,294,2014-10-30 08:19:30
2,66544,377,2014-06-06 05:55:24
3,19938,217,2014-08-26 02:10:03
1,48845,138,2014-12-19 13:57:32
2,93640,476,2014-07-07 07:17:17
3,11269,452,2014-10-28 11:15:55
1,98413,451,2014-12-19 23:38:31
2,9081,216,2015-03-29 15:50:07
3,43289,219,2014-12-04 18:29:05
1,49625,365,2014-05-05 12:32:42
2,64002,1,2014-05-11 16:04:57
3,70516,114,2015-02-08 02:17:14
1,86558,282,2014-06-26 06:03:35
2,14192,309,2015-01-06 17:32:55
3,66377,77,2014-08-19 07:14:57
1,74832,72,2014-11-07 08:12:35
2,50895,241,2014-08-12 17:07:06
3,11163,271,2014-06-09 05:11:35
1,34837,406,2015-02-03 08:44:04
2,20652,135,2015-03-06 12:53:51
3,10536,156,2015-03-03 10:42:42
1,73389,148,2014-07-20 00:55:11
2,31854,438,2015-01-11 01:15:16
3,41072,373,2014-12-12 20:37:05
1,48138,471,2014-11-21 01:30:13
2,14725,324,2014-08-05 02:50:23
3,31779,361,2014-05-25 09:12:26
1,60527,460,2015-01-07 08:17:29
2,84665,191,2014-12-15 04:51:40
3,34404,388,2014-06-11 08:26:24
1,43014,409,2014-07-24 02:22:52
2,7389,299,2014-12-23 10:25:17
3,2024,27,2014-11-26 16:25:25
1,65430,291,2015-02-06 12:22:06
2,8690,19,2014-06-22 12:42:27
3,12428,430,2015-03-03 19:13:54
1,8457,258,2014-10-21 00:31:27
