232,Roberto-Venn School of Luthiery
233,Hair Academy of Safford
234,Scottsdale Community College
235,South Mountain Community College
236,Arizona Christian University
237,Tucson College
238,Universal Technical Institute of Arizona Inc
239,Western International University
240,Empire Beauty School-NW Phoenix
241,Yavapai College
242,University of Arkansas at Little Rock
243,University of Arkansas for Medical Sciences
244,ABC Beauty College Inc
245,Arkansas Baptist College
246,Arkansas Beauty School
247,Arkansas Beauty College
248,Lyon College
249,Arkansas College of Barbering and Hair Design
250,Arthur's Beauty College Inc-Fort Smith
251,University of Arkansas
252,University of Arkansas at Pine Bluff
253,Arkansas State University-Beebe
254,Arkansas State University-Main Campus
255,Arkansas Tech University
256,University of Arkansas at Monticello
257,Arthur's Beauty College Inc
258,Baptist Health Schools-Little Rock
259,Bee Jays Academy
260,Black River Technical College
261,University of Central Arkansas
262,Central Baptist College
263,Cossatot Community College of the University of Arkansas
264,Crowley's Ridge College
265,Crowleys Ridge Technical Institute
266,East Arkansas Community College
267,Eastern College of Health Vocations-Little Rock
268,Imagine-Paul Mitchell Partner School
269,National Park Community College
270,University of Arkansas Community College-Batesville
271,Harding University
272,Henderson State University
273,Hendrix College
274,Hot Springs Beauty College
275,Jefferson Regional Medical Center School of Nursing
276,John Brown University
277,Lees School of Cosmetology
278,Career Academy of Hair Design
279,Marsha Kay Beauty College
280,Academy of Salon and Spa
281,Mid-South Community College
282,Arkansas Northeastern College
283,Margarets Hair Academy Inc
284,New Tyler Barber College Inc
285,North Arkansas College
286,Northwest Technical Institute
287,Ouachita Baptist University
288,College of the Ouachitas
289,Ozarka College
290,University of the Ozarks
291,University of Arkansas Community College-Morrilton
292,Philander Smith College
293,Phillips Community College of the University of Arkansas
294,Southeast Arkansas College
295,Professional Cosmetology Education Center
296,Pulaski Technical College
297,University of Arkansas Community College-Hope
298,Rich Mountain Community College
299,Paul Mitchell the School-Arkansas
300,Searcy Beauty College Inc
301,Williams Baptist College
302,South Arkansas Community College
303,Southern Arkansas University Main Campus
304,Southern Arkansas University Tech
305,University of Arkansas System Office
306,Velvatex College of Beauty Culture
307,University of Arkansas-Fort Smith
308,Abram Friedman Occupational Center
309,Academy of Art University
310,ITT Technical Institute-Rancho Cordova
311,Academy of Chinese Culture and Health Sciences
312,The Academy of Radio and TV Broadcasting
313,Alameda Beauty College
314,College of Alameda
315,Allan Hancock College
316,American Academy of Dramatic Arts-Los Angeles
317,American Baptist Seminary of the West
318,American Film Institute Conservatory
319,American Beauty College
320,American Career College-Los Angeles
321,American Conservatory Theater
322,American River College
323,Everest College-Hayward
324,Antelope Valley College
325,Art Center College of Design
326,Associated Technical College-Los Angeles
327,Associated Technical College-San Diego
328,Azusa Pacific University
329,Bakersfield College
330,Bridges Academy of Beauty
331,Barstow Community College
332,Bellus Academy-National City
333,Bethany University
334,Bethesda University of California
335,Biola University
336,Brooks Institute
337,Brownson Technical School
338,Bryan University
339,Butte College
340,Phillips Graduate Institute
341,California Institute of Integral Studies
342,Cabrillo College
343,California Baptist University
344,California College of the Arts
345,University of California Hastings College of Law
346,California Institute of Technology
347,California Lutheran University
348,California Polytechnic State University-San Luis Obispo
349,Alliant International University
350,California State University-Bakersfield
351,California State University-Stanislaus
352,California State University-Chancellors Office
353,California State University-San Bernardino
354,California State Polytechnic University-Pomona
355,California State University-Chico
356,California State University-Dominguez Hills
357,California State University-Fresno
358,California State University-Fullerton
359,California State University-East Bay
360,California State University-Long Beach
361,California State University-Los Angeles
362,California State University-Northridge
363,California State University-Sacramento
364,University of California-Berkeley
365,University of California-Davis
366,University of California-Irvine
367,University of California-Los Angeles
368,University of California-Riverside
369,University of California-San Diego
370,University of California-San Francisco
371,University of California-Santa Barbara
372,University of California-Santa Cruz
373,Institute of Transpersonal Psychology
374,California Beauty School
375,California Christian College
376,California College-San Diego
377,California Culinary Academy
378,California Hair Design Academy
379,California Institute of the Arts
380,California Maritime Academy
381,California Western School of Law
382,Canada College
383,College of the Canyons
384,Career Academy of Beauty
385,Casa Loma College-Van Nuys
386,CET-San Diego
387,CET-Sobrato
388,CET-El Centro
389,CET-San Bernardino
390,CET-Watsonville
391,CET-Gilroy
392,CET-Salinas
393,Cerritos College
394,Cerro Coso Community College
395,Chabot College
396,Chaffey College
397,Chapman University
398,Charles R Drew University of Medicine and Science
399,Concordia University-Irvine
400,San Diego Christian College
401,Church Divinity School of the Pacific
402,Citrus College
403,City College of San Francisco
404,Claremont Graduate University
405,Claremont McKenna College
406,Milan Institute-Visalia
407,Cleveland Chiropractic College of Los Angeles
408,Clovis Adult Education
409,Coast Community College District Office
410,Coastline Community College
411,Cogswell College
412,Coleman University
413,COBA Academy
414,Western University of Health Sciences
415,Columbia College
416,Columbia College Hollywood
417,El Camino College-Compton Center
418,Western Beauty Institute
419,Contra Costa Community College District Office
420,Contra Costa College
421,Cosumnes River College
422,Crafton Hills College
423,Cuesta College
424,Cuyamaca College
425,Marinello Schools of Beauty-Bell
426,Cypress College
427,De Anza College
428,Marinello Schools of Beauty-Hemet
429,International School of Beauty Inc
430,Dell'Arte International School of Physical Theatre
431,College of the Desert
432,Design Institute of San Diego
433,DeVry University-California
434,Diablo Valley College
435,Dominican University of California
436,Dominican School of Philosophy & Theology
437,East Los Angeles College
438,Marinello Schools of Beauty-Santa Clara
439,San Diego Continuing Education
440,El Camino Community College District
441,Elegance International
442,Marinello Schools of Beauty-City of Industry
443,Marinello Schools of Beauty-Burbank
444,Marinello Schools of Beauty-Moreno Valley
445,Emperor's College of Traditional Oriental Medicine
446,Empire College School of Business
447,Evergreen Valley College
448,FIDM/Fashion Institute of Design & Merchandising-Los Angeles
449,Fashion Careers College
450,FIDM/Fashion Institute of Design & Merchandising-San Francisco
451,FIDM/Fashion Institute of Design & Merchandising-Orange County
452,Feather River Community College District
453,Federico Beauty Institute
454,Fielding Graduate University
455,Five Branches University
456,Hair California Beauty Academy
457,Foothill College
458,Franciscan School of Theology
459,Fredrick and Charles Beauty College
460,Fresno City College
461,Fresno Pacific University
462,Foothill-De Anza Community College District
463,Fuller Theological Seminary in California
464,Fullerton College
465,Galen College of Medical and Dental Assistants
466,Gavilan College
467,Gemological Institute of America
468,Glendale Community College
469,Glendale Career College
470,Golden Gate University-San Francisco
471,Golden West College
472,Graduate Theological Union
473,Grossmont-Cuyamaca Community College District
474,Grossmont College
475,Salon Success Academy-San Bernardino
476,Hartnell College
477,Harvey Mudd College
478,Heald College-Rancho Cordova
479,Heald College-Fresno
480,Heald College-San Jose
481,Heald College-San Francisco
482,Heald College-Concord
483,Hilltop Beauty School
484,Holy Names University
485,Pacifica Graduate Institute
486,Humboldt State University
487,Humphreys College-Stockton and Modesto Campuses
488,Imperial Valley College
489,Institute for Business and Technology
490,LA College International
491,Interior Designers Institute
492,Toni & Guy Hairdressing Academy-Santa Monica
493,Irvine Valley College
494,ITT Technical Institute-San Diego
495,ITT Technical Institute-San Dimas
496,ITT Technical Institute-Orange
497,Bellus Academy-El Cajon
498,John F Kennedy University
499,American Jewish University
500,Reedley College
501,Life Pacific College
502,The Art Institute of California-San Diego
503,University of La Verne
504,Laguna College of Art and Design
505,Lake Tahoe Community College
506,Lancaster Beauty School
507,Laney College
508,Lassen Community College
509,Life Chiropractic College West
510,Lincoln University
511,Southern California Seminary
512,La Sierra University
513,Loma Linda University
514,Long Beach City College
515,Southern California University of Health Sciences
516,Los Angeles Community College District Office
517,Los Angeles Harbor College
518,Los Angeles Pierce College
519,Los Angeles Southwest College
520,Los Angeles Trade Technical College
521,Los Angeles Valley College
522,The Master's College and Seminary
523,Los Angeles City College
524,Los Angeles County College of Nursing and Allied Health
525,Los Angeles Mission College
526,Los Medanos College
527,Los Rios Community College District Office
528,The Art Institute of California-San Francisco
529,Loyola Marymount University
530,Lu Ross Academy
531,Manchester Beauty College
532,Tulare Beauty College
533,Lyles Bakersfield College of Beauty
534,Lyles Fresno College of Beauty
535,Lytles Redwood Empire Beauty College Inc
536,MTI Business College Inc
537,MTI College
538,Kaplan College-Sacramento
539,Kaplan College-San Diego
540,Kaplan College-Vista
541,College of Marin
542,Marinello Schools of Beauty-Los Angeles
543,Marymount College
544,Mendocino College
545,Menlo College
546,Merced College
547,Merritt College
548,Mills College
549,MiraCosta College
550,Marinello Schools of Beauty-San Francisco
551,Mission College
552,Modern Beauty Academy
553,Kaplan College-North Hollywood
554,Modesto Junior College
555,Moler Barber College
556,Monterey Institute of International Studies
557,Monterey Peninsula College
558,Moorpark College
559,Mt. San Antonio College
560,Mount St. Mary's College
561,Mt. San Jacinto Community College District
562,Mueller College
563,Musicians Institute
564,Napa Valley College
565,Everest College-San Francisco
566,Everest College-Reseda
567,Everest College-LA Wilshire
568,Everest College-San Jose
569,Everest College-Gardena
570,Everest College-Alhambra
571,Everest College-San Bernardino
572,The National Hispanic University
573,National Holistic Institute
574,National University
575,Naval Postgraduate School
576,Newschool of Architecture and Design
577,Newberry School of Beauty
578,North Adrians Beauty College
579,North Orange County Community College District
580,North-West College-Pomona
581,North-West College-West Covina
582,North-West College-Pasadena
583,Northwestern Polytechnic University
584,Notre Dame de Namur University
585,Occidental College
586,Oceanside College of Beauty
587,Ohlone Community College
588,Orange Coast College
589,Otis College of Art and Design
590,Oxnard College
591,Hope International University
592,Concorde Career College-San Diego
593,Palo Alto University
594,Pacific Lutheran Theological Seminary
595,Pacific Oaks College
596,Pacific School of Religion
597,Pacific States University
598,Pacific Union College
599,University of the Pacific
600,Palo Verde College
601,Palomar College
602,Marinello Schools of Beauty-Paramount
603,Paris Beauty College
604,Pasadena City College
605,Patten University
606,Pepperdine University
607,Peralta Community College System Office
608,Pitzer College
609,Platt College-San Diego
610,Point Loma Nazarene University
611,Pomona College
612,Porterville College
613,Westwood College-South Bay
614,Professional Institute of Beauty
615,Santa Ana College
616,Pardee RAND Graduate School
617,Shasta School of Cosmetology
618,University of Redlands
619,College of the Redwoods
620,Salon Success Academy-Upland
621,Salon Success Academy-Corona
622,Marinello Schools of Beauty-Huntington Beach
623,Rio Hondo College
624,Riverside City College
625,Argosy University-San Francisco Bay Area
626,Rosemead Beauty School
627,Dongguk University Los Angeles
628,Sacramento City College
629,Saddleback College
630,Samuel Merritt University
631,San Diego Community College District-District Office
632,San Diego City College
633,Golf Academy of America-Carlsbad
634,San Diego Mesa College
635,San Diego Miramar College
636,San Diego State University
637,University of San Diego
638,San Francisco Art Institute
639,San Francisco Conservatory of Music
640,San Francisco State University
641,San Francisco Theological Seminary
642,University of San Francisco
643,San Joaquin College of Law
644,San Joaquin Delta College
645,San Joaquin Valley College-Visalia
646,San Joaquin Valley College-Bakersfield
647,William Jessup University
648,San Jose-Evergreen Community College District
649,San Jose City College
650,San Jose State University
651,San Mateo County Community College District Office
652,College of San Mateo
653,Santa Barbara Business College-Bakersfield
654,Westwood College-Los Angeles
655,Santa Barbara Business College-Santa Maria
656,Santa Barbara City College
657,Santa Clara University
658,Santa Monica College
659,Santa Rosa Junior College
660,Saybrook University
661,Scripps College
662,Wyotech-Fremont
663,College of the Sequoias
664,Shasta Bible College and Graduate School
665,Shasta College
666,Sierra College
667,Sierra College of Beauty
668,Sierra Valley College of Court Reporting
669,Trinity Law School
670,Simpson University
671,College of the Siskiyous
672,Charles A. Jones Career and Education Center
673,Skyline College
674,San Bernardino Valley College
675,Saint Marys College of California
676,Solano Community College
677,Sonoma State University
678,Pinnacle College
679,South Baylo University
680,South Coast College
681,Vanguard University of Southern California
682,Concorde Career College-Garden Grove
683,Southwestern College
684,St John's Seminary
685,Starr King School for Ministry
686,State Center Community College District
687,Southern California College of Optometry
688,Southern California Institute of Architecture
689,University of Southern California
690,Southwestern Law School
691,Taft College
692,Claremont School of Theology
693,Thomas Aquinas College
694,Marinello Schools of Beauty-Lake Forest
695,Epic Bible College
696,University of California System Administration Central Office
697,United Education Institute-Huntington Park Campus
698,Concorde Career College-San Bernardino
699,Universal College of Beauty Inc-Los Angeles 1
700,Concorde Career College-North Hollywood
701,Ventura County Community College System Office
702,Ventura College
703,The Santa Barbara and Ventura Colleges of Law-Ventura
704,Victor Valley Beauty College Inc
705,Victor Valley College
706,Berkeley City College
707,West Valley Mission Community College District Office
708,Walden University
709,Maxine Waters Employment Preparation Center
710,West Hills College Coalinga
711,West Los Angeles College
712,The University of West Los Angeles
713,West Valley College
714,Carrington College California-Sacramento
715,Westminster Theological Seminary in California
716,Westmont College
717,Whittier College
718,Woodbury University
719,The Wright Institute
720,Western State University-College of Law-Argosy
721,Thomas Jefferson School of Law
722,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary
723,Yosemite Community College District Office
724,Yuba College
725,The Salon Professional Academy-Grand Junction
726,Adams State College
727,Aims Community College
728,Arapahoe Community College
729,Bel-Rea Institute of Animal Technology
730,Everest College-Colorado Springs
731,Boulder College of Massage Therapy
732,University of Colorado Denver
733,University of Colorado-Colorado Springs
734,Redstone College
735,University of Colorado Boulder
736,Colorado Christian University
737,Colorado College
738,Concorde Career College-Aurora
739,The Art Institute of Colorado
740,Colorado Mountain College
741,Colorado Northwestern Community College
742,Colorado School of Mines
743,Colorado School of Trades
744,Colorado State University-Fort Collins
745,Colorado Technical University-Colorado Springs
746,Empire Beauty School-Lakewood
747,Community College of Aurora
748,College America-Denver
749,Delta Montrose Technical College
750,Prince Institute-Rocky Mountains
751,Community College of Denver
752,Lincoln College of Technology-Denver
753,Denver Seminary
754,Westwood College-Denver North
755,University of Denver
756,Emily Griffith Technical College
757,Fort Lewis College
758,Front Range Community College
759,Glenwood Beauty Academy
760,Hair Dynamics Education Center
761,Iliff School of Theology
762,International Salon and Spa Academy
763,Lamar Community College
764,Colorado Mesa University
765,Metropolitan State College of Denver
766,Morgan Community College
767,Naropa University
768,National American University-Colorado Springs
769,National American University-Denver
770,Nazarene Bible College
771,Northeastern Junior College
772,University of Northern Colorado
773,Otero Junior College
774,Everest College-Thornton
775,Pikes Peak Community College
776,Intellitec Medical Institute
777,Pueblo Community College
778,Red Rocks Community College
779,Regis University
780,Rocky Mountain College of Art and Design
781,Montessori Education Center of the Rockies
782,Colorado State University-Pueblo
783,Pickens Technical College
784,Intellitec College-Colorado Springs
785,Intellitec College-Grand Junction
786,Trinidad State Junior College
787,University of Colorado System Office
788,United States Air Force Academy
789,Empire Beauty School-Thornton
790,Western State College of Colorado
791,Yeshiva Toras Chaim Talmudical Seminary
792,Albertus Magnus College
793,Paul Mitchell The School-Danbury
794,Asnuntuck Community College
795,Bais Binyomin Academy
796,Branford Hall Career Institute-Branford Campus
797,Lincoln College of New England-Southington
798,Bridgeport Hospital School of Nursing
799,University of Bridgeport
800,Butler Business School Inc
801,Central Connecticut State University
802,Charter Oak State College
803,Connecticut Center for Massage Therapy-Newington
804,Connecticut College
805,Brio Academy of Cosmetology-East Hartford
806,Porter and Chester Institute of Branford
807,University of Connecticut
808,Goodwin College
809,Lincoln Technical Institute-East Windsor
810,Eastern Connecticut State University
811,Fairfield University
812,Northhaven Academy
813,Capital Community College
814,Rensselaer Hartford Graduate Center Inc
815,Fox Institute of Business-West Hartford
816,Hartford Seminary
817,University of Hartford
818,Holy Apostles College and Seminary
819,Housatonic Community College
820,Sanford-Brown College-Farmington
821,The Leon Institute of Hair Design
822,Lyme Academy College of Fine Arts
823,Manchester Community College
824,Naugatuck Valley Community College
825,Middlesex Community College
826,Mitchell College
827,Three Rivers Community College
828,Lincoln Technical Institute-New Britain
829,New England Tractor Trailer Training School of Connecticut
830,University of New Haven
831,Ridley-Lowell Business & Technical Institute
832,Norwalk Community College
833,Northwestern Connecticut Community College
834,Paier College of Art Inc
835,Brio Academy of Cosmetology-Meriden
836,Porter and Chester Institute of Stratford
837,Post University
838,Quinebaug Valley Community College
839,Quinnipiac University
840,Sacred Heart University
841,Saint Joseph College
842,Gateway Community College
843,St Vincent's College
844,Southern Connecticut State University
845,Stone Academy-Hamden
846,Tri-State College of Acupuncture
847,Trinity College
848,Tunxis Community College
849,United States Coast Guard Academy
850,Wesleyan University
851,Western Connecticut State University
852,Yale-New Haven Hospital Dietetic Internship
853,Yale University
854,Beebe Hospital School of Nursing
855,Dawn Career Institute Inc
856,Delaware Technical and Community College-Central Office
857,Delaware Technical and Community College-Owens
858,Delaware Technical and Community College-Terry
859,Delaware Technical and Community College-Stanton-Wilmington
860,Delaware State University
861,University of Delaware
862,Goldey-Beacom College
863,Schilling-Douglas School of Hair Design
864,Wesley College
865,Wilmington University
866,American University
867,Catholic University of America
868,Corcoran College of Art and Design
869,University of the District of Columbia
870,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies
871,Gallaudet University
872,George Washington University
873,Georgetown University
874,Howard University
875,Dudley Beauty College
876,Medtech Institute
877,Strayer University-District of Columbia
878,National Conservatory of Dramatic Arts
879,Trinity Washington University
880,Wesley Theological Seminary
881,Wyotech-Daytona
882,The Art Institute of Fort Lauderdale
883,Atlantic Technical Center
884,The Baptist College of Florida
885,Barry University
886,Gooding Institute of Nurse Anesthesia
887,Bethune-Cookman University
888,Lynn University
889,GUTI The Premier Beauty & Wellness Academy
890,Bradford-Union Area Career Technical Center
891,Brevard Community College
892,Broward College
893,Fortis College-Winter Park
894,Carlos Albizu University-Miami
895,College of Central Florida
896,Florida Christian College
897,University of Central Florida
898,Charlotte Technical Center
899,Chipola College
900,Clearwater Christian College
901,Lorenzo Walker Institute of Technology
902,Daytona State College
903,South University-West Palm Beach
904,Eckerd College
905,Edison State College
906,Edward Waters College
907,Embry-Riddle Aeronautical University-Daytona Beach
908,Florida Agricultural and Mechanical University
909,Florida Atlantic University
910,Florida State College at Jacksonville
911,Flagler College-St Augustine
912,Florida College
913,Concorde Career Institute-Jacksonville
914,Concorde Career Institute-Miramar
915,Concorde Career Institute-Tampa
916,Florida Hospital College of Health Sciences
917,Florida Institute of Technology
918,Florida Institute of Ultrasound Inc
919,Florida International University
920,Florida Keys Community College
921,Florida Memorial University
922,Florida Career College-Miami
923,Florida School of Massage
924,Florida Southern College
925,Florida State University
926,Florida Technical College
927,Southern Career College
928,University of Florida
929,Everest University-Pompano Beach
930,Fort Pierce Beauty Academy
931,Full Sail University
932,George Stone Career Center
933,George T Baker Aviation School
934,Gulf Coast State College
935,Key College
936,Hillsborough Community College
937,Hobe Sound Bible College
938,Hollywood Institute of Beauty Careers
939,Cortiva Institute-Florida
940,Indian River State College
941,International Academy of Design and Technology-Tampa
942,International Academy
943,AI Miami International University of Art and Design
944,ATI College of Health
945,ITT Technical Institute-Tampa
946,Jacksonville University
947,Jones College-Jacksonville
948,Keiser University-Ft Lauderdale
949,Heritage Institute-Ft Myers
950,La Belle Beauty School
951,Florida Gateway College
952,Lake Technical Center
953,Lake-Sumter Community College
954,Lee County High Tech Center Central
955,Lively Technical Center
956,Lindsey Hopkins Technical Education Center
957,Loraines Academy Inc
958,Luther Rice University
959,State College of Florida-Manatee-Sarasota
960,Manatee Technical Institute
961,Manhattan Hairstyling Academy
962,Margate School of Beauty Inc
963,Traviss Career Center
964,Trinity International University-Florida
965,Miami Lakes Educational Center
966,Miami Dade College
967,University of Miami
968,Mid Florida Tech
969,Beauty Schools of America-Miami
970,Remington College-Tampa Campus
971,Everest Institute-North Miami
972,Everest Institute-Hialeah
973,Academy of Healing Arts Massage & Facial Skin Care
974,Lincoln College of Technology-West Palm Beach
975,Fortis College-Tampa
976,Paul Mitchell the School-Jacksonville
977,North Florida Community College
978,University of North Florida
979,Northwood University-Florida
980,Nova Southeastern University
981,Northwest Florida State College
982,Orange Park International School of Beauty
983,Everest University-North Orlando
984,Orlando Tech
985,Palm Beach Atlantic University-West Palm Beach
986,Palm Beach State College
987,Pasco-Hernando Community College
988,Pensacola State College
989,Pinellas Technical Education Center-Clearwater
990,Polk State College
991,Radford M Locklin Technical Center
992,Saint Vincent de Paul Regional Seminary
993,ATI Career Training Center-Miami
994,ATI Career Training Center-Oakland Park
995,Ridge Career Center
996,Ringling College of Art and Design
997,Riverside Hairstyling Academy
998,Robert Morgan Educational Center
999,Rollins College
1000,First Coast Technical College
1001,Saint Leo University
1002,St Petersburg College
1003,Pinellas Technical Education Center-St Petersburg
1004,Santa Fe College
1005,Sarasota County Technical Institute
1006,Argosy University-Sarasota
1007,Seminole State College of Florida
1008,Sheridan Technical Center
1009,Saint John Vianney College Seminary
1010,Saint Johns River State College
1011,South Florida Community College
1012,University of South Florida-Main Campus
1013,Saint Thomas University
1014,Stenotype Institute of Jacksonville Inc-Jacksonville
1015,Stetson University
1016,Southeastern University
1017,Benes International School of Beauty
1018,Suwannee-Hamilton Technical Center
1019,Tallahassee Community College
1020,Talmudic College of Florida
1021,Everest University-Tampa
1022,Everest University-Largo
1023,The University of Tampa
1024,Taylor Technical Institute
1025,Tom P Haney Technical Center
1026,ATI Career Training Center-Fort Lauderdale
1027,Trinity Baptist College
1028,Trinity College of Florida
1029,Fashion Focus Hair Academy
1030,Valencia College
1031,Warner University
1032,Washington-Holmes Technical Center
1033,Webber International University
1034,Rasmussen College-Florida
1035,The University of West Florida
1036,Westside Tech
1037,William T. McFatter Technical Center
1038,Winter Park Tech
1039,Withlacoochee Technical Institute
1040,Abraham Baldwin Agricultural College
1041,United Education Institute
1042,Agnes Scott College
1043,Interactive College of Technology-Chamblee
1044,Interactive College of Technology-Morrow
1045,Albany Technical College
1046,Darton College
1047,Albany State University
1048,Andrew College
1049,Armstrong Atlantic State University
1050,The Art Institute of Atlanta
1051,Georgia Career Institute
1052,Atlanta Technical College
1053,Point University
1054,Atlanta Metropolitan College
1055,Atlanta's John Marshall Law School
1056,Atlanta School of Massage
1057,Clark Atlanta University
1058,Augusta Technical College
1059,Augusta State University
1060,Bainbridge College
1061,Bauder College
1062,Beauty College of America
1063,Berry College
1064,Beulah Heights University
1065,Brenau University
1066,Brewton-Parker College
1067,Brown College of Court Reporting
1068,College of Coastal Georgia
1069,West Georgia Technical College
1070,Carver Bible College
1071,Clayton  State University
1072,Columbia Theological Seminary
1073,Columbus Technical College
1074,Columbus State University
1075,Georgia Northwestern Technical College
1076,Covenant College
1077,Dalton State College
1078,Pro Way Hair School
1079,DeVry University-Georgia
1080,South University-Savannah
1081,East Georgia College
1082,Emmanuel College
1083,Emory University
1084,Georgia Highlands College
1085,Fort Valley State University
1086,Grady Health System Professional Schools
1087,Georgia Institute of Technology-Main Campus
1088,Georgia Southwestern State University
1089,Gainesville State College
1090,Georgia College & State University
1091,Georgia Military College-Milledgeville Campus
1092,Georgia Southern University
1093,Georgia State University
1094,University of Georgia
1095,Gordon College
1096,Southern Crescent Technical College
1097,Gupton Jones College of Funeral Service
1098,Gwinnett College-Lilburn
1099,Gwinnett Technical College
1100,Heart of Georgia Technical College
1101,Middle Georgia Technical College
1102,Interdenominational Theological Center
1103,Kennesaw State University
1104,LaGrange College
1105,Lanier Technical College
1106,Life University
1107,Central Georgia Technical College
1108,Macon State College
1109,Chattahoochee Technical College
1110,Herzing University-Atlanta
1111,Georgia Health Sciences University
1112,Mercer University
1113,Middle Georgia College
1114,Morehouse College
1115,Morehouse School of Medicine
1116,Moultrie Technical College
1117,North Georgia College & State University
1118,North Georgia Technical College
1119,Oglethorpe University
1120,Paine College
1121,Piedmont College
1122,Portfolio Center
1123,Reinhardt University
1124,Savannah Technical College
1125,Savannah College of Art and Design
1126,Savannah State University
1127,Shorter University
1128,South Georgia College
1129,South Georgia Technical College
1130,The Creative Circus
1131,Spelman College
1132,Southern Polytechnic State University
1133,Southwest Georgia Technical College
1134,Thomas University
1135,Toccoa Falls College
1136,Truett-McConnell College
1137,Wiregrass Georgia Technical College
1138,Valdosta State University
1139,Waycross College
1140,Wesleyan College
1141,University of West Georgia
1142,Young Harris College
1143,Heald College-Honolulu
1144,Chaminade University of Honolulu
1145,University of Hawaii at Hilo
1146,University of Hawaii at Manoa
1147,Hawaii Institute of Hair Design
1148,Hawaii Pacific University
1149,Honolulu Community College
1150,Kapiolani Community College
1151,Kauai Community College
1152,Leeward Community College
1153,University of Hawaii Maui College
1154,Med-Assist School of Hawaii Inc
1155,World Medicine Institute
1156,Travel Institute of the Pacific
1157,University of Hawaii System Office
1158,University of Hawaii-West Oahu
1159,Windward Community College
1160,Carrington College-Boise
1161,Boise Bible College
1162,Boise State University
1163,Eastern Idaho Technical College
1164,Idaho State University
1165,University of Idaho
1166,The College of Idaho
1167,Lewis-Clark State College
1168,ITT Technical Institute-Boise
1169,Mr Juans College of Hair Design
